mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/4	1	1		.g.i	g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	3	3.0	0	0	3/4	1	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	6	1.0	0	0	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	7	1.0	1/4	1/4	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	8	1.0	1/2	1/2	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	9	2.5	0	0	3/4	1	1		VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
4	4	23/2	0.5	5/8	5/8	3/4	1	1		ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
5	5	12	1.0	0	0	3/4	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
5	5	13	1.0	1/4	1/4	3/4	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
5	5	14	1.0	1/2	1/2	3/4	1	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	15	1.0	0	0	3/4	1	1		i6(11#72)	g	i		i6(11#72)	i		6	11#72				m	1	1	-3, 1, 2, 5	-1	0	-3
6	6	16	1.5	1/4	1/4	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	35/2	0.5	5/8	5/8	3/4	1	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	18	1.0	0	0	3/4	1	1		ii%7	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
7	7	19	2.0	1/4	1/4	3/4	1	1		V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
8	8	21	1.0	0	0	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
8	8	22	1.0	1/4	1/4	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	8	23	1.0	1/2	1/2	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
9	9	24	1.0	0	0	3/4	1	1		VIM7	g	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
9	9	25	1.5	1/4	1/4	3/4	1	1		iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
9	9	53/2	0.5	5/8	5/8	3/4	1	1		VII	g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
10	10	27	1.0	0	0	3/4	1	1		v7	g	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
10	10	28	1.5	1/4	1/4	3/4	1	1		III6	g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
10	10	59/2	0.5	5/8	5/8	3/4	1	1		VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
11	11	30	1.0	0	0	3/4	1	1		ii7	g	i		ii7	ii		7					mm7	1	1	2, -1, 3, 0		2	2
11	11	31	2.0	1/4	1/4	3/4	1	1		ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
