mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	6.5	0	5/8	6/8	1	1	A.I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
4	3	13/2	13/2	1.0	0	0	6/8	1	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	15/2	15/2	0.5	1/4	1/4	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
4	3	8	8	1.0	3/8	3/8	6/8	1	1	V(4)	A	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
4	3	9	9	0.5	5/8	5/8	6/8	1	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
5	4	19/2	19/2	9.0	0	0	6/8	1	1	I|IAC}	A	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
5	4	12	12	0.0	5/8	5/8	6/8	1	1	{	A	I									{		0	0				
8	7	37/2	37/2	1.5	0	0	6/8	1	1	V.IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	7	20	20	1.5	3/8	3/8	6/8	1	1	ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
9	8	43/2	43/2	3.0	0	0	6/8	1	1	V|HC}	A	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
9	8	24	24	0.0	5/8	5/8	6/8	1	1	{	A	V									{		0	0				
10	9	49/2	49/2	3.0	0	0	6/8	1	1	I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
11	10	55/2	55/2	3.0	0	0	6/8	1	1	ii65	A	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
12	11	61/2	61/2	1.5	0	0	6/8	1	1	V	A	V		V	V							M	0	0	1, 5, 2		1	1
12	11	32	32	1.5	3/8	3/8	6/8	1	1	iii6	A	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
13	12	67/2	67/2	1.5	0	0	6/8	1	1	vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
13	12	35	35	1.5	3/8	3/8	6/8	1	1	I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
14	13	73/2	73/2	1.5	0	0	6/8	1	1	IVM7(9)	A	V		IVM7(9)	IV	M	7	9				MM7	0	0	-1, 3, 0, 4	1	-1	-1
14	13	38	38	1.5	3/8	3/8	6/8	1	1	I64	A	V		I64	I		64					M	0	0	1, 0, 4		0	1
15	14	79/2	79/2	1.5	0	0	6/8	1	1	vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
15	14	41	41	1.5	3/8	3/8	6/8	1	1	I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	15	85/2	85/2	1.5	0	0	6/8	1	1	ii65	A	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
16	15	44	44	1.0	3/8	3/8	6/8	1	1	V(4)	A	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
16	15	45	45	0.5	5/8	5/8	6/8	1	1	V	A	V		V	V							M	0	0	1, 5, 2		1	1
17	16	91/2	91/2	3.0	0	0	6/8	1	1	I|PAC}	A	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
18	16	48	48	0.0	0	5/8	6/8	1	1	{	A	V									{		0	0				
19	17	97/2	97/2	6.0	0	0	6/8	1	1	I.V	A	I		V	V							M	0	0	1, 5, 2		1	1
21	19	109/2	109/2	4.5	0	0	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	20	59	59	1.5	3/8	3/8	6/8	1	1	IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
23	21	121/2	121/2	3.0	0	0	6/8	1	1	IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
24	22	127/2	127/2	1.5	0	0	6/8	1	1	IV.I	A	IV		I	I							M	0	0	0, 4, 1		0	0
