mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.5	0	3/8	4/4	1	1	c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0	0
1	0	3/2	1.0	3/8	3/4	4/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
2	1	5/2	1.0	0	0	4/4	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
2	1	7/2	1.0	1/4	1/4	4/4	1	1	V43	c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	1	9/2	1.0	1/2	1/2	4/4	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
2	1	11/2	0.5	3/4	3/4	4/4	1	1	V65	c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
2	1	6	0.5	7/8	7/8	4/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
3	2	13/2	1.0	0	0	4/4	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
3	2	15/2	0.5	1/4	1/4	4/4	1	1	III.V65	c	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
3	2	8	0.5	3/8	3/8	4/4	1	1	V7	c	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
3	2	17/2	1.0	1/2	1/2	4/4	1	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
3	2	19/2	1.0	3/4	3/4	4/4	1	1	V43	c	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
4	3	21/2	1.0	0	0	4/4	1	1	I6	c	III		I6	I		6					M	1	0	4, 1, 0		0	4
4	3	23/2	0.5	1/4	1/4	4/4	1	1	V65	c	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
4	3	12	0.5	3/8	3/8	4/4	1	1	V7	c	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
4	3	25/2	0.5	1/2	1/2	4/4	1	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
4	3	13	0.5	5/8	5/8	4/4	1	1	ii6	c	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
4	3	27/2	0.5	3/4	3/4	4/4	1	1	V	c	III		V	V							M	1	0	1, 5, 2		1	1
4	3	14	0.5	7/8	7/8	4/4	1	1	V7	c	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
5	4	29/2	1.0	0	0	4/4	1	1	I|PAC}{	c	III		I	I					PAC	}{	M	1	0	0, 4, 1		0	0
5	4	31/2	0.5	1/4	1/4	4/4	1	1	i.V65	c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
5	4	16	0.5	3/8	3/8	4/4	1	1	V7	c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	4	33/2	0.5	1/2	1/2	4/4	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
5	4	17	0.5	5/8	5/8	4/4	1	1	v.i64	c	v		i64	i		64					m	1	1	1, 0, -3		0	1
5	4	35/2	0.5	3/4	3/4	4/4	1	1	ii%43	c	v		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
5	4	18	0.5	7/8	7/8	4/4	1	1	ii%65	c	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
6	5	37/2	1.0	0	0	4/4	1	1	V	c	v		V	V							M	1	1	1, 5, 2		1	1
6	5	39/2	0.5	1/4	1/4	4/4	1	1	V6/iv	c	v		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
