mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1/8	1/8	4/4	1	1	g.V	g	i		V	V							M	1	1	1, 5, 2		1	1
1	1	3/8	3/8	4/4	1	1	i64	g	i		i64	i		64					m	1	1	1, 0, -3		0	1
1	1	1/2	1/2	4/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
1	1	5/8	5/8	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1	1	3/4	3/4	4/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
1	1	7/8	7/8	4/4	1	1	V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2	2	0	0	4/4	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
2	2	1/4	1/4	4/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	3/8	3/8	4/4	1	1	V43/iv	g	i		V43/iv	V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
2	2	1/2	1/2	4/4	1	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	5/8	5/8	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	3/4	3/4	4/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	2	7/8	7/8	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	0	0	4/4	1	1	V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
3	3	3/8	3/8	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/2	1/2	4/4	1	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	3/4	3/4	4/4	1	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
