mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.0	0	3/8	2/4	1	1	Bb.I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	2	2	0.5	3/8	3/8	2/4	1	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
3	2	5/2	5/2	1.5	0	0	2/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
3	2	4	4	0.5	3/8	3/8	2/4	1	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
4	3	9/2	9/2	1.0	0	0	2/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	11/2	11/2	1.0	1/4	1/4	2/4	1	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
5	4	13/2	13/2	1.0	0	0	2/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
5	4	15/2	15/2	1.0	1/4	1/4	2/4	1	1	IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
6	5	17/2	17/2	2.0	0	0	2/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	6	21/2	21/2	2.0	0	0	2/4	1	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
8	7	25/2	25/2	1.0	0	0	2/4	1	1	V.IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	7	27/2	27/2	1.0	1/4	1/4	2/4	1	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
9	8	29/2	29/2	1.0	0	0	2/4	1	1	V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
9	8	31/2	31/2	1.0	1/4	1/4	2/4	1	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
10	9	33/2	33/2	1.0	0	0	2/4	1	1	vi	Bb	V		vi	vi							m	0	0	3, 0, 4		3	3
10	9	35/2	35/2	0.5	1/4	1/4	2/4	1	1	IV65	Bb	V		IV65	IV		65					Mm7	0	0	3, 0, -3, -1		-1	3
10	9	18	18	0.5	3/8	3/8	2/4	1	1	ii65	Bb	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	10	37/2	37/2	2.0	0	0	2/4	1	1	V|HC.CON}	Bb	V		V	V					HC.CON	}	M	0	0	1, 5, 2		1	1
11	10	20	20	0.0	3/8	3/8	2/4	1	1	{	Bb	V									{		0	0				
12	11	41/2	41/2	1.0	0	0	2/4	1	1	V2	Bb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
12	11	43/2	43/2	1.0	1/4	1/4	2/4	1	1	V6	Bb	V		V6	V		6					M	0	0	5, 2, 1		1	5
13	12	45/2	45/2	1.0	0	0	2/4	1	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
13	12	47/2	47/2	0.5	1/4	1/4	2/4	1	1	IV(9)	Bb	V		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
13	12	24	24	0.5	3/8	3/8	2/4	1	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
14	13	49/2	49/2	0.5	0	0	2/4	1	1	iii(9)	Bb	V		iii(9)	iii			9				m	0	0	4, 1, 5	-1	4	4
14	13	25	25	0.5	1/8	1/8	2/4	1	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
14	13	51/2	51/2	0.5	1/4	1/4	2/4	1	1	ii(9)	Bb	V		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
14	13	26	26	0.5	3/8	3/8	2/4	1	1	V65	Bb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
15	14	53/2	53/2	0.5	0	0	2/4	1	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
15	14	27	27	0.5	1/8	1/8	2/4	1	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	14	55/2	55/2	1.0	1/4	1/4	2/4	1	1	ii65	Bb	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
16	15	57/2	57/2	0.5	0	0	2/4	1	1	V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
16	15	29	29	0.5	1/8	1/8	2/4	1	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
16	15	59/2	59/2	1.0	1/4	1/4	2/4	1	1	V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
17	16	61/2	61/2	1.5	0	0	2/4	1	1	I|PAC}	Bb	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
18	16	32	32	0.5	0	3/8	2/4	1	1	I.V{	Bb	I		V	V						{	M	0	0	1, 5, 2		1	1
19	17	65/2	65/2	2.0	0	0	2/4	1	1	V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
20	18	69/2	69/2	1.0	0	0	2/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	18	71/2	71/2	0.5	1/4	1/4	2/4	1	1	ii65	Bb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
20	18	36	36	0.5	3/8	3/8	2/4	1	1	ii7	Bb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
21	19	73/2	73/2	0.5	0	0	2/4	1	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	19	37	37	0.5	1/8	1/8	2/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
21	19	75/2	75/2	0.5	1/4	1/4	2/4	1	1	ii2	Bb	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
21	19	38	38	0.5	3/8	3/8	2/4	1	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	20	77/2	77/2	2.0	0	0	2/4	1	1	I|IAC}	Bb	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
22	20	40	40	0.0	3/8	3/8	2/4	1	1	{	Bb	I									{		0	0				
23	21	81/2	81/2	2.0	0	0	2/4	1	1	IV.V65	Bb	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
24	22	85/2	85/2	0.5	0	0	2/4	1	1	I	Bb	IV		I	I							M	0	0	0, 4, 1		0	0
24	22	43	43	0.5	1/8	1/8	2/4	1	1	I6	Bb	IV		I6	I		6					M	0	0	4, 1, 0		0	4
24	22	87/2	87/2	0.5	1/4	1/4	2/4	1	1	ii65	Bb	IV		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
24	22	44	44	0.5	3/8	3/8	2/4	1	1	ii7	Bb	IV		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
25	23	89/2	89/2	0.5	0	0	2/4	1	1	V	Bb	IV		V	V							M	0	0	1, 5, 2		1	1
25	23	45	45	0.5	1/8	1/8	2/4	1	1	I	Bb	IV		I	I							M	0	0	0, 4, 1		0	0
25	23	91/2	91/2	0.5	1/4	1/4	2/4	1	1	V	Bb	IV		V	V							M	0	0	1, 5, 2		1	1
25	23	46	46	0.5	3/8	3/8	2/4	1	1	V7	Bb	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	24	93/2	93/2	1.5	0	0	2/4	1	1	I|PAC}	Bb	IV		I	I					PAC	}	M	0	0	0, 4, 1		0	0
