mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	17.0	0	0	4/4	1	1		A.I[I{	A	I	I	I	I						{	M	0	0	0, 4, 1		0	0
5	5	17	17	1.0	1/4	1/4	4/4	1	1		viio6	A	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
5	5	18	18	3.0	1/2	1/2	4/4	1	1		I	A	I	I	I	I							M	0	0	0, 4, 1		0	0
6	6	21	21	1.0	1/4	1/4	4/4	1	1		viio6	A	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	6	22	22	2.0	1/2	1/2	4/4	1	1		I	A	I	I	I	I							M	0	0	0, 4, 1		0	0
7	7	24	24	2.0	0	0	4/4	1	1		I]	A	I	I	I	I							M	0	0	0, 4, 1		0	0
7	7	26	26	1.0	1/2	1/2	4/4	1	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
7	7	27	27	1.0	3/4	3/4	4/4	1	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8		28		0	0	4/4	1	1	1	V|HC.CON}	A	I		V	V					HC.CON	}	M	0	0	1, 5, 2		1	1
8	8		29		1/4	1/4	4/4	1	1	1	I6{	A	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
8	8		30		1/2	1/2	4/4	1	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
9	8	28	32	2.0	0	0	4/4	1	1	2	V|HC.CON}	A	I		V	V					HC.CON	}	M	0	0	1, 5, 2		1	1
9	8	29	33	0.0	1/4	1/4	4/4	1	1	2	{	A	I									{		0	0				
9	8	30	34	2.0	1/2	1/2	4/4	1	1	2	V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	9	32	36	1.0	0	0	4/4	1	1		V[V	A	I	V	V	V							M	0	0	1, 5, 2		1	1
10	9	33	37	1.0	1/4	1/4	4/4	1	1		I	A	I	V	I	I							M	0	0	0, 4, 1		0	0
10	9	34	38	1.0	1/2	1/2	4/4	1	1		V7	A	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	9	35	39	1.0	3/4	3/4	4/4	1	1		I	A	I	V	I	I							M	0	0	0, 4, 1		0	0
11	10	36	40	1.0	0	0	4/4	1	1		V7	A	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	37	41	1.0	1/4	1/4	4/4	1	1		I	A	I	V	I	I							M	0	0	0, 4, 1		0	0
11	10	38	42	1.0	1/2	1/2	4/4	1	1		V7	A	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	39	43	1.0	3/4	3/4	4/4	1	1		I	A	I	V	I	I							M	0	0	0, 4, 1		0	0
12	11	40	44	5.0	0	0	4/4	1	1		V	A	I	V	V	V							M	0	0	1, 5, 2		1	1
13	12	45	49	1.0	1/4	1/4	4/4	1	1		I	A	I	V	I	I							M	0	0	0, 4, 1		0	0
13	12	46	50	1.0	1/2	1/2	4/4	1	1		V	A	I	V	V	V							M	0	0	1, 5, 2		1	1
13	12	47	51	1.0	3/4	3/4	4/4	1	1		I	A	I	V	I	I							M	0	0	0, 4, 1		0	0
14	13	48	52	2.0	0	0	4/4	1	1		V	A	I	V	V	V							M	0	0	1, 5, 2		1	1
14	13	50	54	1.0	1/2	1/2	4/4	1	1		I(4)	A	I	V	I(4)	I			4				M	0	0	0, -1, 1		0	0
14	13	51	55	1.0	3/4	3/4	4/4	1	1		I	A	I	V	I	I							M	0	0	0, 4, 1		0	0
15	14	52	56	2.0	0	0	4/4	1	1		V|HC.SIM}	A	I	V	V	V					HC.SIM	}	M	0	0	1, 5, 2		1	1
15	14	54	58	2.0	1/2	1/2	4/4	1	1		I]	A	I	V	I	I							M	0	0	0, 4, 1		0	0
16	15	56	60	5.0	0	0	4/4	1	1		I[I{	A	I	I	I	I						{	M	0	0	0, 4, 1		0	0
17	16	61	65	1.0	1/4	1/4	4/4	1	1		viio6	A	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
17	16	62	66	1.0	1/2	1/2	4/4	1	1		I	A	I	I	I	I							M	0	0	0, 4, 1		0	0
17	16	63	67	1.0	3/4	3/4	4/4	1	1		viio6	A	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
18	17	64	68	1.0	0	0	4/4	1	1		I	A	I	I	I	I							M	0	0	0, 4, 1		0	0
18	17	65	69	1.0	1/4	1/4	4/4	1	1		V7/IV	A	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
18	17	66	70	3.0	1/2	1/2	4/4	1	1		IV	A	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
19	18	69	73	2.0	1/4	1/4	4/4	1	1		I	A	I	I	I	I							M	0	0	0, 4, 1		0	0
19	18	71	75	1.0	3/4	3/4	4/4	1	1		viio6	A	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
20	19	72	76	1.0	0	0	4/4	1	1		I]	A	I	I	I	I							M	0	0	0, 4, 1		0	0
20	19	73	77	1.0	1/4	1/4	4/4	1	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
20	19	74	78	1.0	1/2	1/2	4/4	1	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
20	19	75	79	1.0	3/4	3/4	4/4	1	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
21	20		80		0	0	4/4	1	1	1	I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
21	20		81	0.0	1/4	1/4	4/4	1	1	1	{	A	I									{		0	0				
22	20	76	84	1.0	0	0	4/4	1	1	2	I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
23	20	77	85	3.5	0	1/8	4/4	1	1		i.i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
24	21	161/2	177/2	3.0	0	0	4/4	1	1		i[i	A	i	i	i	i							m	0	1	0, -3, 1		0	0
24	21	167/2	183/2	1.0	3/4	3/4	4/4	1	1		V	A	i	i	V	V							M	0	1	1, 5, 2		1	1
25	22	169/2	185/2	5.0	0	0	4/4	1	1		i]	A	i	i	i	i							m	0	1	0, -3, 1		0	0
26	23	179/2	195/2	1.0	1/4	1/4	4/4	1	1		IV	A	i		IV	IV							M	0	1	-1, 3, 0		-1	-1
26	23	181/2	197/2	1.0	1/2	1/2	4/4	1	1		#viio6	A	i		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
26	23	183/2	199/2	1.0	3/4	3/4	4/4	1	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
27	24	185/2	201/2	0.5	0	0	4/4	1	1		V|HC.SIM}	A	i		V	V					HC.SIM	}	M	0	1	1, 5, 2		1	1
28	24	93	101	3.5	0	1/8	4/4	1	1		bIII.I{	A	bIII		I	I						{	M	0	0	0, 4, 1		0	0
29	25	193/2	209/2	3.0	0	0	4/4	1	1		I[I	A	bIII	I	I	I							M	0	0	0, 4, 1		0	0
29	25	199/2	215/2	1.0	3/4	3/4	4/4	1	1		V	A	bIII	I	V	V							M	0	0	1, 5, 2		1	1
30	26	201/2	217/2	1.0	0	0	4/4	1	1		I	A	bIII	I	I	I							M	0	0	0, 4, 1		0	0
30	26	203/2	219/2	1.0	1/4	1/4	4/4	1	1		V7	A	bIII	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	26	205/2	221/2	1.0	1/2	1/2	4/4	1	1		I	A	bIII	I	I	I							M	0	0	0, 4, 1		0	0
30	26	207/2	223/2	1.0	3/4	3/4	4/4	1	1		V7	A	bIII	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	27	209/2	225/2	1.0	0	0	4/4	1	1		I	A	bIII	I	I	I							M	0	0	0, 4, 1		0	0
31	27	211/2	227/2	1.0	1/4	1/4	4/4	1	1		V7	A	bIII	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	27	213/2	229/2	1.0	1/2	1/2	4/4	1	1		I	A	bIII	I	I	I							M	0	0	0, 4, 1		0	0
31	27	215/2	231/2	1.0	3/4	3/4	4/4	1	1		V7	A	bIII	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	28	217/2	233/2	1.0	0	0	4/4	1	1		I]	A	bIII	I	I	I							M	0	0	0, 4, 1		0	0
32	28	219/2	235/2	1.0	1/4	1/4	4/4	1	1		ii6	A	bIII		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
32	28	221/2	237/2	2.0	1/2	1/2	4/4	1	1		V	A	bIII		V	V							M	0	0	1, 5, 2		1	1
33	29	225/2	241/2	3.0	0	0	4/4	1	1		I[I|PAC}	A	bIII	I	I	I					PAC	}	M	0	0	0, 4, 1		0	0
33	29	113	121	0.0	1/8	1/8	4/4	1	1		{	A	bIII	I								{		0	0				
33	29	231/2	247/2	1.0	3/4	3/4	4/4	1	1		V7	A	bIII	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	30	233/2	249/2	1.0	0	0	4/4	1	1		I	A	bIII	I	I	I							M	0	0	0, 4, 1		0	0
34	30	235/2	251/2	1.0	1/4	1/4	4/4	1	1		V7	A	bIII	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	30	237/2	253/2	1.0	1/2	1/2	4/4	1	1		I]	A	bIII	I	I	I							M	0	0	0, 4, 1		0	0
34	30	239/2	255/2	1.0	3/4	3/4	4/4	1	1		i.iio6	A	i		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
35	31	241/2	257/2	1.0	0	0	4/4	1	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
35	31	243/2	259/2	1.0	1/4	1/4	4/4	1	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
35	31	245/2	261/2	1.0	1/2	1/2	4/4	1	1		i(4)	A	i		i(4)	i			4				m	0	1	0, -1, 1		0	0
35	31	247/2	263/2	1.0	3/4	3/4	4/4	1	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
36	32	249/2	265/2	4.0	0	0	4/4	1	1		V|HC.SIM}	A	i		V	V					HC.SIM	}	M	0	1	1, 5, 2		1	1
36	32	125	133	0.0	1/8	1/8	4/4	1	1		{	A	i									{		0	1				
37	33	257/2	273/2	2.0	0	0	4/4	1	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
37	33	261/2	277/2	4.75	1/2	1/2	4/4	1	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
38	34	541/4	573/4	0.25	11/16	11/16	4/4	1	1		#viio7	A	i		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
38	34	271/2	287/2	0.75	3/4	3/4	4/4	1	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
38	34	545/4	577/4	0.25	15/16	15/16	4/4	1	1		#viio6	A	i		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
39	35	273/2	289/2	1.0	0	0	4/4	1	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
39	35	275/2	291/2	1.0	1/4	1/4	4/4	1	1		iv7	A	i		iv7	iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
39	35	277/2	293/2	2.0	1/2	1/2	4/4	1	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
40	36		297/2		0	0	4/4	1	1	1	i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
41	36	281/2	149	4.0	0	0	4/4	1	1	2	i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
