mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/8	6/8	1	1	g.i	g	i		i	i							m	1	1	0, -3, 1		0	0
2	1	0	0	6/8	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
2	1	3/8	3/8	6/8	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
3	2	0	0	6/8	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
3	2	3/8	3/8	6/8	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
3	2	1/2	1/2	6/8	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
4	3	0	0	6/8	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
4	3	3/8	3/8	6/8	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
5	4	0	0	6/8	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
5	4	3/8	3/8	6/8	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
6	5	0	0	6/8	1	1	III6	g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
6	5	3/8	3/8	6/8	1	1	III.V43	g	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
6	5	1/2	1/2	6/8	1	1	V65	g	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
7	6	0	0	6/8	1	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
7	6	1/4	1/4	6/8	1	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
7	6	3/8	3/8	6/8	1	1	ii65	g	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
7	6	1/2	1/2	6/8	1	1	V(4)	g	III		V(4)	V			4				M	1	0	1, 0, 2		1	1
7	6	5/8	5/8	6/8	1	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
8	7	0	0	6/8	1	1	I\\	g	III		I	I						\\	M	1	0	0, 4, 1		0	0
8	7	3/8	3/8	6/8	1	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
9	8	0	0	6/8	1	1	iv.i6	g	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	8	3/8	3/8	6/8	1	1	ii%7	g	iv		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
9	8	1/2	1/2	6/8	1	1	V7	g	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	9	0	0	6/8	1	1	i	g	iv		i	i							m	1	1	0, -3, 1		0	0
10	9	3/8	3/8	6/8	1	1	i.i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	9	5/8	5/8	6/8	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
11	10	0	0	6/8	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
11	10	1/8	1/8	6/8	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
11	10	3/8	3/8	6/8	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
12	11	0	0	6/8	1	1	V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
12	11	3/8	3/8	6/8	1	1	viio43	g	i		viio43	vii	o	43					o7	1	1	-8, -11, -2, -5		-2	-8
13	12	0	0	6/8	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	12	3/8	3/8	6/8	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
13	12	1/2	1/2	6/8	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
14	13	0	0	6/8	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
14	13	3/8	3/8	6/8	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
15	14	0	0	6/8	1	1	IV43	g	i		IV43	IV		43					Mm7	1	1	0, -3, -1, 3		-1	0
15	14	1/4	1/4	6/8	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
15	14	3/8	3/8	6/8	1	1	i(9)	g	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
15	14	1/2	1/2	6/8	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
16	15	0	0	6/8	1	1	v.V65	g	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
16	15	1/8	1/8	6/8	1	1	i	g	v		i	i							m	1	1	0, -3, 1		0	0
16	15	3/8	3/8	6/8	1	1	iv6(2)	g	v		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
16	15	1/2	1/2	6/8	1	1	iv6	g	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
17	16	0	0	6/8	1	1	V\\	g	v		V	V						\\	M	1	1	1, 5, 2		1	1
17	16	3/8	3/8	6/8	1	1	viio43	g	v		viio43	vii	o	43					o7	1	1	-8, -11, -2, -5		-2	-8
18	17	0	0	6/8	1	1	i6	g	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
18	17	3/8	3/8	6/8	1	1	V43	g	v		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
18	17	1/2	1/2	6/8	1	1	V65	g	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
19	18	0	0	6/8	1	1	i	g	v		i	i							m	1	1	0, -3, 1		0	0
19	18	1/4	1/4	6/8	1	1	i6	g	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
19	18	3/8	3/8	6/8	1	1	ii%65	g	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
19	18	1/2	1/2	6/8	1	1	V(4)	g	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
19	18	5/8	5/8	6/8	1	1	V	g	v		V	V							M	1	1	1, 5, 2		1	1
20	19	0	0	6/8	1	1	I\\	g	v		I	I						\\	M	1	1	0, 4, 1		0	0
21	19	0	3/8	6/8	1	1	III.I	g	III		I	I							M	1	0	0, 4, 1		0	0
22	20	0	0	6/8	1	1	IV	g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
22	20	1/8	1/8	6/8	1	1	ii	g	III		ii	ii							m	1	0	2, -1, 3		2	2
22	20	3/8	3/8	6/8	1	1	V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
22	20	1/2	1/2	6/8	1	1	V65	g	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
23	21	0	0	6/8	1	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
23	21	1/4	1/4	6/8	1	1	vi6	g	III		vi6	vi		6					m	1	0	0, 4, 3		3	0
23	21	3/8	3/8	6/8	1	1	VII.V	g	VII		V	V							M	1	0	1, 5, 2		1	1
23	21	5/8	5/8	6/8	1	1	iii6	g	VII		iii6	iii		6					m	1	0	1, 5, 4		4	1
24	22	0	0	6/8	1	1	vi	g	VII		vi	vi							m	1	0	3, 0, 4		3	3
24	22	1/4	1/4	6/8	1	1	IV6	g	VII		IV6	IV		6					M	1	0	3, 0, -1		-1	3
24	22	3/8	3/8	6/8	1	1	V65	g	VII		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
25	23	0	0	6/8	1	1	I	g	VII		I	I							M	1	0	0, 4, 1		0	0
25	23	1/4	1/4	6/8	1	1	I6	g	VII		I6	I		6					M	1	0	4, 1, 0		0	4
25	23	1/2	1/2	6/8	1	1	V(4)	g	VII		V(4)	V			4				M	1	0	1, 0, 2		1	1
25	23	5/8	5/8	6/8	1	1	V	g	VII		V	V							M	1	0	1, 5, 2		1	1
26	24	0	0	6/8	1	1	I\\	g	VII		I	I						\\	M	1	0	0, 4, 1		0	0
26	24	3/8	3/8	6/8	1	1	ii.i6	g	ii		i6	i		6					m	1	1	-3, 1, 0		0	-3
26	24	1/2	1/2	6/8	1	1	i	g	ii		i	i							m	1	1	0, -3, 1		0	0
27	25	0	0	6/8	1	1	V43	g	ii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
27	25	1/8	1/8	6/8	1	1	V65/iv	g	ii		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
27	25	3/8	3/8	6/8	1	1	iv	g	ii		iv	iv							m	1	1	-1, -4, 0		-1	-1
28	26	0	0	6/8	1	1	V65	g	ii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
28	26	1/4	1/4	6/8	1	1	i	g	ii		i	i							m	1	1	0, -3, 1		0	0
28	26	1/2	1/2	6/8	1	1	V	g	ii		V	V							M	1	1	1, 5, 2		1	1
29	27	0	0	6/8	1	1	i\\	g	ii		i	i						\\	m	1	1	0, -3, 1		0	0
29	27	3/8	3/8	6/8	1	1	i.i	g	i		i	i							m	1	1	0, -3, 1		0	0
30	28	0	0	6/8	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
30	28	1/8	1/8	6/8	1	1	v	g	i		v	v							m	1	1	1, -2, 2		1	1
30	28	3/8	3/8	6/8	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
30	28	1/2	1/2	6/8	1	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
31	29	0	0	6/8	1	1	III6	g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
31	29	1/8	1/8	6/8	1	1	I	g	i		I	I							M	1	1	0, 4, 1		0	0
31	29	3/8	3/8	6/8	1	1	III.V43	g	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
31	29	1/2	1/2	6/8	1	1	V65	g	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
32	30	0	0	6/8	1	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
32	30	3/8	3/8	6/8	1	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
33	31	0	0	6/8	1	1	ii	g	III		ii	ii							m	1	0	2, -1, 3		2	2
33	31	3/8	3/8	6/8	1	1	vi	g	III		vi	vi							m	1	0	3, 0, 4		3	3
34	32	0	0	6/8	1	1	v.i	g	v		i	i							m	1	1	0, -3, 1		0	0
34	32	3/8	3/8	6/8	1	1	V	g	v		V	V							M	1	1	1, 5, 2		1	1
35	33	0	0	6/8	1	1	V43	g	v		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
35	33	3/8	3/8	6/8	1	1	V65	g	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
35	33	5/8	5/8	6/8	1	1	V7	g	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
36	34	0	0	6/8	1	1	i	g	v		i	i							m	1	1	0, -3, 1		0	0
36	34	1/4	1/4	6/8	1	1	i6	g	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
36	34	3/8	3/8	6/8	1	1	ii%65	g	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
36	34	1/2	1/2	6/8	1	1	V(4)	g	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
36	34	5/8	5/8	6/8	1	1	V	g	v		V	V							M	1	1	1, 5, 2		1	1
37	35	0	0	6/8	1	1	I\\	g	v		I	I						\\	M	1	1	0, 4, 1		0	0
37	35	3/8	3/8	6/8	1	1	i.V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
38	36	0	0	6/8	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
38	36	3/8	3/8	6/8	1	1	IV	g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
38	36	5/8	5/8	6/8	1	1	ii6	g	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
39	37	0	0	6/8	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
39	37	1/4	1/4	6/8	1	1	i64	g	i		i64	i		64					m	1	1	1, 0, -3		0	1
39	37	3/8	3/8	6/8	1	1	vi%7	g	i		vi%7	vi	%	7					%7	1	1	-4, -7, -10, -6		-4	-4
39	37	1/2	1/2	6/8	1	1	IV6	g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
40	38	0	0	6/8	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
40	38	3/8	3/8	6/8	1	1	i(4)	g	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
40	38	1/2	1/2	6/8	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
41	39	0	0	6/8	1	1	V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
42	40	0	0	6/8	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
42	40	3/8	3/8	6/8	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
43	41	0	0	6/8	1	1	III6	g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
43	41	3/8	3/8	6/8	1	1	iio6	g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
44	42	0	0	6/8	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
44	42	1/8	1/8	6/8	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
44	42	1/4	1/4	6/8	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
