mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1/2	1.0	1/8	1/8	4/4	1	1		d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	3/2	0.5	3/8	3/8	4/4	1	1		V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
1	1	2	1.0	1/2	1/2	4/4	1	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
1	1	3	1.0	3/4	3/4	4/4	1	1		V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
2	2	4	1.5	0	0	4/4	1	1		III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
2	2	11/2	0.5	3/8	3/8	4/4	1	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	6	0.5	1/2	1/2	4/4	1	1		IV7(9)	d	i		IV7(9)	IV		7	9				Mm7	1	1	-1, 3, 0, -3	1	-1	-1
2	2	13/2	0.5	5/8	5/8	4/4	1	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2	2	7	0.5	3/4	3/4	4/4	1	1		VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	15/2	0.5	7/8	7/8	4/4	1	1		ii%65	d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	3	8	2.0	0	0	4/4	1	1		V|HC.CON}	d	i		V	V					HC.CON	}	M	1	1	1, 5, 2		1	1
3	3	17/2	0.0	1/8	1/8	4/4	1	1		{	d	i									{		1	1				
3	3	10	1.0	1/2	1/2	4/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	11	1.0	3/4	3/4	4/4	1	1		IV	d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
4	4	12	1.0	0	0	4/4	1	1		VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
4	4	13	0.5	1/4	1/4	4/4	1	1		v.i	d	v		i	i							m	1	1	0, -3, 1		0	0
4	4	27/2	0.5	3/8	3/8	4/4	1	1		iv	d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	14	0.5	1/2	1/2	4/4	1	1		ii%43	d	v		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
4	4	29/2	0.5	5/8	5/8	4/4	1	1		i64	d	v		i64	i		64					m	1	1	1, 0, -3		0	1
4	4	15	0.5	3/4	3/4	4/4	1	1		ii%65	d	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
4	4	31/2	0.5	7/8	7/8	4/4	1	1		ii%43	d	v		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
5	5	16	1.0	0	0	4/4	1	1		V	d	v		V	V							M	1	1	1, 5, 2		1	1
5	5	17	1.0	1/4	1/4	4/4	1	1		V65	d	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
5	5	18	0.5	1/2	1/2	4/4	1	1		i	d	v		i	i							m	1	1	0, -3, 1		0	0
