mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
7	6	20	0.5	5/8	5/8	6/8	1	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	7	41/2	0.5	0	0	6/8	1	1		I	G	V		I	I							M	0	0	0, 4, 1		0	0
8	7	21	0.5	1/8	1/8	6/8	1	1		V65	G	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
8	7	43/2	0.5	1/4	1/4	6/8	1	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	7	22	0.5	3/8	3/8	6/8	1	1		I	G	V		I	I							M	0	0	0, 4, 1		0	0
8	7	45/2	0.5	1/2	1/2	6/8	1	1		V65	G	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
8	7	23	0.5	5/8	5/8	6/8	1	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	47/2	0.5	0	0	6/8	1	1		I	G	V		I	I							M	0	0	0, 4, 1		0	0
9	8	24	0.5	1/8	1/8	6/8	1	1		V65	G	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	8	49/2	0.5	1/4	1/4	6/8	1	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	25	0.5	3/8	3/8	6/8	1	1		I	G	V		I	I							M	0	0	0, 4, 1		0	0
9	8	51/2	0.5	1/2	1/2	6/8	1	1		V65	G	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	8	26	0.5	5/8	5/8	6/8	1	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	9	53/2	0.5	0	0	6/8	1	1		I	G	V		I	I							M	0	0	0, 4, 1		0	0
10	9	27	0.5	1/8	1/8	6/8	1	1		V6	G	V		V6	V		6					M	0	0	5, 2, 1		1	5
10	9	55/2	0.5	1/4	1/4	6/8	1	1		vi	G	V		vi	vi							m	0	0	3, 0, 4		3	3
10	9	28	0.5	3/8	3/8	6/8	1	1		ii65	G	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
10	9	57/2	1.0	1/2	1/2	6/8	1	1		V	G	V		V	V							M	0	0	1, 5, 2		1	1
11	10			0	0	6/8	1	1	1	I\\	G	V		I	I						\\	M	0	0	0, 4, 1		0	0
12	10	59/2	1.5	0	0	6/8	1	1	2	I\\	G	V		I	I						\\	M	0	0	0, 4, 1		0	0
12	10	31	1.5	3/8	3/8	6/8	1	1	2	I.V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	11	65/2	1.5	0	0	6/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
13	11	34	0.5	3/8	3/8	6/8	1	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
13	11	69/2	0.5	1/2	1/2	6/8	1	1		iii6	G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
13	11	35	0.5	5/8	5/8	6/8	1	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
14	12	71/2	1.0	0	0	6/8	1	1		vi.V	G	vi		V	V							M	0	1	1, 5, 2		1	1
14	12	73/2	0.5	1/4	1/4	6/8	1	1		III6	G	vi		III6	III		6					M	0	1	1, -2, -3		-3	1
14	12	37	0.5	3/8	3/8	6/8	1	1		IV6	G	vi		IV6	IV		6					M	0	1	3, 0, -1		-1	3
14	12	75/2	0.5	1/2	1/2	6/8	1	1		V65	G	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
14	12	38	0.5	5/8	5/8	6/8	1	1		V	G	vi		V	V							M	0	1	1, 5, 2		1	1
15	13	77/2	0.5	0	0	6/8	1	1		i	G	vi		i	i							m	0	1	0, -3, 1		0	0
15	13	39	0.5	1/8	1/8	6/8	1	1		V65	G	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
15	13	79/2	0.5	1/4	1/4	6/8	1	1		V7	G	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
15	13	40	0.5	3/8	3/8	6/8	1	1		i	G	vi		i	i							m	0	1	0, -3, 1		0	0
15	13	81/2	0.5	1/2	1/2	6/8	1	1		V65	G	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
15	13	41	0.5	5/8	5/8	6/8	1	1		V7	G	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
16	14	83/2	1.0	0	0	6/8	1	1		i	G	vi		i	i							m	0	1	0, -3, 1		0	0
16	14	85/2	0.5	1/4	1/4	6/8	1	1		VI	G	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
16	14	43	0.5	3/8	3/8	6/8	1	1		ii65	G	vi		ii65	ii		65					mm7	0	1	-1, 3, 0, 2		2	-1
16	14	87/2	1.0	1/2	1/2	6/8	1	1		V	G	vi		V	V							M	0	1	1, 5, 2		1	1
17	15	89/2	1.5	0	0	6/8	1	1		i\\	G	vi		i	i						\\	m	0	1	0, -3, 1		0	0
17	15	46	1.0	3/8	3/8	6/8	1	1		V.V65	G	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
17	15	47	0.5	5/8	5/8	6/8	1	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	16	95/2	1.5	0	0	6/8	1	1		I	G	V		I	I							M	0	0	0, 4, 1		0	0
18	16	49	1.0	3/8	3/8	6/8	1	1		IV.V65	G	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
18	16	50	0.5	5/8	5/8	6/8	1	1		V7	G	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	17	101/2	1.5	0	0	6/8	1	1		I	G	IV		I	I							M	0	0	0, 4, 1		0	0
19	17	52	1.0	3/8	3/8	6/8	1	1		ii.VIM65	G	ii		VIM65	VI	M	65					MM7	0	1	0, -3, 1, -4		-4	0
19	17	53	0.5	5/8	5/8	6/8	1	1		VI7	G	ii		VI7	VI		7					Mm7	0	1	-4, 0, -3, -6		-4	-4
20	18	107/2	1.5	0	0	6/8	1	1		ii	G	ii		ii	ii							m	0	1	2, -1, 3		2	2
20	18	55	1.0	3/8	3/8	6/8	1	1		V65	G	ii		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
20	18	56	0.5	5/8	5/8	6/8	1	1		V7	G	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
21	19	113/2	1.0	0	0	6/8	1	1		i	G	ii		i	i							m	0	1	0, -3, 1		0	0
21	19	115/2	0.5	1/4	1/4	6/8	1	1		I.V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	19	58	1.0	3/8	3/8	6/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
21	19	59	0.5	5/8	5/8	6/8	1	1		V43/V	G	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
22	20	119/2	1.0	0	0	6/8	1	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
22	20	121/2	0.5	1/4	1/4	6/8	1	1		V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	20	61	1.5	3/8	3/8	6/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
23	21	125/2	1.0	0	0	6/8	1	1		V\\	G	I		V	V						\\	M	0	0	1, 5, 2		1	1
23	21	127/2	0.5	1/4	1/4	6/8	1	1		IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
23	21	64	1.0	3/8	3/8	6/8	1	1		V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
23	21	65	0.5	5/8	5/8	6/8	1	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	22	131/2	1.0	0	0	6/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
24	22	133/2	0.5	1/4	1/4	6/8	1	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
24	22	67	1.0	3/8	3/8	6/8	1	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
24	22	68	0.5	5/8	5/8	6/8	1	1		V7/IV	G	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
25	23	137/2	0.5	0	0	6/8	1	1		IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
25	23	69	1.0	1/8	1/8	6/8	1	1		V/V	G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
25	23	70	1.0	3/8	3/8	6/8	1	1		V65/V	G	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
25	23	71	0.5	5/8	5/8	6/8	1	1		V7/V	G	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
26	24	143/2	1.5	0	0	6/8	1	1		V\\	G	I		V	V						\\	M	0	0	1, 5, 2		1	1
26	24	73	1.0	3/8	3/8	6/8	1	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
26	24	74	0.5	5/8	5/8	6/8	1	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
27	25	149/2	1.0	0	0	6/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
27	25	151/2	0.5	1/4	1/4	6/8	1	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
27	25	76	0.5	3/8	3/8	6/8	1	1		ii65	G	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
27	25	153/2	1.0	1/2	1/2	6/8	1	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
28	26	155/2	1.0	0	0	6/8	1	1		I\\	G	I		I	I						\\	M	0	0	0, 4, 1		0	0
28	26	157/2	0.5	1/4	1/4	6/8	1	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	26	79	0.5	3/8	3/8	6/8	1	1		iii	G	I		iii	iii							m	0	0	4, 1, 5		4	4
28	26	159/2	0.5	1/2	1/2	6/8	1	1		V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
28	26	80	0.5	5/8	5/8	6/8	1	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	27	161/2	0.5	0	0	6/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
29	27	81	0.5	1/8	1/8	6/8	1	1		V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
29	27	163/2	0.5	1/4	1/4	6/8	1	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	27	82	0.5	3/8	3/8	6/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
29	27	165/2	0.5	1/2	1/2	6/8	1	1		V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
29	27	83	0.5	5/8	5/8	6/8	1	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	28	167/2	0.5	0	0	6/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
30	28	84	0.5	1/8	1/8	6/8	1	1		V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	28	169/2	0.5	1/4	1/4	6/8	1	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	28	85	0.5	3/8	3/8	6/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
30	28	171/2	0.5	1/2	1/2	6/8	1	1		V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	28	86	0.5	5/8	5/8	6/8	1	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	29	173/2	1.0	0	0	6/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
31	29	175/2	0.5	1/4	1/4	6/8	1	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
31	29	88	0.5	3/8	3/8	6/8	1	1		ii65	G	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
31	29	177/2	1.0	1/2	1/2	6/8	1	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
32	30			0	0	6/8	1	1	1	I\\	G	I		I	I						\\	M	0	0	0, 4, 1		0	0
32	30			3/8	3/8	6/8	1	1	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
32	30			5/8	5/8	6/8	1	1	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	30	179/2	0.5	0	0	6/8	1	1	2	I\\	G	I		I	I						\\	M	0	0	0, 4, 1		0	0
