mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	5.0	0	0	3/4	1	1		g.i	g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	5	1.0	1/2	1/2	3/4	1	1		ii%43	g	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
3	3	6	1.0	0	0	3/4	1	1		i64	g	i		i64	i		64					m	1	1	1, 0, -3		0	1
3	3	7	1.0	1/4	1/4	3/4	1	1		ii%43	g	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
3	3	8	1.0	1/2	1/2	3/4	1	1		i64	g	i		i64	i		64					m	1	1	1, 0, -3		0	1
4	4	9	1.0	0	0	3/4	1	1		#viio64	g	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
4	4	10	1.0	1/4	1/4	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	11	1.0	1/2	1/2	3/4	1	1		#viio43	g	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
5	5	12	1.0	0	0	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	13	1.0	1/4	1/4	3/4	1	1		V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
5	5	14	1.0	1/2	1/2	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
6	6	15	1.0	0	0	3/4	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
6	6	16	1.0	1/4	1/4	3/4	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
6	6	17	1.0	1/2	1/2	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
7	7	18	1.0	0	0	3/4	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	7	19	2.0	1/4	1/4	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	8			0	0	3/4	1	1	1	V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
9	8	21	3.0	0	0	3/4	1	1	2	V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
10	9	24	3.0	0	0	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	10	27	3.0	0	0	3/4	1	1		VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
12	11	30	3.0	0	0	3/4	1	1		III.V65/V	g	III		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
13	12	33	3.0	0	0	3/4	1	1		V	g	III		V	V							M	1	0	1, 5, 2		1	1
14	13	36	3.0	0	0	3/4	1	1		ii	g	III		ii	ii							m	1	0	2, -1, 3		2	2
15	14	39	2.0	0	0	3/4	1	1		vi	g	III		vi	vi							m	1	0	3, 0, 4		3	3
15	14	41	1.0	1/2	1/2	3/4	1	1		V65	g	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
16	15	42	1.0	0	0	3/4	1	1		I	g	III		I	I							M	1	0	0, 4, 1		0	0
16	15	43	1.0	1/4	1/4	3/4	1	1		V	g	III		V	V							M	1	0	1, 5, 2		1	1
16	15	44	1.0	1/2	1/2	3/4	1	1		V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
17	16	45	3.0	0	0	3/4	1	1		I\\	g	III		I	I						\\	M	1	0	0, 4, 1		0	0
18	17	48	1.0	0	0	3/4	1	1		i.V/iv	g	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
18	17	49	1.0	1/4	1/4	3/4	1	1		iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
18	17	50	1.0	1/2	1/2	3/4	1	1		V43/iv	g	i		V43/iv	V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
19	18	51	3.0	0	0	3/4	1	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
20	19	54	1.0	0	0	3/4	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
20	19	55	1.0	1/4	1/4	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
20	19	56	1.0	1/2	1/2	3/4	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
21	20	57	2.0	0	0	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
21	20	59	1.0	1/2	1/2	3/4	1	1		V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
22	21	60	3.0	0	0	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
23	22	63	3.0	0	0	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
24	23	66	0.5	0	0	3/4	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
24	23	133/2	0.5	1/8	1/8	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
24	23	67	1.0	1/4	1/4	3/4	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
24	23	68	1.0	1/2	1/2	3/4	1	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
25	24			0	0	3/4	1	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
26	24	69	3.0	0	0	3/4	1	1	2	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
