mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3.0	0	3/8	6/8	1	1	e.i	e	i		i	i							m	1	1	0, -3, 1		0	0
2	1	3	1.5	3/8	3/8	6/8	1	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	9/2	3.0	0	0	6/8	1	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
4	3	15/2	1.5	0	0	6/8	1	1	v6	e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	3	9	1.0	3/8	3/8	6/8	1	1	VIM7	e	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
4	3	10	0.5	5/8	5/8	6/8	1	1	ii%43	e	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
5	4	21/2	3.0	0	0	6/8	1	1	V\\	e	i		V	V						\\	M	1	1	1, 5, 2		1	1
7	5	27/2	0.5	0	0	6/8	1	1	III.I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
7	5	14	0.5	1/8	1/8	6/8	1	1	IV	e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
7	5	29/2	1.0	1/4	1/4	6/8	1	1	I	e	III		I	I							M	1	0	0, 4, 1		0	0
7	5	31/2	1.0	1/2	1/2	6/8	1	1	I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
8	6	33/2	1.5	0	0	6/8	1	1	V\\	e	III		V	V						\\	M	1	0	1, 5, 2		1	1
8	6	18	1.0	3/8	3/8	6/8	1	1	I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
8	6	19	0.5	5/8	5/8	6/8	1	1	IV	e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
9	7	39/2	1.0	0	0	6/8	1	1	I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
9	7	41/2	0.5	1/4	1/4	6/8	1	1	IV	e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
9	7	21	0.5	3/8	3/8	6/8	1	1	I	e	III		I	I							M	1	0	0, 4, 1		0	0
9	7	43/2	0.5	1/2	1/2	6/8	1	1	V(4)	e	III		V(4)	V			4				M	1	0	1, 0, 2		1	1
9	7	22	0.5	5/8	5/8	6/8	1	1	V	e	III		V	V							M	1	0	1, 5, 2		1	1
10	8	45/2	1.5	0	0	6/8	1	1	I\\	e	III		I	I						\\	M	1	0	0, 4, 1		0	0
10	8	24	1.0	3/8	3/8	6/8	1	1	v.V/VII	e	v		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
