mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.0	0	1/4	6/8	1	1	E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	2	1.5	0	0	6/8	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
2	1	7/2	1.5	3/8	3/8	6/8	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
3	2	5	1.5	0	0	6/8	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
3	2	13/2	2.5	3/8	3/8	6/8	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	9	0.5	1/4	1/4	6/8	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
4	3	19/2	1.0	3/8	3/8	6/8	1	1	V(4)	E	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
4	3	21/2	0.5	5/8	5/8	6/8	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
5	4	11	3.0	0	0	6/8	1	1	I|IAC}	E	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
5	4	12	0.0	1/4	1/4	6/8	1	1	{	E	I									{		0	0				
6	5	14	1.5	0	0	6/8	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
6	5	31/2	1.5	3/8	3/8	6/8	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
7	6	17	1.5	0	0	6/8	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
7	6	37/2	2.5	3/8	3/8	6/8	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	21	0.5	1/4	1/4	6/8	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
8	7	43/2	1.5	3/8	3/8	6/8	1	1	V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
9	8	23	3.0	0	0	6/8	1	1	I|PAC}	E	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
10	8	24	0.0	0	1/4	6/8	1	1	{	E	I									{		0	0				
11	8	26	1.5	0	0	6/8	1	1	IVM7	E	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
11	8	55/2	1.5	3/8	3/8	6/8	1	1	ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	9	29	1.5	0	0	6/8	1	1	I6(7)	E	I		I6(7)	I		6	7				M	0	0	4, 1, 5		0	4
12	9	61/2	1.5	3/8	3/8	6/8	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	10	32	1.5	0	0	6/8	1	1	V(4)	E	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
13	10	67/2	1.5	3/8	3/8	6/8	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
14	11	35	3.0	0	0	6/8	1	1	I|IAC}	E	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
14	11	36	0.0	1/4	1/4	6/8	1	1	{	E	I									{		0	0				
15	12	38	1.5	0	0	6/8	1	1	IVM7	E	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
15	12	79/2	1.5	3/8	3/8	6/8	1	1	ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
