mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0.25	0	3/16	3/8	1	1		.e.i	e	i		i	i							m	1	1	0, -3, 1		0	0
1	0	1/4	0.5	1/16	1/4	3/8	1	1		V43	e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	1	3/4	0.5	0	0	3/8	1	1		i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	1	5/4	0.5	1/8	1/8	3/8	1	1		V43	e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	1	7/4	0.5	1/4	1/4	3/8	1	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
3	2	9/4	1.0	0	0	3/8	1	1		V65	e	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
3	2	13/4	0.5	1/4	1/4	3/8	1	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	15/4	0.5	0	0	3/8	1	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
4	3	17/4	1.0	1/8	1/8	3/8	1	1		V43	e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
5	4	21/4	1.0	0	0	3/8	1	1		i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	4	25/4	0.5	1/4	1/4	3/8	1	1		V43	e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
6	5	27/4	0.5	0	0	3/8	1	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
6	5	29/4	0.5	1/8	1/8	3/8	1	1		V65	e	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
6	5	31/4	0.5	1/4	1/4	3/8	1	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	6	33/4	0.5	0	0	3/8	1	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
7	6	35/4	0.5	1/8	1/8	3/8	1	1		V65	e	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	6	37/4	0.5	1/4	1/4	3/8	1	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	7	39/4	1.0	0	0	3/8	1	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
8	7	43/4	0.5	1/4	1/4	3/8	1	1		ii%43	e	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
9	8	45/4	2.0	0	0	3/8	1	1		V\\	e	i		V	V						\\	M	1	1	1, 5, 2		1	1
10	9	53/4	0.5	1/8	1/8	3/8	1	1		III.V6	e	III		V6	V		6					M	1	0	5, 2, 1		1	5
10	9	55/4	0.5	1/4	1/4	3/8	1	1		V65/ii	e	III		V65/ii	V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
11	10	57/4	0.5	0	0	3/8	1	1		ii	e	III		ii	ii							m	1	0	2, -1, 3		2	2
11	10	59/4	0.5	1/8	1/8	3/8	1	1		IV6	e	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
11	10	61/4	0.5	1/4	1/4	3/8	1	1		V65	e	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
12	11	63/4	0.5	0	0	3/8	1	1		I	e	III		I	I							M	1	0	0, 4, 1		0	0
12	11	65/4	0.5	1/8	1/8	3/8	1	1		I2	e	III		I2	I		2					Mm7	1	0	-2, 0, 4, 1		0	-2
12	11	67/4	0.5	1/4	1/4	3/8	1	1		V43/V	e	III		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
13	12	69/4	1.0	0	0	3/8	1	1		V	e	III		V	V							M	1	0	1, 5, 2		1	1
13	12	73/4	0.5	1/4	1/4	3/8	1	1		I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
14	13	75/4	0.5	0	0	3/8	1	1		vi	e	III		vi	vi							m	1	0	3, 0, 4		3	3
14	13	77/4	0.5	1/8	1/8	3/8	1	1		IV	e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
14	13	79/4	0.5	1/4	1/4	3/8	1	1		ii	e	III		ii	ii							m	1	0	2, -1, 3		2	2
15	14	81/4	1.0	0	0	3/8	1	1		V	e	III		V	V							M	1	0	1, 5, 2		1	1
15	14	85/4	0.5	1/4	1/4	3/8	1	1		I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
16	15	87/4	0.5	0	0	3/8	1	1		ii65	e	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
16	15	89/4	0.5	1/8	1/8	3/8	1	1		V	e	III		V	V							M	1	0	1, 5, 2		1	1
16	15	91/4	0.5	1/4	1/4	3/8	1	1		V7	e	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
17	16			0	0	3/8	1	1	1	I\\	e	III		I	I						\\	M	1	0	0, 4, 1		0	0
18	16	93/4	1.0	0	0	3/8	1	1	2	I\\	e	III		I	I						\\	M	1	0	0, 4, 1		0	0
18	16	97/4	0.5	1/4	1/4	3/8	1	1	2	iv.ii%43	e	iv		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
19	17	99/4	1.5	0	0	3/8	1	1		V	e	iv		V	V							M	1	1	1, 5, 2		1	1
20	18	105/4	0.5	0	0	3/8	1	1		i6	e	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
20	18	107/4	0.5	1/8	1/8	3/8	1	1		i	e	iv		i	i							m	1	1	0, -3, 1		0	0
20	18	109/4	0.5	1/4	1/4	3/8	1	1		ii%43	e	iv		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
