mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
13	12	33	3.0	0	0	3/4	1	1		I|IAC}	e	III		I	I					IAC	}	M	1	0	0, 4, 1		0	0
14	13	36	3.0	0	0	3/4	1	1		I6{	e	III		I6	I		6				{	M	1	0	4, 1, 0		0	4
15	14	39	1.0	0	0	3/4	1	1		IV	e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
15	14	40	2.0	1/4	1/4	3/4	1	1		ii6	e	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
16	15	42	1.0	0	0	3/4	1	1		V	e	III		V	V							M	1	0	1, 5, 2		1	1
16	15	43	2.0	1/4	1/4	3/4	1	1		I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
17	16	45	1.0	0	0	3/4	1	1		V	e	III		V	V							M	1	0	1, 5, 2		1	1
17	16	46	1.0	1/4	1/4	3/4	1	1		V7	e	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
17	16	47	1.0	1/2	1/2	3/4	1	1		I|PAC}	e	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
18	17	48	3.0	0	0	3/4	1	1		i.V65/iv{	e	i		V65/iv	V		65		iv		{	Mm7	1	1	4, 1, -2, 0		0	4
19	18	51	3.0	0	0	3/4	1	1		IV	e	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
20	19	54	3.0	0	0	3/4	1	1		V65/V	e	i		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
21	20	57	1.5	0	0	3/4	1	1		V	e	i		V	V							M	1	1	1, 5, 2		1	1
21	20	117/2	0.5	3/8	3/8	3/4	1	1		ii%43	e	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
21	20	59	0.5	1/2	1/2	3/4	1	1		i64	e	i		i64	i		64					m	1	1	1, 0, -3		0	1
21	20	119/2	0.5	5/8	5/8	3/4	1	1		V2	e	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
22	21	60	1.0	0	0	3/4	1	1		i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	21	61	1.0	1/4	1/4	3/4	1	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
22	21	62	1.0	1/2	1/2	3/4	1	1		i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	22	63	1.0	0	0	3/4	1	1		iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
23	22	64	1.0	1/4	1/4	3/4	1	1		ii	e	i		ii	ii							m	1	1	2, -1, 3		2	2
23	22	65	1.0	1/2	1/2	3/4	1	1		ii6	e	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
24	23	66	0.75	0	0	3/4	1	1		V	e	i		V	V							M	1	1	1, 5, 2		1	1
24	23	267/4	0.25	3/16	3/16	3/4	1	1		i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	23	67	1.5	1/4	1/4	3/4	1	1		ii%43	e	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
24	23	137/2	0.5	5/8	5/8	3/4	1	1		ii%65	e	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
25	24	69	1.0	0	0	3/4	1	1		V	e	i		V	V							M	1	1	1, 5, 2		1	1
25	24	70	1.0	1/4	1/4	3/4	1	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
25	24	71	1.0	1/2	1/2	3/4	1	1		i|PAC}	e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
