mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/4	1	1		e.i{	e	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	3	3.0	0	0	3/4	1	1		V43	e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
3	3	6	2.0	0	0	3/4	1	1		i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	8	1.0	1/2	1/2	3/4	1	1		ii%65	e	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
4	4	9	3.0	0	0	3/4	1	1		V|HC.CON}	e	i		V	V					HC.CON	}	M	1	1	1, 5, 2		1	1
5	5	12	1.0	0	0	3/4	1	1		V6/iv{	e	i		V6/iv	V		6		iv		{	M	1	1	4, 1, 0		0	4
5	5	13	1.0	1/4	1/4	3/4	1	1		V65/iv	e	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
5	5	14	1.0	1/2	1/2	3/4	1	1		V7/iv	e	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
6	6	15	1.0	0	0	3/4	1	1		iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	16	1.0	1/4	1/4	3/4	1	1		IV	e	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
6	6	17	1.0	1/2	1/2	3/4	1	1		IV2	e	i		IV2	IV		2					Mm7	1	1	-3, -1, 3, 0		-1	-3
7	7	18	1.0	0	0	3/4	1	1		V43	e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
7	7	19	2.0	1/4	1/4	3/4	1	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
8	8			0	0	3/4	1	1	1	V|HC.SIM}	e	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
9	8	21	3.0	0	0	3/4	1	1	2	V|HC.SIM	e	i		V	V					HC.SIM		M	1	1	1, 5, 2		1	1
10	9	24	3.0	0	0	3/4	1	1		III.I{	e	III		I	I						{	M	1	0	0, 4, 1		0	0
11	10	27	1.0	0	0	3/4	1	1		V(4)	e	III		V(4)	V			4				M	1	0	1, 0, 2		1	1
11	10	28	2.0	1/4	1/4	3/4	1	1		V	e	III		V	V							M	1	0	1, 5, 2		1	1
12	11	30	1.0	0	0	3/4	1	1		vi	e	III		vi	vi							m	1	0	3, 0, 4		3	3
12	11	31	1.5	1/4	1/4	3/4	1	1		V65	e	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
12	11	65/2	0.5	5/8	5/8	3/4	1	1		V7	e	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
