mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	4/4	1	1	b.i{	b	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	2	2	1.0	1/2	1/2	4/4	1	1	v6	b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
1	1	3	3	1.0	3/4	3/4	4/4	1	1	IIIM43	b	i		IIIM43	III	M	43					MM7	1	1	-2, 2, -3, 1		-3	-2
2	2	4	4	1.0	0	0	4/4	1	1	VIM7	b	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
2	2	5	5	1.0	1/4	1/4	4/4	1	1	ii%43	b	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
2	2	6	6	1.0	1/2	1/2	4/4	1	1	V7	b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2	2	7	7	1.0	3/4	3/4	4/4	1	1	V65	b	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
3	3	8	8	2.0	0	0	4/4	1	1	i|IAC}{	b	i		i	i					IAC	}{	m	1	1	0, -3, 1		0	0
3	3	10	10	1.0	1/2	1/2	4/4	1	1	v6	b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
3	3	11	11	1.0	3/4	3/4	4/4	1	1	IIIM43	b	i		IIIM43	III	M	43					MM7	1	1	-2, 2, -3, 1		-3	-2
4	4	12	12	1.0	0	0	4/4	1	1	VIM7	b	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
4	4	13	13	1.0	1/4	1/4	4/4	1	1	ii%43	b	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
4	4	14	14	1.0	1/2	1/2	4/4	1	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
4	4	15	15	1.0	3/4	3/4	4/4	1	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
5	5	16	16	1.0	0	0	4/4	1	1	V(4)	b	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
5	5	17	17	1.0	1/4	1/4	4/4	1	1	v	b	i		v	v							m	1	1	1, -2, 2		1	1
5	5	18	18	1.0	1/2	1/2	4/4	1	1	V65/iv	b	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
5	5	19	19	1.0	3/4	3/4	4/4	1	1	iv(9)	b	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
6	6	20	20	1.0	0	0	4/4	1	1	V65/III	b	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
6	6	21	21	1.0	1/4	1/4	4/4	1	1	III(9)	b	i		III(9)	III			9				M	1	1	-3, 1, -2	-1	-3	-3
6	6	22	22	0.5	1/2	1/2	4/4	1	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
6	6	45/2	45/2	0.5	5/8	5/8	4/4	1	1	III.I6	b	III		I6	I		6					M	1	0	4, 1, 0		0	4
6	6	23	23	0.5	3/4	3/4	4/4	1	1	ii65	b	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
6	6	47/2	47/2	0.5	7/8	7/8	4/4	1	1	I	b	III		I	I							M	1	0	0, 4, 1		0	0
7	7	24	24	1.0	0	0	4/4	1	1	V|HC.CON}	b	III		V	V					HC.CON	}	M	1	0	1, 5, 2		1	1
7	7	49/2	49/2	0.0	1/8	1/8	4/4	1	1	{	b	III									{		1	0				
7	7	25	25	1.0	1/4	1/4	4/4	1	1	i.V65	b	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
