mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	4/4	1	1	Bb.I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	1.0	1/2	1/2	4/4	1	1	ii2	Bb	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
1	1	3	1.0	3/4	3/4	4/4	1	1	ii65/IV	Bb	I		ii65/IV	ii		65		IV			mm7	0	0	-2, 2, -1, 1		1	-2
2	2	4	1.0	0	0	4/4	1	1	V2/IV	Bb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
2	2	5	0.5	1/4	1/4	4/4	1	1	IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	2	11/2	0.5	3/8	3/8	4/4	1	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
2	2	6	1.0	1/2	1/2	4/4	1	1	I(4)	Bb	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
2	2	7	1.0	3/4	3/4	4/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
3	3	8	1.0	0	0	4/4	1	1	V|HC.SIM}	Bb	I		V	V					HC.SIM	}	M	0	0	1, 5, 2		1	1
3	3	9	1.0	1/4	1/4	4/4	1	1	I64{	Bb	I		I64	I		64				{	M	0	0	1, 0, 4		0	1
3	3	10	1.0	1/2	1/2	4/4	1	1	vi7	Bb	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
3	3	11	1.0	3/4	3/4	4/4	1	1	IVM65	Bb	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
4	4	12	1.0	0	0	4/4	1	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	4	13	1.0	1/4	1/4	4/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
4	4	14	1.0	1/2	1/2	4/4	1	1	ii2	Bb	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
4	4	15	1.0	3/4	3/4	4/4	1	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	5	16	2.0	0	0	4/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
5	5	18	1.0	1/2	1/2	4/4	1	1	ii7(9)	Bb	I		ii7(9)	ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
5	5	19	1.0	3/4	3/4	4/4	1	1	V43	Bb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	6	20	1.0	0	0	4/4	1	1	I6(42)	Bb	I		I6(42)	I		6	42				M	0	0	-1, 1, 2		0	-1
6	6	21	1.0	1/4	1/4	4/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	22	1.0	1/2	1/2	4/4	1	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	23	0.75	3/4	3/4	4/4	1	1	V43	Bb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	6	95/4	0.25	15/16	15/16	4/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
7	7	24	1.0	0	0	4/4	1	1	V|HC.SIM}	Bb	I		V	V					HC.SIM	}	M	0	0	1, 5, 2		1	1
7	7	25	1.0	1/4	1/4	4/4	1	1	V6{	Bb	I		V6	V		6				{	M	0	0	5, 2, 1		1	5
7	7	26	1.0	1/2	1/2	4/4	1	1	V.IVM7(9)	Bb	V		IVM7(9)	IV	M	7	9				MM7	0	0	-1, 3, 0, 4	1	-1	-1
7	7	27	0.5	3/4	3/4	4/4	1	1	IV6	Bb	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
7	7	55/2	0.5	7/8	7/8	4/4	1	1	V65	Bb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
8	8	28	1.0	0	0	4/4	1	1	I(4)	Bb	V		I(4)	I			4				M	0	0	0, -1, 1		0	0
8	8	29	0.5	1/4	1/4	4/4	1	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
8	8	59/2	0.5	3/8	3/8	4/4	1	1	I.ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8	30	0.5	1/2	1/2	4/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	8	61/2	0.5	5/8	5/8	4/4	1	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
8	8	31	0.5	3/4	3/4	4/4	1	1	vi6	Bb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
8	8	63/2	0.5	7/8	7/8	4/4	1	1	V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
9	9	32	0.5	0	0	4/4	1	1	V.V43	Bb	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
9	9	65/2	0.5	1/8	1/8	4/4	1	1	V2	Bb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
9	9	33	0.75	1/4	1/4	4/4	1	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	135/4	0.25	7/16	7/16	4/4	1	1	ii65	Bb	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
9	9	34	1.0	1/2	1/2	4/4	1	1	V64	Bb	V		V64	V		64					M	0	0	2, 1, 5		1	2
9	9	35	1.0	3/4	3/4	4/4	1	1	V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
10	10	36	2.0	0	0	4/4	1	1	I|PAC}	Bb	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
10	10	37	0.0	1/4	1/4	4/4	1	1	{	Bb	V									{		0	0				
10	10	38	1.0	1/2	1/2	4/4	1	1	ii2	Bb	V		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
10	10	39	1.0	3/4	3/4	4/4	1	1	I.IV65	Bb	I		IV65	IV		65					Mm7	0	0	3, 0, -3, -1		-1	3
11	11	40	1.0	0	0	4/4	1	1	V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
11	11	41	1.0	1/4	1/4	4/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	42	1.0	1/2	1/2	4/4	1	1	ii65	Bb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	11	43	0.75	3/4	3/4	4/4	1	1	V(4)	Bb	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
11	11	175/4	0.25	15/16	15/16	4/4	1	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
12	12	44	2.0	0	0	4/4	1	1	I|IAC}	Bb	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
12	12	45	0.0	1/4	1/4	4/4	1	1	{	Bb	I									{		0	0				
12	12	46	1.0	1/2	1/2	4/4	1	1	V(4)	Bb	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
12	12	47	0.5	3/4	3/4	4/4	1	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	95/2	0.5	7/8	7/8	4/4	1	1	viio7/vi	Bb	I		viio7/vi	vii	o	7		vi			o7	0	0	1, -2, -5, -8		1	1
13	13	48	1.0	0	0	4/4	1	1	vi(94)	Bb	I		vi(94)	vi			94				m	0	0	3, 2, 4	5	3	3
13	13	49	1.0	1/4	1/4	4/4	1	1	vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
13	13	50	1.0	1/2	1/2	4/4	1	1	vi.VI7	Bb	vi		VI7	VI		7					Mm7	0	1	-4, 0, -3, -6		-4	-4
13	13	51	0.75	3/4	3/4	4/4	1	1	ii%43	Bb	vi		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
13	13	207/4	0.25	15/16	15/16	4/4	1	1	ii%65	Bb	vi		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
14	14	52	1.0	0	0	4/4	1	1	V|HC.PHR}	Bb	vi		V	V					HC.PHR	}	M	0	1	1, 5, 2		1	1
14	14	53	1.0	1/4	1/4	4/4	1	1	i64{	Bb	vi		i64	i		64				{	m	0	1	1, 0, -3		0	1
14	14	54	1.0	1/2	1/2	4/4	1	1	#vi%7	Bb	vi		#vi%7	#vi	%	7					%7	0	1	3, 0, -3, 1		3	3
14	14	55	1.0	3/4	3/4	4/4	1	1	IV6	Bb	vi		IV6	IV		6					M	0	1	3, 0, -1		-1	3
15	15	56	0.75	0	0	4/4	1	1	V65	Bb	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
15	15	227/4	0.25	3/16	3/16	4/4	1	1	V7	Bb	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
15	15	57	0.75	1/4	1/4	4/4	1	1	i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
15	15	231/4	0.25	7/16	7/16	4/4	1	1	ii%65	Bb	vi		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
15	15	58	1.0	1/2	1/2	4/4	1	1	V(64)	Bb	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
15	15	59	1.0	3/4	3/4	4/4	1	1	V	Bb	vi		V	V							M	0	1	1, 5, 2		1	1
16	16	60	2.0	0	0	4/4	1	1	i|PAC}	Bb	vi		i	i					PAC	}	m	0	1	0, -3, 1		0	0
16	16	61	0.0	1/4	1/4	4/4	1	1	{	Bb	vi									{		0	1				
16	16	62	1.0	1/2	1/2	4/4	1	1	v(4)	Bb	vi		v(4)	v			4				m	0	1	1, 0, 2		1	1
16	16	63	1.0	3/4	3/4	4/4	1	1	v	Bb	vi		v	v							m	0	1	1, -2, 2		1	1
17	17	64	1.0	0	0	4/4	1	1	I.IV(9)	Bb	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
17	17	65	0.5	1/4	1/4	4/4	1	1	IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	17	131/2	0.5	3/8	3/8	4/4	1	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
17	17	66	1.0	1/2	1/2	4/4	1	1	I(4)	Bb	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
17	17	67	1.0	3/4	3/4	4/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
18	18	68	1.5	0	0	4/4	1	1	V|HC.SIM}	Bb	I		V	V					HC.SIM	}	M	0	0	1, 5, 2		1	1
18	18	139/2	0.5	3/8	3/8	4/4	1	1	v6{	Bb	I		v6	v		6				{	m	0	0	-2, 2, 1		1	-2
18	18	70	1.0	1/2	1/2	4/4	1	1	V2/IV	Bb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
18	18	71	0.5	3/4	3/4	4/4	1	1	IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
