mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3.0	0	3/8	6/8	1	1	A.I	A	I		I	I							M	0	0	0, 4, 1		0	0
2	1	3	1.5	3/8	3/8	6/8	1	1	IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
3	2	9/2	6.0	0	0	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
5	4	21/2	4.5	0	0	6/8	1	1	I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
6	5	15	1.5	3/8	3/8	6/8	1	1	IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
7	6	33/2	6.0	0	0	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
9	8	45/2	1.5	0	0	6/8	1	1	I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
10	8	24	10.5	0	3/8	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
14	11	69/2	1.5	0	0	6/8	1	1	V\\	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
14	11	36	3.0	3/8	3/8	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
15	12	39	1.5	3/8	3/8	6/8	1	1	IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
16	13	81/2	4.5	0	0	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
17	14	45	1.5	3/8	3/8	6/8	1	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
18	15	93/2	1.5	0	0	6/8	1	1	I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
19	15	48	9.0	0	3/8	6/8	1	1	i.i	A	i		i	i							m	0	1	0, -3, 1		0	0
22	18	57	0.5	3/8	3/8	6/8	1	1	i2	A	i		i2	i		2					mm7	0	1	-2, 0, -3, 1		0	-2
22	18	115/2	1.0	1/2	1/2	6/8	1	1	ii%43	A	i		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
23	19	117/2	1.5	0	0	6/8	1	1	V\\	A	i		V	V						\\	M	0	1	1, 5, 2		1	1
24	19	60	3.0	0	3/8	6/8	1	1	V	A	i		V	V							M	0	1	1, 5, 2		1	1
25	20	63	1.5	3/8	3/8	6/8	1	1	V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
26	21	129/2	0.5	0	0	6/8	1	1	i	A	i		i	i							m	0	1	0, -3, 1		0	0
26	21	65	0.5	1/8	1/8	6/8	1	1	#vi%65	A	i		#vi%65	#vi	%	65					%7	0	1	0, -3, 1, 3		3	0
26	21	131/2	0.5	1/4	1/4	6/8	1	1	V	A	i		V	V							M	0	1	1, 5, 2		1	1
26	21	66	4.5	3/8	3/8	6/8	1	1	i	A	i		i	i							m	0	1	0, -3, 1		0	0
28	23	141/2	1.5	0	0	6/8	1	1	V\\	A	i		V	V						\\	M	0	1	1, 5, 2		1	1
28	23	72	3.0	3/8	3/8	6/8	1	1	i	A	i		i	i							m	0	1	0, -3, 1		0	0
29	24	75	1.5	3/8	3/8	6/8	1	1	V/iv	A	i		V/iv	V				iv			M	0	1	0, 4, 1		0	0
30	25	153/2	1.0	0	0	6/8	1	1	IV64	A	i		IV64	IV		64					M	0	1	0, -1, 3		-1	0
30	25	155/2	0.5	1/4	1/4	6/8	1	1	i	A	i		i	i							m	0	1	0, -3, 1		0	0
30	25	78	1.5	3/8	3/8	6/8	1	1	I	A	i		I	I							M	0	1	0, 4, 1		0	0
31	26	159/2	1.5	0	0	6/8	1	1	i	A	i		i	i							m	0	1	0, -3, 1		0	0
31	26	81	1.5	3/8	3/8	6/8	1	1	V	A	i		V	V							M	0	1	1, 5, 2		1	1
32	27	165/2	1.5	0	0	6/8	1	1	i\\	A	i		i	i						\\	m	0	1	0, -3, 1		0	0
