mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.5	0	3/8	4/4	1	1	E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	5/2	5/2	2.0	0	0	4/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	1	9/2	9/2	1.0	1/2	1/2	4/4	1	1	vi7	E	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
2	1	11/2	11/2	1.0	3/4	3/4	4/4	1	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	2	13/2	13/2	1.0	0	0	4/4	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	2	15/2	15/2	1.0	1/4	1/4	4/4	1	1	I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
3	2	17/2	17/2	0.5	1/2	1/2	4/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	9	9	0.5	5/8	5/8	4/4	1	1	ii65	E	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
3	2	19/2	19/2	0.5	3/4	3/4	4/4	1	1	V(4)	E	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
3	2	10	10	0.5	7/8	7/8	4/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
4	3	21/2	21/2	2.0	0	0	4/4	1	1	I|PAC}	E	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
4	3	12	12	0.0	3/8	3/8	4/4	1	1	{	E	I									{		0	0				
4	3	25/2	25/2	2.0	1/2	1/2	4/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	4	29/2	29/2	1.5	0	0	4/4	1	1	V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	4	16	16	0.5	3/8	3/8	4/4	1	1	V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	4	33/2	33/2	1.0	1/2	1/2	4/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
5	4	35/2	35/2	0.5	3/4	3/4	4/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
