mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	5/4	5/4	0.75	5/16	5/16	4/4	1	1	a.i{	a	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	2	2	1.0	1/2	1/2	4/4	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
1	1	3	3	0.5	3/4	3/4	4/4	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1	1	7/2	7/2	0.5	7/8	7/8	4/4	1	1	V43	a	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	2	4	4	1.0	0	0	4/4	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
2	2	5	5	0.5	1/4	1/4	4/4	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	11/2	11/2	0.5	3/8	3/8	4/4	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
2	2	6	6	1.0	1/2	1/2	4/4	1	1	v6	a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
2	2	7	7	1.0	3/4	3/4	4/4	1	1	ii%43	a	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
3	3	8	8	1.0	0	0	4/4	1	1	V|HC.PHR}	a	i		V	V					HC.PHR	}	M	1	1	1, 5, 2		1	1
3	3	9	9	2.0	1/4	1/4	4/4	1	1	III.I{	a	III		I	I						{	M	1	0	0, 4, 1		0	0
3	3	11	11	1.0	3/4	3/4	4/4	1	1	I6	a	III		I6	I		6					M	1	0	4, 1, 0		0	4
4	4	12	12	1.0	0	0	4/4	1	1	V6	a	III		V6	V		6					M	1	0	5, 2, 1		1	5
4	4	13	13	0.5	1/4	1/4	4/4	1	1	v6	a	III		v6	v		6					m	1	0	-2, 2, 1		1	-2
4	4	27/2	27/2	0.5	3/8	3/8	4/4	1	1	vii%43/IV	a	III		vii%43/IV	vii	%	43		IV			%7	1	0	-2, 2, 4, 1		4	-2
4	4	14	14	0.5	1/2	1/2	4/4	1	1	vi7	a	III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
4	4	29/2	29/2	0.5	5/8	5/8	4/4	1	1	viio6/V	a	III		viio6/V	vii	o	6		V			o	1	0	3, 0, 6		6	3
4	4	15	15	0.5	3/4	3/4	4/4	1	1	V65/V	a	III		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
4	4	31/2	31/2	0.5	7/8	7/8	4/4	1	1	V7/V	a	III		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
5	5	16	16	1.0	0	0	4/4	1	1	V|HC.CON}	a	III		V	V					HC.CON	}	M	1	0	1, 5, 2		1	1
5	5	17	17	1.0	1/4	1/4	4/4	1	1	v.i{	a	v		i	i						{	m	1	1	0, -3, 1		0	0
5	5	18	18	1.0	1/2	1/2	4/4	1	1	ii%43	a	v		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
5	5	19	19	0.5	3/4	3/4	4/4	1	1	ii%65	a	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
5	5	39/2	39/2	0.5	7/8	7/8	4/4	1	1	ii%7	a	v		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
6	6	20	20	0.5	0	0	4/4	1	1	V	a	v		V	V							M	1	1	1, 5, 2		1	1
6	6	41/2	41/2	0.5	1/8	1/8	4/4	1	1	i6	a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	21	21	0.5	1/4	1/4	4/4	1	1	i	a	v		i	i							m	1	1	0, -3, 1		0	0
6	6	43/2	43/2	0.5	3/8	3/8	4/4	1	1	III+6	a	v		III+6	III	+	6					+	1	1	1, 5, -3		-3	1
6	6	22	22	0.5	1/2	1/2	4/4	1	1	ii%43	a	v		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
6	6	45/2	45/2	0.5	5/8	5/8	4/4	1	1	ii%65	a	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
6	6	23	23	0.5	3/4	3/4	4/4	1	1	V	a	v		V	V							M	1	1	1, 5, 2		1	1
6	6	47/2	47/2	0.5	7/8	7/8	4/4	1	1	V7	a	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	7	24	24	1.0	0	0	4/4	1	1	I|PAC}	a	v		I	I					PAC	}	M	1	1	0, 4, 1		0	0
7	7	25	25	0.5	1/4	1/4	4/4	1	1	i.i6{	a	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
7	7	51/2	51/2	0.5	3/8	3/8	4/4	1	1	i7	a	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
7	7	26	26	0.5	1/2	1/2	4/4	1	1	IV	a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
7	7	53/2	53/2	0.5	5/8	5/8	4/4	1	1	ii7(9)	a	i		ii7(9)	ii		7	9				mm7	1	1	2, -1, 3, 0	-3	2	2
7	7	27	27	0.5	3/4	3/4	4/4	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
7	7	55/2	55/2	0.5	7/8	7/8	4/4	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
8	8	28	28	1.0	0	0	4/4	1	1	V6}	a	i		V6	V		6				}	M	1	1	5, 2, 1		1	5
8	8	29	29	1.0	1/4	1/4	4/4	1	1	iv.ii6{	a	iv		ii6	ii		6				{	m	1	1	-1, 3, 2		2	-1
8	8	30	30	0.5	1/2	1/2	4/4	1	1	V2	a	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
8	8	61/2	61/2	0.5	5/8	5/8	4/4	1	1	i6	a	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	8	31	31	0.5	3/4	3/4	4/4	1	1	ii%7	a	iv		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
8	8	63/2	63/2	0.5	7/8	7/8	4/4	1	1	V	a	iv		V	V							M	1	1	1, 5, 2		1	1
9	9	32	32	1.0	0	0	4/4	1	1	I6}	a	iv		I6	I		6				}	M	1	1	4, 1, 0		0	4
9	9	33	33	0.5	1/4	1/4	4/4	1	1	i.iio{	a	i		iio	ii	o					{	o	1	1	2, -1, -4		2	2
9	9	67/2	67/2	0.5	3/8	3/8	4/4	1	1	ii%2	a	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
9	9	34	34	1.5	1/2	1/2	4/4	1	1	V65	a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	9	71/2	71/2	0.5	7/8	7/8	4/4	1	1	V7	a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	10	36	36	1.0	0	0	4/4	1	1	i|IAC}	a	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
10	10	37	37	0.5	1/4	1/4	4/4	1	1	i6{	a	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
10	10	75/2	75/2	0.5	3/8	3/8	4/4	1	1	i7	a	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
10	10	38	38	0.5	1/2	1/2	4/4	1	1	IVM7	a	i		IVM7	IV	M	7					MM7	1	1	-1, 3, 0, 4		-1	-1
10	10	77/2	77/2	0.5	5/8	5/8	4/4	1	1	ii7(9)	a	i		ii7(9)	ii		7	9				mm7	1	1	2, -1, 3, 0	-3	2	2
10	10	39	39	0.5	3/4	3/4	4/4	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
10	10	79/2	79/2	0.5	7/8	7/8	4/4	1	1	V2	a	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
11	11	40	40	1.0	0	0	4/4	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	11	41	41	0.5	1/4	1/4	4/4	1	1	V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
11	11	83/2	83/2	0.5	3/8	3/8	4/4	1	1	V2/iv	a	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
11	11	42	42	0.75	1/2	1/2	4/4	1	1	iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	171/4	171/4	0.25	11/16	11/16	4/4	1	1	ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
11	11	43	43	0.5	3/4	3/4	4/4	1	1	V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
11	11	87/2	87/2	0.5	7/8	7/8	4/4	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
12	12	44	44	2.0	0	0	4/4	1	1	i|PAC}	a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
12	12	91/2	91/2	0.0	3/8	3/8	4/4	1	1	{	a	i									{		1	1				
12	12	46	46	2.0	1/2	1/2	4/4	1	1	bII6	a	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
13	13	48	48	1.0	0	0	4/4	1	1	V2	a	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
13	13	49	49	0.5	1/4	1/4	4/4	1	1	iv7(9)	a	i		iv7(9)	iv		7	9				mm7	1	1	-1, -4, 0, -3	1	-1	-1
13	13	99/2	99/2	0.5	3/8	3/8	4/4	1	1	viio7/V	a	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
13	13	50	50	1.0	1/2	1/2	4/4	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
13	13	51	51	0.5	3/4	3/4	4/4	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
13	13	103/2	103/2	0.5	7/8	7/8	4/4	1	1	V7	a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	52	52	4.0	0	0	4/4	1	1	i|PAC}	a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
