mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.0	0	1/2	4/4	1	1	g.i6{	g	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
2	1	2	2.0	0	0	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
2	1	4	2.0	1/2	1/2	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
3	2	6	2.0	0	0	4/4	1	1	V6	g	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	2	8	2.0	1/2	1/2	4/4	1	1	VI6	g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
4	3	10	2.0	0	0	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	3	12	2.0	1/2	1/2	4/4	1	1	#viio6	g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
5	4	14	2.0	0	0	4/4	1	1	i}	g	i		i	i						}	m	1	1	0, -3, 1		0	0
5	4	16	2.0	1/2	1/2	4/4	1	1	i6{	g	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
6	5	18	2.0	0	0	4/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
6	5	20	2.0	1/2	1/2	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
7	6	22	2.0	0	0	4/4	1	1	V6	g	i		V6	V		6					M	1	1	5, 2, 1		1	5
7	6	24	2.0	1/2	1/2	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
8	7	26	2.0	0	0	4/4	1	1	v.i6	g	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	7	28	1.0	1/2	1/2	4/4	1	1	V	g	v		V	V							M	1	1	1, 5, 2		1	1
8	7	29	1.0	3/4	3/4	4/4	1	1	V7	g	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	8	30	2.0	0	0	4/4	1	1	I|PAC}	g	v		I	I					PAC	}	M	1	1	0, 4, 1		0	0
10	8	32	2.0	0	1/2	4/4	1	1	iv.i6{	g	iv		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
11	9	34	2.0	0	0	4/4	1	1	V	g	iv		V	V							M	1	1	1, 5, 2		1	1
11	9	36	2.0	1/2	1/2	4/4	1	1	V65	g	iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
12	10	38	2.0	0	0	4/4	1	1	i|IAC}	g	iv		i	i					IAC	}	m	1	1	0, -3, 1		0	0
12	10	40	4.0	1/2	1/2	4/4	1	1	III.V{	g	III		V	V						{	M	1	0	1, 5, 2		1	1
13	11	44	2.0	1/2	1/2	4/4	1	1	V65	g	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
14	12	46	4.0	0	0	4/4	1	1	I|IAC}	g	III		I	I					IAC	}	M	1	0	0, 4, 1		0	0
14	12	48	0.0	1/2	1/2	4/4	1	1	{	g	III									{		1	0				
15	13	50	2.0	0	0	4/4	1	1	IV	g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
15	13	52	2.0	1/2	1/2	4/4	1	1	ii	g	III		ii	ii							m	1	0	2, -1, 3		2	2
16	14	54	2.0	0	0	4/4	1	1	V|HC}	g	III		V	V					HC	}	M	1	0	1, 5, 2		1	1
16	14	56	2.0	1/2	1/2	4/4	1	1	I{	g	III		I	I						{	M	1	0	0, 4, 1		0	0
17	15	58	2.0	0	0	4/4	1	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
17	15	60	1.0	1/2	1/2	4/4	1	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
17	15	61	1.0	3/4	3/4	4/4	1	1	V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
18	16	62	2.0	0	0	4/4	1	1	I|PAC}	g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
18	16	64	2.0	1/2	1/2	4/4	1	1	iv.i6{	g	iv		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
19	17	66	2.0	0	0	4/4	1	1	V	g	iv		V	V							M	1	1	1, 5, 2		1	1
19	17	68	2.0	1/2	1/2	4/4	1	1	V65	g	iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
20	18	70	2.0	0	0	4/4	1	1	iv|IAC}	g	iv		iv	iv					IAC	}	m	1	1	-1, -4, 0		-1	-1
20	18	72	2.0	1/2	1/2	4/4	1	1	III.V{	g	III		V	V						{	M	1	0	1, 5, 2		1	1
21	19	74	2.0	0	0	4/4	1	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
21	19	76	2.0	1/2	1/2	4/4	1	1	V65	g	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
22	20	78	2.0	0	0	4/4	1	1	I|IAC}	g	III		I	I					IAC	}	M	1	0	0, 4, 1		0	0
22	20	80	2.0	1/2	1/2	4/4	1	1	i.iv{	g	i		iv	iv						{	m	1	1	-1, -4, 0		-1	-1
23	21	82	2.0	0	0	4/4	1	1	iio	g	i		iio	ii	o						o	1	1	2, -1, -4		2	2
23	21	84	1.0	1/2	1/2	4/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
23	21	85	1.0	3/4	3/4	4/4	1	1	V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
24	22	86	1.0	0	0	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
24	22	87	1.0	1/4	1/4	4/4	1	1	V|HC.SIM}	g	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
24	22	88	4.0	1/2	1/2	4/4	1	1	i{	g	i		i	i						{	m	1	1	0, -3, 1		0	0
25	23	92	2.0	1/2	1/2	4/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
26	24	94	4.0	0	0	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
27	25	98	1.0	0	0	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
27	25	99	1.0	1/4	1/4	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
27	25	100	1.75	1/2	1/2	4/4	1	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
27	25	407/4	0.25	15/16	15/16	4/4	1	1	ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
28	26	102	0.5	0	0	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
28	26	205/2	0.5	1/8	1/8	4/4	1	1	V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
28	26	103	0.5	1/4	1/4	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
28	26	207/2	0.5	3/8	3/8	4/4	1	1	i7	g	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
28	26	104	1.0	1/2	1/2	4/4	1	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
28	26	105	1.0	3/4	3/4	4/4	1	1	iio	g	i		iio	ii	o						o	1	1	2, -1, -4		2	2
29	27	106	1.0	0	0	4/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
29	27	107	1.0	1/4	1/4	4/4	1	1	VIM7	g	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
29	27	108	1.0	1/2	1/2	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
29	27	109	1.0	3/4	3/4	4/4	1	1	V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
30	28	110	2.0	0	0	4/4	1	1	i|PAC}	g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
