mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.5	0	11/8	6/4	1	1		c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	5/2	5/2	1.0	1/2	1/2	6/4	1	1		ii%65	c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
2	1	7/2	7/2	1.0	3/4	3/4	6/4	1	1		i64	c	i		i64	i		64					m	1	1	1, 0, -3		0	1
2	1	9/2	9/2	1.0	1	1	6/4	1	1		ii%43	c	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
2	1	11/2	11/2	1.0	5/4	5/4	6/4	1	1		ii%65	c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	2	13/2	13/2	1.0	0	0	6/4	1	1		V	c	i		V	V							M	1	1	1, 5, 2		1	1
3	2	15/2	15/2	1.0	1/4	1/4	6/4	1	1		V2	c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
3	2	17/2	17/2	1.0	1/2	1/2	6/4	1	1		i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	19/2	19/2	1.0	3/4	3/4	6/4	1	1		V2	c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
3	2	21/2	21/2	1.0	1	1	6/4	1	1		i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	23/2	23/2	1.0	5/4	5/4	6/4	1	1		V43	c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
4	3	25/2	25/2	4.0	0	0	6/4	1	1		i|IAC}	c	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
4	3	31/2	31/2	0.0	3/4	3/4	6/4	1	1		{	c	i									{		1	1				
4	3	33/2	33/2	2.0	1	1	6/4	1	1		V6/III	c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
5	4	37/2	37/2	1.0	0	0	6/4	1	1		III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
5	4	39/2	39/2	1.0	1/4	1/4	6/4	1	1		V65/III	c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
5	4	41/2	41/2	1.0	1/2	1/2	6/4	1	1		III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
