mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0.5	0	3/8	4/4	1	1	G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
1	0	1/2	1.5	1/8	1/2	4/4	1	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	0	2	0.5	1/2	7/8	4/4	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
2	1	5/2	1.0	0	0	4/4	1	1	IV6(2)	G	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
2	1	7/2	1.0	1/4	1/4	4/4	1	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	1	9/2	0.5	1/2	1/2	4/4	1	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	1	5	0.5	5/8	5/8	4/4	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
2	1	11/2	0.5	3/4	3/4	4/4	1	1	V(4)	G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
2	1	6	0.5	7/8	7/8	4/4	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
3	2	13/2	1.0	0	0	4/4	1	1	I|IAC}	G	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
3	2	15/2	1.0	1/4	1/4	4/4	1	1	I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
3	2	17/2	1.0	1/2	1/2	4/4	1	1	ii7	G	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
3	2	19/2	1.0	3/4	3/4	4/4	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
4	3	21/2	1.0	0	0	4/4	1	1	IM7	G	I		IM7	I	M	7					MM7	0	0	0, 4, 1, 5		0	0
4	3	23/2	1.0	1/4	1/4	4/4	1	1	vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
4	3	25/2	1.0	1/2	1/2	4/4	1	1	V.iii7	G	V		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
4	3	27/2	1.0	3/4	3/4	4/4	1	1	I	G	V		I	I							M	0	0	0, 4, 1		0	0
5	4	29/2	1.0	0	0	4/4	1	1	V|HC.SIM}	G	V		V	V					HC.SIM	}	M	0	0	1, 5, 2		1	1
5	4	31/2	1.0	1/4	1/4	4/4	1	1	V6{	G	V		V6	V		6				{	M	0	0	5, 2, 1		1	5
5	4	33/2	1.0	1/2	1/2	4/4	1	1	I	G	V		I	I							M	0	0	0, 4, 1		0	0
5	4	35/2	1.0	3/4	3/4	4/4	1	1	V6	G	V		V6	V		6					M	0	0	5, 2, 1		1	5
6	5	37/2	1.5	0	0	4/4	1	1	I	G	V		I	I							M	0	0	0, 4, 1		0	0
6	5	20	0.5	3/8	3/8	4/4	1	1	V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	5	41/2	0.75	1/2	1/2	4/4	1	1	vi	G	V		vi	vi							m	0	0	3, 0, 4		3	3
