mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	11/8	3/2	1	1	a.i	a	i		i	i							m	1	1	0, -3, 1		0	0
2	1	1/2	1/2	3/2	1	1	VI	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	1	3/4	3/4	3/2	1	1	VI2	a	i		VI2	VI		2					Mm7	1	1	-6, -4, 0, -3		-4	-6
2	1	1	1	3/2	1	1	ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	2	0	0	3/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
3	2	1/2	1/2	3/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	3/4	3/4	3/2	1	1	ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	2	1	1	3/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
3	2	11/8	11/8	3/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
4	3	0	0	3/2	1	1	i\\	a	i		i	i						\\	m	1	1	0, -3, 1		0	0
4	3	1	1	3/2	1	1	III	a	i		III	III							M	1	1	-3, 1, -2		-3	-3
5	4	0	0	3/2	1	1	VII	a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
5	4	1/2	1/2	3/2	1	1	VII6	a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
5	4	3/4	3/4	3/2	1	1	V65/iv	a	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
5	4	1	1	3/2	1	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	5	0	0	3/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
