mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.5	0	3/8	2/2	1	1		F.I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	5/2	2.0	0	0	2/2	1	1		ii	F	I		ii	ii							m	0	0	2, -1, 3		2	2
2	1	9/2	2.0	1/2	1/2	2/2	1	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
3	2	13/2	2.0	0	0	2/2	1	1		I	F	I		I	I							M	0	0	0, 4, 1		0	0
3	2	17/2	1.0	1/2	1/2	2/2	1	1		V(4)	F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
3	2	19/2	0.5	3/4	3/4	2/2	1	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
3	2	10	0.5	7/8	7/8	2/2	1	1		I	F	I		I	I							M	0	0	0, 4, 1		0	0
4	3	21/2	1.0	0	0	2/2	1	1		vi	F	I		vi	vi							m	0	0	3, 0, 4		3	3
4	3	23/2	0.5	1/4	1/4	2/2	1	1		IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	3	12	0.5	3/8	3/8	2/2	1	1		ii	F	I		ii	ii							m	0	0	2, -1, 3		2	2
4	3	25/2	1.0	1/2	1/2	2/2	1	1		V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	3	27/2	1.0	3/4	3/4	2/2	1	1		V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	4	29/2	0.5	0	0	2/2	1	1		I	F	I		I	I							M	0	0	0, 4, 1		0	0
5	4	15	0.5	1/8	1/8	2/2	1	1		V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	4	31/2	0.5	1/4	1/4	2/2	1	1		IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
5	4	16	0.5	3/8	3/8	2/2	1	1		iii6	F	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
5	4	33/2	0.5	1/2	1/2	2/2	1	1		ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
5	4	17	0.5	5/8	5/8	2/2	1	1		I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	4	35/2	0.5	3/4	3/4	2/2	1	1		V43	F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	4	18	0.5	7/8	7/8	2/2	1	1		I	F	I		I	I							M	0	0	0, 4, 1		0	0
6	5	37/2	2.0	0	0	2/2	1	1		V|HC.SIM}	F	I		V	V					HC.SIM	}	M	0	0	1, 5, 2		1	1
6	5	19	0.0	1/8	1/8	2/2	1	1		{	F	I									{		0	0				
6	5	41/2	1.0	1/2	1/2	2/2	1	1		I	F	I		I	I							M	0	0	0, 4, 1		0	0
6	5	43/2	1.0	3/4	3/4	2/2	1	1		vi6	F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
7	6	45/2	1.0	0	0	2/2	1	1		V.V	F	V		V	V							M	0	0	1, 5, 2		1	1
7	6	47/2	1.0	1/4	1/4	2/2	1	1		iii6	F	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
7	6	49/2	0.5	1/2	1/2	2/2	1	1		vi7	F	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
7	6	25	0.5	5/8	5/8	2/2	1	1		IV6	F	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
7	6	51/2	0.5	3/4	3/4	2/2	1	1		V65	F	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	6	26	0.5	7/8	7/8	2/2	1	1		I	F	V		I	I							M	0	0	0, 4, 1		0	0
8	7	53/2	1.5	0	0	2/2	1	1		V|HC.SIM}	F	V		V	V					HC.SIM	}	M	0	0	1, 5, 2		1	1
8	7	27	0.0	1/8	1/8	2/2	1	1		{	F	V									{		0	0				
8	7	28	0.5	3/8	3/8	2/2	1	1		I64	F	V		I64	I		64					M	0	0	1, 0, 4		0	1
8	7	57/2	0.5	1/2	1/2	2/2	1	1		V2	F	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
8	7	29	0.5	5/8	5/8	2/2	1	1		I6	F	V		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	59/2	0.5	3/4	3/4	2/2	1	1		V43	F	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
8	7	30	0.5	7/8	7/8	2/2	1	1		I	F	V		I	I							M	0	0	0, 4, 1		0	0
9	8	61/2	2.0	0	0	2/2	1	1		V6	F	V		V6	V		6					M	0	0	5, 2, 1		1	5
9	8	65/2	1.0	1/2	1/2	2/2	1	1		v6	F	V		v6	v		6					m	0	0	-2, 2, 1		1	-2
9	8	67/2	1.0	3/4	3/4	2/2	1	1		V2/IV	F	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
10	9	69/2	1.0	0	0	2/2	1	1		vi7	F	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
10	9	71/2	1.0	1/4	1/4	2/2	1	1		IV6	F	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
10	9	73/2	1.0	1/2	1/2	2/2	1	1		vii%7	F	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
10	9	75/2	1.0	3/4	3/4	2/2	1	1		V65	F	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
11	10	77/2	0.5	0	0	2/2	1	1		I	F	V		I	I							M	0	0	0, 4, 1		0	0
11	10	39	0.5	1/8	1/8	2/2	1	1		V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	79/2	0.5	1/4	1/4	2/2	1	1		vi	F	V		vi	vi							m	0	0	3, 0, 4		3	3
11	10	40	0.5	3/8	3/8	2/2	1	1		ii65	F	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	10	81/2	1.0	1/2	1/2	2/2	1	1		V(64)	F	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
11	10	83/2	1.0	3/4	3/4	2/2	1	1		V	F	V		V	V							M	0	0	1, 5, 2		1	1
12	11			0	0	2/2	1	1	1	I|PAC}	F	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
12	11		0.0	1/8	1/8	2/2	1	1	1	{	F	V									{		0	0				
13	11	85/2	1.5	0	0	2/2	1	1	2	I|PAC}	F	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
13	11	43	0.0	1/8	1/8	2/2	1	1	2	{	F	V									{		0	0				
13	11	44	0.5	3/8	3/8	2/2	1	1	2	I.V	F	I		V	V							M	0	0	1, 5, 2		1	1
13	11	89/2	2.0	1/2	1/2	2/2	1	1	2	V2	F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	12	93/2	2.0	0	0	2/2	1	1		I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	12	97/2	1.0	1/2	1/2	2/2	1	1		ii7	F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
14	12	99/2	1.0	3/4	3/4	2/2	1	1		V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	13	101/2	1.0	0	0	2/2	1	1		IM7	F	I		IM7	I	M	7					MM7	0	0	0, 4, 1, 5		0	0
15	13	103/2	1.0	1/4	1/4	2/2	1	1		vi6	F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
15	13	105/2	1.0	1/2	1/2	2/2	1	1		vi.VIM7	F	vi		VIM7	VI	M	7					MM7	0	1	-4, 0, -3, 1		-4	-4
15	13	107/2	0.5	3/4	3/4	2/2	1	1		ii%43	F	vi		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
15	13	54	0.5	7/8	7/8	2/2	1	1		ii%65	F	vi		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
16	14	109/2	2.0	0	0	2/2	1	1		V|HC.PHR}	F	vi		V	V					HC.PHR	}	M	0	1	1, 5, 2		1	1
16	14	55	0.0	1/8	1/8	2/2	1	1		{	F	vi									{		0	1				
16	14	113/2	2.0	1/2	1/2	2/2	1	1		V2	F	vi		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
17	15	117/2	1.0	0	0	2/2	1	1		i6	F	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
17	15	119/2	1.0	1/4	1/4	2/2	1	1		i	F	vi		i	i							m	0	1	0, -3, 1		0	0
17	15	121/2	1.0	1/2	1/2	2/2	1	1		ii%65	F	vi		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
17	15	123/2	1.0	3/4	3/4	2/2	1	1		V	F	vi		V	V							M	0	1	1, 5, 2		1	1
18	16	125/2	2.0	0	0	2/2	1	1		i|PAC}	F	vi		i	i					PAC	}	m	0	1	0, -3, 1		0	0
18	16	127/2	0.0	1/4	1/4	2/2	1	1		{	F	vi									{		0	1				
18	16	129/2	2.0	1/2	1/2	2/2	1	1		ii.V6	F	ii		V6	V		6					M	0	1	5, 2, 1		1	5
19	17	133/2	2.0	0	0	2/2	1	1		V	F	ii		V	V							M	0	1	1, 5, 2		1	1
19	17	137/2	2.0	1/2	1/2	2/2	1	1		V2	F	ii		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
20	18	141/2	2.0	0	0	2/2	1	1		i6	F	ii		i6	i		6					m	0	1	-3, 1, 0		0	-3
20	18	145/2	2.0	1/2	1/2	2/2	1	1		v.V65	F	v		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
