mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
7	7	20	20	1.0	1/2	1/2	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	8		21		0	0	3/4	1	1	1	V|HC.SIM}	g	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
9	8	21	24	3.0	0	0	3/4	1	1	2	V|HC.SIM}	g	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
10	9	24	27	3.0	0	0	3/4	1	1		i6{	g	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
11	10	27	30	3.0	0	0	3/4	1	1		VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
12	11	30	33	3.0	0	0	3/4	1	1		III.V65/V	g	III		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
13	12	33	36	3.0	0	0	3/4	1	1		V	g	III		V	V							M	1	0	1, 5, 2		1	1
14	13	36	39	3.0	0	0	3/4	1	1		ii	g	III		ii	ii							m	1	0	2, -1, 3		2	2
15	14	39	42	2.0	0	0	3/4	1	1		vi	g	III		vi	vi							m	1	0	3, 0, 4		3	3
15	14	41	44	1.0	1/2	1/2	3/4	1	1		V65	g	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
16	15	42	45	1.0	0	0	3/4	1	1		I	g	III		I	I							M	1	0	0, 4, 1		0	0
16	15	43	46	1.0	1/4	1/4	3/4	1	1		V	g	III		V	V							M	1	0	1, 5, 2		1	1
16	15	44	47	1.0	1/2	1/2	3/4	1	1		V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
17	16	45	48	3.0	0	0	3/4	1	1		I|PAC}	g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
18	17	48	51	1.0	0	0	3/4	1	1		i.V/iv{	g	i		V/iv	V				iv		{	M	1	1	0, 4, 1		0	0
18	17	49	52	1.0	1/4	1/4	3/4	1	1		iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
18	17	50	53	1.0	1/2	1/2	3/4	1	1		V65/iv	g	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
19	18	51	54	3.0	0	0	3/4	1	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
20	19	54	57	1.0	0	0	3/4	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
20	19	55	58	1.0	1/4	1/4	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
20	19	56	59	1.0	1/2	1/2	3/4	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
21	20	57	60	2.0	0	0	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
21	20	59	62	1.0	1/2	1/2	3/4	1	1		V|HC.SIM}	g	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
22	21	60	63	3.0	0	0	3/4	1	1		i{	g	i		i	i						{	m	1	1	0, -3, 1		0	0
23	22	63	66	3.0	0	0	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
24	23	66	69	0.5	0	0	3/4	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
24	23	133/2	139/2	0.5	1/8	1/8	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
24	23	67	70	1.0	1/4	1/4	3/4	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
24	23	68	71	1.0	1/2	1/2	3/4	1	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
25	24		72		0	0	3/4	1	1	1	i|PAC}	g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
26	24	69	75	3.0	0	0	3/4	1	1	2	i|PAC}	g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
