mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
13	11	127/2	139/2	1.0	3/4	3/4	3/2	1	1		i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	11	129/2	141/2	1.0	1	1	3/2	1	1		ii%7	a	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
13	11	131/2	143/2	1.0	5/4	5/4	3/2	1	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
14	12	133/2	145/2	2.0	0	0	3/2	1	1		i|PAC}	a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
14	12	68	74	0.0	3/8	3/8	3/2	1	1		{	a	i									{		1	1				
14	12	137/2	149/2	1.0	1/2	1/2	3/2	1	1		iv.V2	a	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
14	12	139/2	151/2	1.0	3/4	3/4	3/2	1	1		i6	a	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	12	141/2	153/2	1.0	1	1	3/2	1	1		V43	a	iv		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
14	12	143/2	155/2	1.0	5/4	5/4	3/2	1	1		i	a	iv		i	i							m	1	1	0, -3, 1		0	0
15	13	145/2	157/2	2.0	0	0	3/2	1	1		V2	a	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
15	13	149/2	161/2	2.0	1/2	1/2	3/2	1	1		i6	a	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	13	153/2	165/2	2.0	1	1	3/2	1	1		V	a	iv		V	V							M	1	1	1, 5, 2		1	1
16	14	157/2	169/2	3.0	0	0	3/2	1	1		i|PAC}	a	iv		i	i					PAC	}	m	1	1	0, -3, 1		0	0
16	14	81	87	0.0	5/8	5/8	3/2	1	1		{	a	iv									{		1	1				
16	14	163/2	175/2	1.0	3/4	3/4	3/2	1	1		VII.IV6	a	VII		IV6	IV		6					M	1	0	3, 0, -1		-1	3
16	14	165/2	177/2	1.0	1	1	3/2	1	1		V65	a	VII		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
16	14	167/2	179/2	1.0	5/4	5/4	3/2	1	1		V7	a	VII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
17	15	169/2	181/2	3.0	0	0	3/2	1	1		I	a	VII		I	I							M	1	0	0, 4, 1		0	0
17	15	175/2	187/2	1.0	3/4	3/4	3/2	1	1		III.IV6	a	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
17	15	177/2	189/2	1.0	1	1	3/2	1	1		V65	a	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
17	15	179/2	191/2	1.0	5/4	5/4	3/2	1	1		V7	a	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
18	16	181/2	193/2	2.0	0	0	3/2	1	1		I	a	III		I	I							M	1	0	0, 4, 1		0	0
18	16	185/2	197/2	1.0	1/2	1/2	3/2	1	1		vi	a	III		vi	vi							m	1	0	3, 0, 4		3	3
18	16	187/2	199/2	1.0	3/4	3/4	3/2	1	1		ii65	a	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
18	16	189/2	201/2	2.0	1	1	3/2	1	1		V	a	III		V	V							M	1	0	1, 5, 2		1	1
19	17	193/2	205/2	3.0	0	0	3/2	1	1		I|PAC}	a	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
19	17	98	104	0.0	3/8	3/8	3/2	1	1		{	a	III									{		1	0				
19	17	199/2	211/2	1.0	3/4	3/4	3/2	1	1		i.V43	a	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
19	17	201/2	213/2	1.0	1	1	3/2	1	1		i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
19	17	203/2	215/2	0.5	5/4	5/4	3/2	1	1		ii%65(9)	a	i		ii%65(9)	ii	%	65	9				%7	1	1	-1, -4, 0, 2	-3	2	-1
19	17	102	108	0.5	11/8	11/8	3/2	1	1		ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
20	18	205/2	217/2	2.0	0	0	3/2	1	1		V|HC.CON}	a	i		V	V					HC.CON	}	M	1	1	1, 5, 2		1	1
20	18	104	110	0.0	3/8	3/8	3/2	1	1		{	a	i									{		1	1				
20	18	209/2	221/2	1.0	1/2	1/2	3/2	1	1		IV.V6	a	IV		V6	V		6					M	1	0	5, 2, 1		1	5
20	18	211/2	223/2	2.0	3/4	3/4	3/2	1	1		V65	a	IV		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
20	18	215/2	227/2	1.0	5/4	5/4	3/2	1	1		V7	a	IV		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
21	19	217/2	229/2	4.0	0	0	3/2	1	1		I|IAC}	a	IV		I	I					IAC	}	M	1	0	0, 4, 1		0	0
21	19	223/2	235/2	0.0	3/4	3/4	3/2	1	1		{	a	IV									{		1	0				
21	19	225/2	237/2	2.0	1	1	3/2	1	1		i.iv7	a	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
22	20	229/2	241/2	2.0	0	0	3/2	1	1		iio	a	i		iio	ii	o						o	1	1	2, -1, -4		2	2
22	20	233/2	245/2	2.5	1/2	1/2	3/2	1	1		V65	a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
22	20	119	125	0.5	9/8	9/8	3/2	1	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
22	20	239/2	251/2	1.0	5/4	5/4	3/2	1	1		ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
23	21	241/2	253/2	2.0	0	0	3/2	1	1		V|HC.CON}	a	i		V	V					HC.CON	}	M	1	1	1, 5, 2		1	1
23	21	245/2	257/2	2.0	1/2	1/2	3/2	1	1		i6{	a	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
23	21	249/2	261/2	2.0	1	1	3/2	1	1		ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
24	22	253/2	265/2	1.0	0	0	3/2	1	1		V65/V	a	i		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
24	22	255/2	267/2	1.0	1/4	1/4	3/2	1	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
24	22	257/2	269/2	1.0	1/2	1/2	3/2	1	1		ii%43	a	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
24	22	259/2	271/2	1.0	3/4	3/4	3/2	1	1		ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
24	22	261/2	273/2	2.0	1	1	3/2	1	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
25	23		277/2		0	0	3/2	1	1	1	i|PAC}	a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
25	23		144	0.0	11/8	11/8	3/2	1	1	1	{	a	i									{		1	1				
26	23	265/2	289/2	4.0	0	0	3/2	1	1	2	i|PAC}	a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
26	23	273/2	297/2	2.0	1	1	3/2	1	1	2	ii%65{	a	i		ii%65	ii	%	65				{	%7	1	1	-1, -4, 0, 2		2	-1
27	24	277/2	301/2	1.0	0	0	3/2	1	1		V65/V	a	i		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
27	24	279/2	303/2	1.0	1/4	1/4	3/2	1	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
27	24	281/2	305/2	1.0	1/2	1/2	3/2	1	1		ii%43	a	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
27	24	283/2	307/2	1.0	3/4	3/4	3/2	1	1		ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
27	24	285/2	309/2	2.0	1	1	3/2	1	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
28	25	289/2	313/2	6.0	0	0	3/2	1	1		i|PAC}	a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
