mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	1/2	2/2	1	1		g.i{	g	i		i	i						{	m	1	1	0, -3, 1		0	0
1	0	1	1	1.0	1/4	3/4	2/2	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
2	1	2	2	1.0	0	0	2/2	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
2	1	3	3	1.0	1/4	1/4	2/2	1	1		VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	1	4	4	1.0	1/2	1/2	2/2	1	1		ii65	g	i		ii65	ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
2	1	5	5	1.0	3/4	3/4	2/2	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
3	2	6	6	2.0	0	0	2/2	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	8	8	2.0	1/2	1/2	2/2	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
4	3	10	10	1.0	0	0	2/2	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	3	11	11	1.0	1/4	1/4	2/2	1	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	12	12	2.0	1/2	1/2	2/2	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
5	4		14		0	0	2/2	1	1	1	V|HC.SIM}	g	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
6	4	14	16	2.0	0	0	2/2	1	1	2	V|HC.SIM}	g	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
7	4	16	18	1.0	0	1/2	2/2	1	1		V65{	g	i		V65	V		65				{	Mm7	1	1	5, 2, -1, 1		1	5
