mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.0	0	1/2	4/4	1	1	G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	2	2.0	0	0	4/4	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
2	1	4	0.5	1/2	1/2	4/4	1	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	1	9/2	0.5	5/8	5/8	4/4	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
2	1	5	0.75	3/4	3/4	4/4	1	1	V(4)	G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
2	1	23/4	0.25	15/16	15/16	4/4	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
3	2	6	2.0	0	0	4/4	1	1	I|IAC}	G	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
3	2	8	1.0	1/2	1/2	4/4	1	1	vi{	G	I		vi	vi						{	m	0	0	3, 0, 4		3	3
3	2	9	1.0	3/4	3/4	4/4	1	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	10	1.0	0	0	4/4	1	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	3	11	1.0	1/4	1/4	4/4	1	1	iii%43	G	I		iii%43	iii	%	43					%7	0	0	-2, 2, 4, 1		4	-2
4	3	12	1.0	1/2	1/2	4/4	1	1	ii7/V	G	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
4	3	13	1.0	3/4	3/4	4/4	1	1	V43/V	G	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
5	4	14	2.0	0	0	4/4	1	1	V|HC.TEN}	G	I		V	V					HC.TEN	}	M	0	0	1, 5, 2		1	1
5	4	16	1.0	1/2	1/2	4/4	1	1	ii.iio{	G	ii		iio	ii	o					{	o	0	1	2, -1, -4		2	2
5	4	17	1.0	3/4	3/4	4/4	1	1	#viio7	G	ii		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
6	5	18	1.0	0	0	4/4	1	1	III+M7(9)	G	ii		III+M7(9)	III	+M	7	9				+M7	0	1	-3, 1, 5, 2	-1	-3	-3
6	5	19	1.0	1/4	1/4	4/4	1	1	i6	G	ii		i6	i		6					m	0	1	-3, 1, 0		0	-3
6	5	20	1.0	1/2	1/2	4/4	1	1	ii65	G	ii		ii65	ii		65					mm7	0	1	-1, 3, 0, 2		2	-1
6	5	21	0.5	3/4	3/4	4/4	1	1	V64	G	ii		V64	V		64					M	0	1	2, 1, 5		1	2
6	5	43/2	0.5	7/8	7/8	4/4	1	1	V7	G	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
7	6	22	0.5	0	0	4/4	1	1	I|IAC}	G	ii		I	I					IAC	}	M	0	1	0, 4, 1		0	0
7	6	45/2	1.0	1/8	1/8	4/4	1	1	V.V{	G	V		V	V						{	M	0	0	1, 5, 2		1	1
7	6	47/2	0.5	3/8	3/8	4/4	1	1	I64	G	V		I64	I		64					M	0	0	1, 0, 4		0	1
7	6	24	0.5	1/2	1/2	4/4	1	1	V2	G	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	6	49/2	0.5	5/8	5/8	4/4	1	1	I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
7	6	25	0.5	3/4	3/4	4/4	1	1	V43	G	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	6	51/2	0.5	7/8	7/8	4/4	1	1	vi6	G	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
8	7	26	1.0	0	0	4/4	1	1	V2	G	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
8	7	27	0.5	1/4	1/4	4/4	1	1	I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
