mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	6.5	0	5/8	6/8	1	1	A.I	A	I		I	I							M	0	0	0, 4, 1		0	0
4	3	13/2	1.0	0	0	6/8	1	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	15/2	0.5	1/4	1/4	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
4	3	8	1.0	3/8	3/8	6/8	1	1	V(4)	A	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
4	3	9	0.5	5/8	5/8	6/8	1	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
5	4	19/2	3.0	0	0	6/8	1	1	I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
6	5	25/2	7.5	0	0	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
8	7	20	1.5	3/8	3/8	6/8	1	1	V.ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
9	8	43/2	3.0	0	0	6/8	1	1	V\\	A	V		V	V						\\	M	0	0	1, 5, 2		1	1
10	9	49/2	3.0	0	0	6/8	1	1	I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
11	10	55/2	3.0	0	0	6/8	1	1	ii65	A	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
12	11	61/2	1.5	0	0	6/8	1	1	V	A	V		V	V							M	0	0	1, 5, 2		1	1
12	11	32	1.5	3/8	3/8	6/8	1	1	iii6	A	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
13	12	67/2	1.5	0	0	6/8	1	1	vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
13	12	35	1.5	3/8	3/8	6/8	1	1	I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
14	13	73/2	1.5	0	0	6/8	1	1	IVM7(9)	A	V		IVM7(9)	IV	M	7	9				MM7	0	0	-1, 3, 0, 4	1	-1	-1
14	13	38	1.5	3/8	3/8	6/8	1	1	I64	A	V		I64	I		64					M	0	0	1, 0, 4		0	1
15	14	79/2	1.5	0	0	6/8	1	1	vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
15	14	41	1.5	3/8	3/8	6/8	1	1	I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	15	85/2	1.5	0	0	6/8	1	1	ii65	A	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
16	15	44	1.0	3/8	3/8	6/8	1	1	V(4)	A	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
16	15	45	0.5	5/8	5/8	6/8	1	1	V	A	V		V	V							M	0	0	1, 5, 2		1	1
17	16	91/2	3.0	0	0	6/8	1	1	I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
19	17	97/2	6.0	0	0	6/8	1	1	I.V	A	I		V	V							M	0	0	1, 5, 2		1	1
21	19	109/2	4.5	0	0	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	20	59	1.5	3/8	3/8	6/8	1	1	IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
23	21	121/2	3.0	0	0	6/8	1	1	IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
24	22	127/2	1.5	0	0	6/8	1	1	IV.I	A	IV		I	I							M	0	0	0, 4, 1		0	0
24	22	65	1.5	3/8	3/8	6/8	1	1	V43	A	IV		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
25	23	133/2	1.5	0	0	6/8	1	1	I6	A	IV		I6	I		6					M	0	0	4, 1, 0		0	4
25	23	68	1.0	3/8	3/8	6/8	1	1	V(4)	A	IV		V(4)	V			4				M	0	0	1, 0, 2		1	1
25	23	69	0.5	5/8	5/8	6/8	1	1	V	A	IV		V	V							M	0	0	1, 5, 2		1	1
26	24	139/2	3.0	0	0	6/8	1	1	I\\	A	IV		I	I						\\	M	0	0	0, 4, 1		0	0
27	25	145/2	3.0	0	0	6/8	1	1	I.IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	26	151/2	3.0	0	0	6/8	1	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
29	27	157/2	1.0	0	0	6/8	1	1	V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
29	27	159/2	0.5	1/4	1/4	6/8	1	1	V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
29	27	80	1.5	3/8	3/8	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
30	28	163/2	4.5	0	0	6/8	1	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
31	29	86	3.0	3/8	3/8	6/8	1	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
32	30	89	1.5	3/8	3/8	6/8	1	1	V\\	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
33	31	181/2	1.5	0	0	6/8	1	1	V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
33	31	92	1.5	3/8	3/8	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
34	32	187/2	2.5	0	0	6/8	1	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
34	32	96	0.5	5/8	5/8	6/8	1	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
35	33	193/2	1.5	0	0	6/8	1	1	V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	33	98	1.5	3/8	3/8	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
36	34	199/2	1.5	0	0	6/8	1	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
