mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/2	3/4	1	1	g.i{	g	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	1	1.0	0	0	3/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	1	2	1.0	1/4	1/4	3/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	1	3	1.0	1/2	1/2	3/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
3	2	4	1.0	0	0	3/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
3	2	5	1.0	1/4	1/4	3/4	1	1	V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	2	6	1.0	1/2	1/2	3/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
4	3	7	1.0	0	0	3/4	1	1	ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
4	3	8	1.0	1/4	1/4	3/4	1	1	V(64)	g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
4	3	9	1.0	1/2	1/2	3/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
5	4	10	3.0	0	0	3/4	1	1	i|IAC}	g	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
5	4	12	0.0	1/2	1/2	3/4	1	1	{	g	i									{		1	1				
6	5	13	1.0	0	0	3/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	5	14	1.0	1/4	1/4	3/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
6	5	15	1.0	1/2	1/2	3/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
7	6	16	1.0	0	0	3/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	6	17	1.0	1/4	1/4	3/4	1	1	V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	6	18	1.0	1/2	1/2	3/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
8	7	19	1.0	0	0	3/4	1	1	ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
8	7	20	1.0	1/4	1/4	3/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
8	7	21	1.0	1/2	1/2	3/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
