mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.5	0	1/8	4/4	1	1	D.I{	D	I		I	I						{	M	0	0	0, 4, 1		0	0
1	0	3/2	1.0	3/8	1/2	4/4	1	1	ii65	D	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
1	0	5/2	1.0	5/8	3/4	4/4	1	1	V6	D	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	1	7/2	0.5	0	0	4/4	1	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
2	1	4	0.5	1/8	1/8	4/4	1	1	I64	D	I		I64	I		64					M	0	0	1, 0, 4		0	1
2	1	9/2	0.5	1/4	1/4	4/4	1	1	ii43	D	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
2	1	5	0.5	3/8	3/8	4/4	1	1	I64	D	I		I64	I		64					M	0	0	1, 0, 4		0	1
2	1	11/2	1.0	1/2	1/2	4/4	1	1	ii65	D	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
2	1	13/2	1.0	3/4	3/4	4/4	1	1	V	D	I		V	V							M	0	0	1, 5, 2		1	1
3	2	15/2	2.0	0	0	4/4	1	1	I6	D	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	19/2	1.0	1/2	1/2	4/4	1	1	V	D	I		V	V							M	0	0	1, 5, 2		1	1
3	2	21/2	1.0	3/4	3/4	4/4	1	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
4	3	23/2	1.0	0	0	4/4	1	1	IV6	D	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	3	25/2	2.0	1/4	1/4	4/4	1	1	ii	D	I		ii	ii							m	0	0	2, -1, 3		2	2
4	3	29/2	1.0	3/4	3/4	4/4	1	1	vi6	D	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
5	4	31/2	1.0	0	0	4/4	1	1	V.V7	D	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	33/2	0.5	1/4	1/4	4/4	1	1	ii43	D	V		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
5	4	17	0.5	3/8	3/8	4/4	1	1	I64	D	V		I64	I		64					M	0	0	1, 0, 4		0	1
5	4	35/2	1.0	1/2	1/2	4/4	1	1	ii65	D	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
5	4	37/2	1.0	3/4	3/4	4/4	1	1	V	D	V		V	V							M	0	0	1, 5, 2		1	1
6	5	39/2	1.0	0	0	4/4	1	1	I6|EC}	D	V		I6	I		6			EC	}	M	0	0	4, 1, 0		0	4
6	5	20	0.0	1/8	1/8	4/4	1	1	{	D	V									{		0	0				
6	5	41/2	1.0	1/4	1/4	4/4	1	1	I.iii6	D	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
6	5	43/2	2.0	1/2	1/2	4/4	1	1	vi	D	I		vi	vi							m	0	0	3, 0, 4		3	3
7	6	47/2	1.0	0	0	4/4	1	1	IV	D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	49/2	1.0	1/4	1/4	4/4	1	1	ii6	D	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	6	51/2	2.0	1/2	1/2	4/4	1	1	V	D	I		V	V							M	0	0	1, 5, 2		1	1
8	7	55/2	1.0	0	0	4/4	1	1	I6	D	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	57/2	1.0	1/4	1/4	4/4	1	1	vi6	D	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
8	7	59/2	2.0	1/2	1/2	4/4	1	1	ii	D	I		ii	ii							m	0	0	2, -1, 3		2	2
9	8	63/2	2.0	0	0	4/4	1	1	V65	D	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	8	67/2	1.0	1/2	1/2	4/4	1	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
9	8	69/2	1.0	3/4	3/4	4/4	1	1	V7/IV	D	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
