mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.5	0	11/8	6/4	1	1	E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	5/2	5/2	1.0	1/2	1/2	6/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	1	7/2	7/2	1.0	3/4	3/4	6/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	1	9/2	9/2	1.0	1	1	6/4	1	1	V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	1	11/2	11/2	1.0	5/4	5/4	6/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
3	2	13/2	13/2	2.0	0	0	6/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
3	2	17/2	17/2	1.0	1/2	1/2	6/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	19/2	19/2	1.0	3/4	3/4	6/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	2	21/2	21/2	1.0	1	1	6/4	1	1	V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	2	23/2	23/2	1.0	5/4	5/4	6/4	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	25/2	25/2	5.0	0	0	6/4	1	1	I|IAC}	E	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
4	3	31/2	31/2	0.0	3/4	3/4	6/4	1	1	{	E	I									{		0	0				
4	3	35/2	35/2	1.0	5/4	5/4	6/4	1	1	vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
5	4	37/2	37/2	2.0	0	0	6/4	1	1	vii7	E	I		vii7	vii		7					mm7	0	0	5, 2, 6, 3		5	5
5	4	41/2	41/2	1.0	1/2	1/2	6/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	4	43/2	43/2	2.0	3/4	3/4	6/4	1	1	vi7	E	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
5	4	47/2	47/2	1.0	5/4	5/4	6/4	1	1	V43/V	E	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
6	5	49/2	49/2	3.0	0	0	6/4	1	1	V|HC.TEN}	E	I		V	V					HC.TEN	}	M	0	0	1, 5, 2		1	1
6	5	101/4	101/4	0.0	3/16	3/16	6/4	1	1	{	E	I									{		0	0				
6	5	55/2	55/2	1.0	3/4	3/4	6/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
6	5	57/2	57/2	1.0	1	1	6/4	1	1	V.ii6	E	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	5	59/2	59/2	1.0	5/4	5/4	6/4	1	1	ii	E	V		ii	ii							m	0	0	2, -1, 3		2	2
7	6	61/2	61/2	2.0	0	0	6/4	1	1	V	E	V		V	V							M	0	0	1, 5, 2		1	1
7	6	65/2	65/2	1.0	1/2	1/2	6/4	1	1	V65	E	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	6	67/2	67/2	1.0	3/4	3/4	6/4	1	1	V7	E	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	69/2	69/2	2.0	1	1	6/4	1	1	I	E	V		I	I							M	0	0	0, 4, 1		0	0
8	7	73/2	73/2	3.0	0	0	6/4	1	1	V|HC.SIM}	E	V		V	V					HC.SIM	}	M	0	0	1, 5, 2		1	1
8	7	39	39	0.0	5/8	5/8	6/4	1	1	{	E	V									{		0	0				
8	7	79/2	79/2	2.0	3/4	3/4	6/4	1	1	ii43	E	V		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
8	7	83/2	83/2	1.0	5/4	5/4	6/4	1	1	ii65	E	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
9	8	85/2	85/2	1.0	0	0	6/4	1	1	V2	E	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
