mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.5	0	11/8	6/4	1	1		c.i	c	i		i	i							m	1	1	0, -3, 1		0	0
2	1	5/2	1.0	1/2	1/2	6/4	1	1		ii%65	c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
2	1	7/2	1.0	3/4	3/4	6/4	1	1		i64	c	i		i64	i		64					m	1	1	1, 0, -3		0	1
2	1	9/2	1.0	1	1	6/4	1	1		ii%43	c	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
2	1	11/2	1.0	5/4	5/4	6/4	1	1		ii%65	c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	2	13/2	1.0	0	0	6/4	1	1		V	c	i		V	V							M	1	1	1, 5, 2		1	1
3	2	15/2	1.0	1/4	1/4	6/4	1	1		V2	c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
3	2	17/2	1.0	1/2	1/2	6/4	1	1		i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	19/2	1.0	3/4	3/4	6/4	1	1		V2	c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
3	2	21/2	1.0	1	1	6/4	1	1		i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	23/2	1.0	5/4	5/4	6/4	1	1		V43	c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
4	3	25/2	4.0	0	0	6/4	1	1		i\\	c	i		i	i						\\	m	1	1	0, -3, 1		0	0
4	3	33/2	1.0	1	1	6/4	1	1		V6/III	c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
4	3	35/2	1.0	5/4	5/4	6/4	1	1		V65/III	c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
5	4	37/2	1.0	0	0	6/4	1	1		III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
5	4	39/2	1.0	1/4	1/4	6/4	1	1		V65/III	c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
5	4	41/2	1.0	1/2	1/2	6/4	1	1		III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
5	4	43/2	1.0	3/4	3/4	6/4	1	1		i	c	i		i	i							m	1	1	0, -3, 1		0	0
5	4	45/2	1.0	1	1	6/4	1	1		ii65/III	c	i		ii65/III	ii		65		III			mm7	1	1	-4, 0, -3, -1		-1	-4
5	4	47/2	1.0	5/4	5/4	6/4	1	1		ii7/III	c	i		ii7/III	ii		7		III			mm7	1	1	-1, -4, 0, -3		-1	-1
6	5	49/2	3.0	0	0	6/4	1	1		V/III	c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
6	5	55/2	1.0	3/4	3/4	6/4	1	1		V	c	i		V	V							M	1	1	1, 5, 2		1	1
6	5	57/2	1.0	1	1	6/4	1	1		i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	5	59/2	1.0	5/4	5/4	6/4	1	1		V43	c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
7	6	61/2	1.0	0	0	6/4	1	1		i	c	i		i	i							m	1	1	0, -3, 1		0	0
7	6	63/2	1.0	1/4	1/4	6/4	1	1		v.iio	c	v		iio	ii	o						o	1	1	2, -1, -4		2	2
7	6	65/2	1.0	1/2	1/2	6/4	1	1		V7	c	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	6	67/2	1.0	3/4	3/4	6/4	1	1		i	c	v		i	i							m	1	1	0, -3, 1		0	0
7	6	69/2	1.0	1	1	6/4	1	1		V	c	v		V	V							M	1	1	1, 5, 2		1	1
7	6	71/2	1.0	5/4	5/4	6/4	1	1		V7	c	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	7	73/2	6.0	0	0	6/4	1	1		I\\	c	v		I	I						\\	M	1	1	0, 4, 1		0	0
10	8	85/2	2.0	0	0	6/4	1	1		i.V	c	i		V	V							M	1	1	1, 5, 2		1	1
10	8	89/2	1.0	1/2	1/2	6/4	1	1		ii%43	c	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
10	8	91/2	1.0	3/4	3/4	6/4	1	1		i64	c	i		i64	i		64					m	1	1	1, 0, -3		0	1
10	8	93/2	2.0	1	1	6/4	1	1		V2	c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
11	9	97/2	2.0	0	0	6/4	1	1		i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	9	101/2	1.0	1/2	1/2	6/4	1	1		V43	c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
11	9	103/2	1.0	3/4	3/4	6/4	1	1		i	c	i		i	i							m	1	1	0, -3, 1		0	0
11	9	105/2	1.0	1	1	6/4	1	1		V65	c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
11	9	107/2	1.0	5/4	5/4	6/4	1	1		V7	c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	10	109/2	2.0	0	0	6/4	1	1		i	c	i		i	i							m	1	1	0, -3, 1		0	0
12	10	113/2	1.0	1/2	1/2	6/4	1	1		V\\	c	i		V	V						\\	M	1	1	1, 5, 2		1	1
12	10	115/2	1.0	3/4	3/4	6/4	1	1		i	c	i		i	i							m	1	1	0, -3, 1		0	0
12	10	117/2	1.5	1	1	6/4	1	1		III.V6	c	III		V6	V		6					M	1	0	5, 2, 1		1	5
12	10	60	0.5	11/8	11/8	6/4	1	1		I	c	III		I	I							M	1	0	0, 4, 1		0	0
13	11	121/2	1.0	0	0	6/4	1	1		V6	c	III		V6	V		6					M	1	0	5, 2, 1		1	5
13	11	123/2	1.0	1/4	1/4	6/4	1	1		V	c	III		V	V							M	1	0	1, 5, 2		1	1
13	11	125/2	1.0	1/2	1/2	6/4	1	1		I6	c	III		I6	I		6					M	1	0	4, 1, 0		0	4
13	11	127/2	1.0	3/4	3/4	6/4	1	1		I	c	III		I	I							M	1	0	0, 4, 1		0	0
13	11	129/2	1.0	1	1	6/4	1	1		V	c	III		V	V							M	1	0	1, 5, 2		1	1
13	11	131/2	1.0	5/4	5/4	6/4	1	1		V7	c	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
14	12	133/2	3.0	0	0	6/4	1	1		I\\	c	III		I	I						\\	M	1	0	0, 4, 1		0	0
14	12	139/2	1.0	3/4	3/4	6/4	1	1		i.V6/iv	c	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
14	12	141/2	1.0	1	1	6/4	1	1		V65/iv	c	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
14	12	143/2	1.0	5/4	5/4	6/4	1	1		V7/iv	c	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
15	13	145/2	1.0	0	0	6/4	1	1		iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	13	147/2	2.0	1/4	1/4	6/4	1	1		iio	c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
15	13	151/2	1.0	3/4	3/4	6/4	1	1		V65	c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
15	13	153/2	2.0	1	1	6/4	1	1		i	c	i		i	i							m	1	1	0, -3, 1		0	0
16	14	157/2	1.0	0	0	6/4	1	1		V	c	i		V	V							M	1	1	1, 5, 2		1	1
16	14	159/2	1.25	1/4	1/4	6/4	1	1		i64	c	i		i64	i		64					m	1	1	1, 0, -3		0	1
16	14	323/4	0.75	9/16	9/16	6/4	1	1		i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	14	163/2	1.0	3/4	3/4	6/4	1	1		iv7	c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
16	14	165/2	2.0	1	1	6/4	1	1		ii%65	c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
17	15	169/2	1.5	0	0	6/4	1	1		i6(11#72)	c	i		i6(11#72)	i		6	11#72				m	1	1	-3, 1, 2, 5	-1	0	-3
17	15	86	0.5	3/8	3/8	6/4	1	1		i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	15	173/2	1.0	1/2	1/2	6/4	1	1		VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
17	15	175/2	1.0	3/4	3/4	6/4	1	1		ii65	c	i		ii65	ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
17	15	177/2	1.0	1	1	6/4	1	1		V	c	i		V	V							M	1	1	1, 5, 2		1	1
17	15	179/2	1.0	5/4	5/4	6/4	1	1		V7	c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	16			0	0	6/4	1	1	1	i\\	c	i		i	i						\\	m	1	1	0, -3, 1		0	0
19	16	181/2	3.0	0	0	6/4	1	1	2	i	c	i		i	i							m	1	1	0, -3, 1		0	0
19	16	187/2	1.0	3/4	3/4	6/4	1	1	2	iv7	c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
19	16	189/2	2.0	1	1	6/4	1	1	2	ii%65	c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
20	17	193/2	1.5	0	0	6/4	1	1		i6(11#72)	c	i		i6(11#72)	i		6	11#72				m	1	1	-3, 1, 2, 5	-1	0	-3
20	17	98	0.5	3/8	3/8	6/4	1	1		i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
20	17	197/2	1.0	1/2	1/2	6/4	1	1		VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
20	17	199/2	1.0	3/4	3/4	6/4	1	1		ii65	c	i		ii65	ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
20	17	201/2	1.0	1	1	6/4	1	1		V	c	i		V	V							M	1	1	1, 5, 2		1	1
20	17	203/2	1.0	5/4	5/4	6/4	1	1		V7	c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	18	205/2	5.5	0	0	6/4	1	1		i\\	c	i		i	i						\\	m	1	1	0, -3, 1		0	0
