mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	3/4	1	1	c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	1	2.0	1/4	1/4	3/4	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	3	3	3.0	0	0	3/4	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	6	6	1.0	0	0	3/4	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	7	7	1.0	1/4	1/4	3/4	1	1	ii%65	c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	3	8	8	1.0	1/2	1/2	3/4	1	1	ii%7	c	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
4	4	9	9	3.0	0	0	3/4	1	1	V|HC}	c	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
5	5	12	12	3.0	0	0	3/4	1	1	VII.IV{	c	VII		IV	IV						{	M	1	0	-1, 3, 0		-1	-1
6	6	15	15	3.0	0	0	3/4	1	1	I6	c	VII		I6	I		6					M	1	0	4, 1, 0		0	4
7	7	18	18	1.0	0	0	3/4	1	1	ii7	c	VII		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
7	7	19	19	1.0	1/4	1/4	3/4	1	1	V(64)	c	VII		V(64)	V			64				M	1	0	1, 0, 4		1	1
7	7	20	20	1.0	1/2	1/2	3/4	1	1	V7	c	VII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
8	8	21	21	1.0	0	0	3/4	1	1	I|IAC}	c	VII		I	I					IAC	}	M	1	0	0, 4, 1		0	0
8	8	22	22	1.0	1/4	1/4	3/4	1	1	v.V65/iv	c	v		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
8	8	23	23	1.0	1/2	1/2	3/4	1	1	V7/iv	c	v		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
9	9	24	24	2.0	0	0	3/4	1	1	iv{	c	v		iv	iv						{	m	1	1	-1, -4, 0		-1	-1
9	9	26	26	1.0	1/2	1/2	3/4	1	1	ii%65	c	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
10	10	27	27	3.0	0	0	3/4	1	1	V2	c	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
11	11	30	30	1.0	0	0	3/4	1	1	i6	c	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	11	31	31	1.0	1/4	1/4	3/4	1	1	V(64)	c	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
11	11	32	32	1.0	1/2	1/2	3/4	1	1	V	c	v		V	V							M	1	1	1, 5, 2		1	1
12	12	33	33	3.0	0	0	3/4	1	1	I|PAC}	c	v		I	I					PAC	}	M	1	1	0, 4, 1		0	0
13	13	36	36	3.0	0	0	3/4	1	1	i.V7{	c	i		V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
14	14	39	39	2.0	0	0	3/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
14	14	41	41	1.0	1/2	1/2	3/4	1	1	V2	c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
15	15	42	42	0.75	0	0	3/4	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	15	171/4	171/4	0.25	3/16	3/16	3/4	1	1	ii%65	c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
15	15	43	43	1.0	1/4	1/4	3/4	1	1	V(64)	c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
15	15	44	44	1.0	1/2	1/2	3/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
16	16	45	45	3.0	0	0	3/4	1	1	i|IAC}	c	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
