mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	3/2	0.25	3/8	3/8	4/4	1	1	E.I	E	I		I	I							M	0	0	0, 4, 1		0	0
1	1	7/4	0.25	7/16	7/16	4/4	1	1	V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1	1	2	0.5	1/2	1/2	4/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1	1	5/2	0.5	5/8	5/8	4/4	1	1	ii65	E	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
1	1	3	0.5	3/4	3/4	4/4	1	1	V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
1	1	7/2	0.5	7/8	7/8	4/4	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	4	2.0	0	0	4/4	1	1	I\\	E	I		I	I						\\	M	0	0	0, 4, 1		0	0
2	2	6	0.5	1/2	1/2	4/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	13/2	0.5	5/8	5/8	4/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	7	0.5	3/4	3/4	4/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	15/2	0.5	7/8	7/8	4/4	1	1	V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	8	0.5	0	0	4/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
3	3	17/2	0.5	1/8	1/8	4/4	1	1	V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	9	0.5	1/4	1/4	4/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	19/2	0.5	3/8	3/8	4/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
3	3	10	0.5	1/2	1/2	4/4	1	1	V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	3	21/2	0.5	5/8	5/8	4/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
3	3	11	0.5	3/4	3/4	4/4	1	1	V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	3	23/2	0.5	7/8	7/8	4/4	1	1	V43/V	E	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
4	4	12	1.0	0	0	4/4	1	1	V\\	E	I		V	V						\\	M	0	0	1, 5, 2		1	1
4	4	13	0.5	1/4	1/4	4/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	27/2	0.5	3/8	3/8	4/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
4	4	14	0.5	1/2	1/2	4/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	29/2	0.5	5/8	5/8	4/4	1	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	4	15	0.5	3/4	3/4	4/4	1	1	ii65	E	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
4	4	31/2	0.5	7/8	7/8	4/4	1	1	ii7	E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
5	5	16	0.5	0	0	4/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
5	5	33/2	0.5	1/8	1/8	4/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	17	0.5	1/4	1/4	4/4	1	1	iii6	E	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
5	5	35/2	0.5	3/8	3/8	4/4	1	1	iiiM7	E	I		iiiM7	iii	M	7					mM7	0	0	4, 1, 5, 9		4	4
5	5	18	0.5	1/2	1/2	4/4	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
5	5	37/2	0.5	5/8	5/8	4/4	1	1	vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
5	5	19	0.5	3/4	3/4	4/4	1	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
5	5	39/2	0.5	7/8	7/8	4/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	20	0.5	0	0	4/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	41/2	0.5	1/8	1/8	4/4	1	1	V64	E	I		V64	V		64					M	0	0	2, 1, 5		1	2
6	6	21	0.5	1/4	1/4	4/4	1	1	V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
6	6	43/2	0.5	3/8	3/8	4/4	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	22	0.5	1/2	1/2	4/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
