mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/4	3/8	1	1		G.I	G	I		I	I							M	0	0	0, 4, 1		0	0
2	1	1	0.5	1/8	1/8	3/8	1	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	1	3/2	0.5	1/4	1/4	3/8	1	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
3	2	2	1.5	0	0	3/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
4	3	7/2	1.5	0	0	3/8	1	1		V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	4	5	1.5	0	0	3/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
6	5	13/2	1.0	0	0	3/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
6	5	15/2	0.5	1/4	1/4	3/8	1	1		IM65	G	I		IM65	I	M	65					MM7	0	0	4, 1, 5, 0		0	4
7	6	8	1.0	0	0	3/8	1	1		IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	9	0.5	1/4	1/4	3/8	1	1		ii7	G	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
8	7	19/2	1.0	0	0	3/8	1	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	21/2	0.5	1/4	1/4	3/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
9	8	11	1.0	0	0	3/8	1	1		V\\	G	I		V	V						\\	M	0	0	1, 5, 2		1	1
10	8	12	0.5	0	1/4	3/8	1	1		V.I	G	V		I	I							M	0	0	0, 4, 1		0	0
11	9	25/2	1.5	0	0	3/8	1	1		V65	G	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	10	14	1.5	0	0	3/8	1	1		I	G	V		I	I							M	0	0	0, 4, 1		0	0
13	11	31/2	1.5	0	0	3/8	1	1		V65	G	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	12	17	1.0	0	0	3/8	1	1		I	G	V		I	I							M	0	0	0, 4, 1		0	0
14	12	18	0.5	1/4	1/4	3/8	1	1		I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	13	37/2	0.5	0	0	3/8	1	1		ii65	G	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
15	13	19	0.5	1/8	1/8	3/8	1	1		I64	G	V		I64	I		64					M	0	0	1, 0, 4		0	1
15	13	39/2	0.5	1/4	1/4	3/8	1	1		ii43	G	V		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
16	14	20	1.0	0	0	3/8	1	1		V	G	V		V	V							M	0	0	1, 5, 2		1	1
16	14	21	0.5	1/4	1/4	3/8	1	1		I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
17	15	43/2	0.5	0	0	3/8	1	1		V(64)	G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
17	15	22	1.0	1/8	1/8	3/8	1	1		V	G	V		V	V							M	0	0	1, 5, 2		1	1
18	16	23	1.5	0	0	3/8	1	1		I\\	G	V		I	I						\\	M	0	0	0, 4, 1		0	0
19	17	49/2	1.0	0	0	3/8	1	1		I.I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
19	17	51/2	0.5	1/4	1/4	3/8	1	1		IM7	G	I		IM7	I	M	7					MM7	0	0	0, 4, 1, 5		0	0
20	18	26	1.0	0	0	3/8	1	1		IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
20	18	27	0.5	1/4	1/4	3/8	1	1		ii7	G	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
21	19	55/2	1.0	0	0	3/8	1	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
21	19	57/2	0.5	1/4	1/4	3/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
22	20	29	1.5	0	0	3/8	1	1		ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
23	21	61/2	1.0	0	0	3/8	1	1		V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
23	21	63/2	0.5	1/4	1/4	3/8	1	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	22	32	1.0	0	0	3/8	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
24	22	33	0.5	1/4	1/4	3/8	1	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
25	23	67/2	1.0	0	0	3/8	1	1		ii65	G	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
