mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
20	19	39	0.5	3/8	3/8	2/4	1	1		V2	d	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
21	20	79/2	2.0	0	0	2/4	1	1		i6	d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	21	83/2	0.5	0	0	2/4	1	1		#vi%7	d	v		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
22	21	42	1.0	1/8	1/8	2/4	1	1		iio	d	v		iio	ii	o						o	1	1	2, -1, -4		2	2
22	21	43	0.5	3/8	3/8	2/4	1	1		ii%43	d	v		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
23	22	87/2	1.0	0	0	2/4	1	1		V	d	v		V	V							M	1	1	1, 5, 2		1	1
23	22	89/2	0.5	1/4	1/4	2/4	1	1		i6	d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	22	45	0.5	3/8	3/8	2/4	1	1		V43	d	v		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
24	23	91/2	0.75	0	0	2/4	1	1		i	d	v		i	i							m	1	1	0, -3, 1		0	0
24	23	185/4	0.25	3/16	3/16	2/4	1	1		ii65	d	v		ii65	ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
24	23	93/2	0.75	1/4	1/4	2/4	1	1		V	d	v		V	V							M	1	1	1, 5, 2		1	1
24	23	189/4	0.25	7/16	7/16	2/4	1	1		V7	d	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
25	24	95/2	0.5	0	0	2/4	1	1		I|PAC}	d	v		I	I					PAC	}	M	1	1	0, 4, 1		0	0
26	24	48	0.5	0	1/8	2/4	1	1		i.V{	d	i		V	V						{	M	1	1	1, 5, 2		1	1
26	24	97/2	1.0	1/8	1/4	2/4	1	1		V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
27	25	99/2	1.0	0	0	2/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
27	25	101/2	1.0	1/4	1/4	2/4	1	1		V43	d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
28	26	103/2	0.5	0	0	2/4	1	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
28	26	52	0.5	1/8	1/8	2/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
28	26	105/2	0.5	1/4	1/4	2/4	1	1		iv.V	d	iv		V	V							M	1	1	1, 5, 2		1	1
28	26	53	0.5	3/8	3/8	2/4	1	1		V43	d	iv		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
29	27	107/2	0.5	0	0	2/4	1	1		i6	d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
29	27	54	1.0	1/8	1/8	2/4	1	1		V	d	iv		V	V							M	1	1	1, 5, 2		1	1
29	27	55	0.5	3/8	3/8	2/4	1	1		V65	d	iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
30	28	111/2	0.5	0	0	2/4	1	1		i	d	iv		i	i							m	1	1	0, -3, 1		0	0
30	28	56	1.5	1/8	1/8	2/4	1	1		iv	d	iv		iv	iv							m	1	1	-1, -4, 0		-1	-1
31	29	115/2	0.5	0	0	2/4	1	1		#viio7	d	iv		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
31	29	58	1.5	1/8	1/8	2/4	1	1		i6	d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
32	30	119/2	0.5	0	0	2/4	1	1		#vi%7	d	iv		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
32	30	60	1.5	1/8	1/8	2/4	1	1		iio	d	iv		iio	ii	o						o	1	1	2, -1, -4		2	2
33	31	123/2	0.5	0	0	2/4	1	1		V7	d	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	31	62	0.25	1/8	1/8	2/4	1	1		VI	d	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
33	31	249/4	0.25	3/16	3/16	2/4	1	1		ii%65	d	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
33	31	125/2	0.75	1/4	1/4	2/4	1	1		V	d	iv		V	V							M	1	1	1, 5, 2		1	1
33	31	253/4	0.25	7/16	7/16	2/4	1	1		V7	d	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
34	32	127/2	0.5	0	0	2/4	1	1		i|PAC}	d	iv		i	i					PAC	}	m	1	1	0, -3, 1		0	0
34	32	64	0.5	1/8	1/8	2/4	1	1		VII.V{	d	VII		V	V						{	M	1	0	1, 5, 2		1	1
34	32	129/2	1.0	1/4	1/4	2/4	1	1		V65	d	VII		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
35	33	131/2	1.0	0	0	2/4	1	1		I	d	VII		I	I							M	1	0	0, 4, 1		0	0
35	33	133/2	1.0	1/4	1/4	2/4	1	1		V43	d	VII		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
36	34	135/2	0.5	0	0	2/4	1	1		I6	d	VII		I6	I		6					M	1	0	4, 1, 0		0	4
36	34	68	1.5	1/8	1/8	2/4	1	1		I	d	VII		I	I							M	1	0	0, 4, 1		0	0
37	35	139/2	0.5	0	0	2/4	1	1		IV6	d	VII		IV6	IV		6					M	1	0	3, 0, -1		-1	3
37	35	70	1.0	1/8	1/8	2/4	1	1		I	d	VII		I	I							M	1	0	0, 4, 1		0	0
37	35	71	0.5	3/8	3/8	2/4	1	1		V65/IV	d	VII		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
38	36	143/2	1.0	0	0	2/4	1	1		IV	d	VII		IV	IV							M	1	0	-1, 3, 0		-1	-1
38	36	145/2	1.0	1/4	1/4	2/4	1	1		ii43	d	VII		ii43	ii		43					mm7	1	0	3, 0, 2, -1		2	3
39	37	147/2	0.5	0	0	2/4	1	1		I6	d	VII		I6	I		6					M	1	0	4, 1, 0		0	4
39	37	74	0.5	1/8	1/8	2/4	1	1		ii65	d	VII		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
39	37	149/2	0.75	1/4	1/4	2/4	1	1		V	d	VII		V	V							M	1	0	1, 5, 2		1	1
39	37	301/4	0.25	7/16	7/16	2/4	1	1		V7	d	VII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
40	38	151/2	0.5	0	0	2/4	1	1		I|PAC}	d	VII		I	I					PAC	}	M	1	0	0, 4, 1		0	0
40	38	76	0.5	1/8	1/8	2/4	1	1		i.VII{	d	i		VII	VII						{	M	1	1	-2, 2, -1		-2	-2
40	38	153/2	1.0	1/4	1/4	2/4	1	1		V65/III	d	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
41	39	155/2	1.0	0	0	2/4	1	1		III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
41	39	157/2	1.0	1/4	1/4	2/4	1	1		III+6	d	i		III+6	III	+	6					+	1	1	1, 5, -3		-3	1
42	40	159/2	1.0	0	0	2/4	1	1		VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
42	40	161/2	1.0	1/4	1/4	2/4	1	1		VI6	d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
43	41	163/2	1.0	0	0	2/4	1	1		iio	d	i		iio	ii	o						o	1	1	2, -1, -4		2	2
43	41	165/2	1.0	1/4	1/4	2/4	1	1		ii6	d	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
44	42	167/2	1.0	0	0	2/4	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
44	42	169/2	1.0	1/4	1/4	2/4	1	1		V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
45	43	171/2	1.0	0	0	2/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
45	43	173/2	1.0	1/4	1/4	2/4	1	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
46	44	175/2	0.5	0	0	2/4	1	1		V|HC.PHR}	d	i		V	V					HC.PHR	}	M	1	1	1, 5, 2		1	1
46	44	88	1.0	1/8	1/8	2/4	1	1		i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
46	44	89	0.5	3/8	3/8	2/4	1	1		i64	d	i		i64	i		64					m	1	1	1, 0, -3		0	1
47	45	179/2	0.5	0	0	2/4	1	1		IV7	d	i		IV7	IV		7					Mm7	1	1	-1, 3, 0, -3		-1	-1
47	45	90	1.0	1/8	1/8	2/4	1	1		V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
47	45	91	0.5	3/8	3/8	2/4	1	1		V2	d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
48	46	183/2	0.5	0	0	2/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
48	46	92	1.0	1/8	1/8	2/4	1	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
48	46	93	0.5	3/8	3/8	2/4	1	1		iv2	d	i		iv2	iv		2					mm7	1	1	-3, -1, -4, 0		-1	-3
49	47	187/2	0.5	0	0	2/4	1	1		V43	d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
49	47	94	0.5	1/8	1/8	2/4	1	1		V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
49	47	189/2	1.0	1/4	1/4	2/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
50	48	191/2	1.5	0	0	2/4	1	1		V|HC.SIM}	d	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
50	48	96	0.0	1/8	1/8	2/4	1	1		{	d	i									{		1	1				
50	48	97	0.5	3/8	3/8	2/4	1	1		V43	d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
51	49	195/2	0.5	0	0	2/4	1	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
51	49	98	1.0	1/8	1/8	2/4	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
51	49	99	0.5	3/8	3/8	2/4	1	1		V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
52	50	199/2	1.0	0	0	2/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
52	50	201/2	1.0	1/4	1/4	2/4	1	1		V65/iv	d	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
53	51	203/2	1.0	0	0	2/4	1	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
53	51	205/2	1.0	1/4	1/4	2/4	1	1		V65/iv	d	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
54	52	207/2	0.5	0	0	2/4	1	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
54	52	104	1.5	1/8	1/8	2/4	1	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
55	53	211/2	0.5	0	0	2/4	1	1		#vii%7	d	i		#vii%7	#vii	%	7					%7	1	1	5, 2, -1, 3		5	5
55	53	106	1.5	1/8	1/8	2/4	1	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
56	54	215/2	0.5	0	0	2/4	1	1		#vi%7	d	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
56	54	108	1.0	1/8	1/8	2/4	1	1		iio	d	i		iio	ii	o						o	1	1	2, -1, -4		2	2
56	54	109	0.5	3/8	3/8	2/4	1	1		V65(4)	d	i		V65(4)	V		65	4				Mm7	1	1	0, 2, -1, 1		1	0
57	55	219/2	0.5	0	0	2/4	1	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
57	55	110	0.5	1/8	1/8	2/4	1	1		#vi%7	d	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
57	55	221/2	0.75	1/4	1/4	2/4	1	1		V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
57	55	445/4	0.25	7/16	7/16	2/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
58	56	223/2	0.5	0	0	2/4	1	1		V|HC.SIM}	d	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
58	56	112	1.0	1/8	1/8	2/4	1	1		i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
58	56	113	0.5	3/8	3/8	2/4	1	1		i64	d	i		i64	i		64					m	1	1	1, 0, -3		0	1
59	57	227/2	0.5	0	0	2/4	1	1		IV7	d	i		IV7	IV		7					Mm7	1	1	-1, 3, 0, -3		-1	-1
59	57	114	1.0	1/8	1/8	2/4	1	1		V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
59	57	115	0.5	3/8	3/8	2/4	1	1		V2	d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
60	58	231/2	2.0	0	0	2/4	1	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
61	59	235/2	0.5	0	0	2/4	1	1		#vi%7	d	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
61	59	118	1.0	1/8	1/8	2/4	1	1		iio	d	i		iio	ii	o						o	1	1	2, -1, -4		2	2
61	59	119	0.5	3/8	3/8	2/4	1	1		ii%43	d	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
62	60	239/2	1.0	0	0	2/4	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
62	60	241/2	1.0	1/4	1/4	2/4	1	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
63	61	243/2	0.75	0	0	2/4	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
63	61	489/4	0.25	3/16	3/16	2/4	1	1		ii%65	d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
63	61	245/2	0.75	1/4	1/4	2/4	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
63	61	493/4	0.25	7/16	7/16	2/4	1	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
64	62			0	0	2/4	1	1	1	i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
65	62	247/2	2.0	0	0	2/4	1	1	2	i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
