mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	3/4	1	1		g.i{	g	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	1	2.0	1/4	1/4	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	3	3	1.0	0	0	3/4	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
2	2	4	4	0.5	1/4	1/4	3/4	1	1		i(4)	g	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
2	2	9/2	9/2	0.5	3/8	3/8	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	5	5	1.0	1/2	1/2	3/4	1	1		V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
3	3	6	6	1.0	0	0	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	7	7	2.0	1/4	1/4	3/4	1	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	9	9	2.0	0	0	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	11	11	1.0	1/2	1/2	3/4	1	1		V|HC.SIM}	g	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
5	5	12	12	1.0	0	0	3/4	1	1		i{	g	i		i	i						{	m	1	1	0, -3, 1		0	0
5	5	13	13	2.0	1/4	1/4	3/4	1	1		III.V65	g	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
6	6	15	15	2.0	0	0	3/4	1	1		I	g	III		I	I							M	1	0	0, 4, 1		0	0
6	6	17	17	1.0	1/2	1/2	3/4	1	1		I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
7	7	18	18	0.5	0	0	3/4	1	1		V2	g	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
7	7	37/2	37/2	0.5	1/8	1/8	3/4	1	1		I	g	III		I	I							M	1	0	0, 4, 1		0	0
7	7	19	19	2.0	1/4	1/4	3/4	1	1		V	g	III		V	V							M	1	0	1, 5, 2		1	1
8	8		21		0	0	3/4	1	1	1	I|PAC}	g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
8	8		22		1/4	1/4	3/4	1	1	1	i.III{	g	i		III	III						{	M	1	1	-3, 1, -2		-3	-3
8	8		47/2		5/8	5/8	3/4	1	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	8	21	24	1.0	0	0	3/4	1	1	2	I|PAC}	g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
