mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
2	1	1/2	2.0	0	0	6/4	1	1	C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	5/2	1.0	1/2	1/2	6/4	1	1	ii65	C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
2	1	7/2	1.0	3/4	3/4	6/4	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
2	1	9/2	1.5	1	1	6/4	1	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	1	6	0.5	11/8	11/8	6/4	1	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	2	13/2	3.0	0	0	6/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
3	2	19/2	1.0	3/4	3/4	6/4	1	1	V43/V	C	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
3	2	21/2	1.0	1	1	6/4	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
3	2	23/2	1.0	5/4	5/4	6/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	3	25/2	3.0	0	0	6/4	1	1	V|HC.SIM}{	C	I		V	V					HC.SIM	}{	M	0	0	1, 5, 2		1	1
4	3	31/2	1.0	3/4	3/4	6/4	1	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	3	33/2	1.0	1	1	6/4	1	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	35/2	1.0	5/4	5/4	6/4	1	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	4	37/2	3.0	0	0	6/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
5	4	43/2	2.0	3/4	3/4	6/4	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
5	4	47/2	1.0	5/4	5/4	6/4	1	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
6	5	49/2	3.0	0	0	6/4	1	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	55/2	3.0	3/4	3/4	6/4	1	1	ii65	C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
7	6	61/2	2.0	0	0	6/4	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
7	6	65/2	1.0	1/2	1/2	6/4	1	1	v6	C	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
7	6	67/2	1.0	3/4	3/4	6/4	1	1	V2/IV	C	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
7	6	69/2	1.0	1	1	6/4	1	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
7	6	71/2	1.0	5/4	5/4	6/4	1	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
8	7	73/2	2.0	0	0	6/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
8	7	77/2	1.0	1/2	1/2	6/4	1	1	V|HC.SIM}{	C	I		V	V					HC.SIM	}{	M	0	0	1, 5, 2		1	1
8	7	79/2	1.0	3/4	3/4	6/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
8	7	81/2	1.0	1	1	6/4	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
8	7	83/2	1.0	5/4	5/4	6/4	1	1	V.V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
9	8	85/2	2.0	0	0	6/4	1	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
9	8	89/2	1.0	1/2	1/2	6/4	1	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
9	8	91/2	1.0	3/4	3/4	6/4	1	1	ii65	C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
9	8	93/2	1.0	1	1	6/4	1	1	V(4)	C	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
9	8	95/2	1.0	5/4	5/4	6/4	1	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	9	97/2	6.0	0	0	6/4	1	1	I|PAC}	C	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
12	10	109/2	3.0	0	0	6/4	1	1	I.V{	C	I		V	V						{	M	0	0	1, 5, 2		1	1
12	10	115/2	1.0	3/4	3/4	6/4	1	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	10	117/2	1.0	1	1	6/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
12	10	119/2	1.0	5/4	5/4	6/4	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
