mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.0	0	3/8	4/4	1	1	Bb.I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
1	0	2	2	0.5	1/2	7/8	4/4	1	1	I64	Bb	I		I64	I		64					M	0	0	1, 0, 4		0	1
2	1	5/2	5/2	1.5	0	0	4/4	1	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
2	1	4	4	0.5	3/8	3/8	4/4	1	1	I64	Bb	I		I64	I		64					M	0	0	1, 0, 4		0	1
2	1	9/2	9/2	1.0	1/2	1/2	4/4	1	1	ii6(2)	Bb	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
2	1	11/2	11/2	1.0	3/4	3/4	4/4	1	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
3	2	13/2	13/2	1.0	0	0	4/4	1	1	I6(2)	Bb	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
3	2	15/2	15/2	1.0	1/4	1/4	4/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	17/2	17/2	1.0	1/2	1/2	4/4	1	1	IV(9)	Bb	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
3	2	19/2	19/2	0.5	3/4	3/4	4/4	1	1	IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	2	10	10	0.5	7/8	7/8	4/4	1	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	3	21/2	21/2	1.0	0	0	4/4	1	1	I(4)	Bb	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
4	3	23/2	23/2	0.5	1/4	1/4	4/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
4	3	12	12	0.5	3/8	3/8	4/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	25/2	25/2	2.0	1/2	1/2	4/4	1	1	ii65	Bb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
5	4	29/2	29/2	2.0	0	0	4/4	1	1	V|HC.CON}	Bb	I		V	V					HC.CON	}	M	0	0	1, 5, 2		1	1
5	4	16	16	0.0	3/8	3/8	4/4	1	1	{	Bb	I									{		0	0				
5	4	33/2	33/2	2.0	1/2	1/2	4/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	37/2	37/2	1.0	0	0	4/4	1	1	IV(9)	Bb	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
6	5	39/2	39/2	1.0	1/4	1/4	4/4	1	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	41/2	41/2	2.0	1/2	1/2	4/4	1	1	ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
7	6	45/2	45/2	1.0	0	0	4/4	1	1	iii(9)	Bb	I		iii(9)	iii			9				m	0	0	4, 1, 5	-1	4	4
7	6	47/2	47/2	1.0	1/4	1/4	4/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
7	6	49/2	49/2	2.0	1/2	1/2	4/4	1	1	V.ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
8	7	53/2	53/2	2.0	0	0	4/4	1	1	V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
8	7	57/2	57/2	2.0	1/2	1/2	4/4	1	1	V65/IV	Bb	V		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
9	8	61/2	61/2	2.0	0	0	4/4	1	1	IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
9	8	65/2	65/2	1.0	1/2	1/2	4/4	1	1	V6/V	Bb	V		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
9	8	67/2	67/2	1.0	3/4	3/4	4/4	1	1	V65/V	Bb	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
10	9	69/2	69/2	1.0	0	0	4/4	1	1	V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
10	9	71/2	71/2	1.0	1/4	1/4	4/4	1	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
10	9	73/2	73/2	0.5	1/2	1/2	4/4	1	1	IVM7(9)	Bb	V		IVM7(9)	IV	M	7	9				MM7	0	0	-1, 3, 0, 4	1	-1	-1
10	9	37	37	0.5	5/8	5/8	4/4	1	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
10	9	75/2	75/2	1.0	3/4	3/4	4/4	1	1	V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
11	10	77/2	77/2	5.5	0	0	4/4	1	1	I|PAC}	Bb	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
13	11	44	44	1.5	0	3/8	4/4	1	1	I.V{	Bb	I		V	V						{	M	0	0	1, 5, 2		1	1
13	11	91/2	91/2	1.0	3/8	3/4	4/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	12	93/2	93/2	2.0	0	0	4/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
14	12	97/2	97/2	0.5	1/2	1/2	4/4	1	1	vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
14	12	49	49	0.5	5/8	5/8	4/4	1	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
14	12	99/2	99/2	1.0	3/4	3/4	4/4	1	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	13	101/2	101/2	2.0	0	0	4/4	1	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	13	105/2	105/2	2.0	1/2	1/2	4/4	1	1	vi.iio6	Bb	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
16	14	109/2	109/2	1.0	0	0	4/4	1	1	V	Bb	vi		V	V							M	0	1	1, 5, 2		1	1
