mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
6	5	22	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	86									
6	5	45/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	87									
6	5	23	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	88									
7	6	47/2	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	89									
7	6	24	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	90									
7	6	97/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	91									
7	6	49/2	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	92									
7	6	99/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	93									
7	6	25	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	94									
7	6	101/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	95									
7	6	51/2	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	96	ornamentShortTrill								9
7	6	103/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	97									9
7	6	26	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	98									9
7	6	105/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	99									9
7	6	53/2	0.75		3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	100	ornamentShortTrill								9
7	6	109/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	101									
7	6	47/2	0.0		0	0	FiguredBass	4/4	2	1	0										1/4	7_			
7	6	47/2	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	102									
7	6	24	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	103									
7	6	49/2	0.0		1/4	1/4	FiguredBass	4/4	2	1	0										1/8	6	4	3	
7	6	49/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	104									
7	6	25	0.0		3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6	5		
7	6	25	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	105									
7	6	51/2	0.25		1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	106									
7	6	103/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	107									
7	6	26	0.25		5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	108									
7	6	105/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	109									
7	6	53/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	110									
7	6	27	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	111									
8	7	55/2	0.0		0	0	StaffText	4/4	1	1	0							)							
8	7	55/2	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	112									
8	7	28	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	113									
8	7	113/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	114									
8	7	57/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	115									
8	7	29	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	116									
8	7	59/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	117									
8	7	30	1.0		5/8	5/8	Chord	4/4	1	1	1/4			1/4	1	118									10
8	7	31	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	119	ornamentShortTrill								
8	7	125/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	120									
8	7	55/2	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	121									
8	7	29	0.0		3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6			
8	7	29	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	122									
8	7	59/2	0.0		1/2	1/2	FiguredBass	4/4	2	1	0										1/8	6			
8	7	59/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	123									
8	7	30	0.0		5/8	5/8	FiguredBass	4/4	2	1	0										1/8	#6	4	3	
8	7	30	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	124									
8	7	61/2	0.0		3/4	3/4	FiguredBass	4/4	2	1	0										1/8	5	4_		
8	7	61/2	0.25		3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	125									
8	7	123/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	126									
8	7	31	0.0		7/8	7/8	FiguredBass	4/4	2	1	0										1/8	#3_			
8	7	31	0.25		7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	127									
8	7	125/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	128									
9	8	63/2	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	129									
9	8	32	1.0		1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	130	ornamentShortTrill								11
9	8	33	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	131	ornamentShortTrill								
9	8	133/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	132									
9	8	67/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	133									
9	8	34	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	134									
9	8	69/2	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	135									
9	8	139/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	136									
9	8	35	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	137									
9	8	141/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	138									
9	8	63/2	0.0		0	0	FiguredBass	4/4	2	1	0										1/8	6			
9	8	63/2	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	139									
9	8	32	0.0		1/8	1/8	FiguredBass	4/4	2	1	0										1/8	#6	4	3	
9	8	32	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	140									
9	8	65/2	0.0		1/4	1/4	FiguredBass	4/4	2	1	0										1/8	5	4_		
9	8	65/2	0.25		1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	141									
9	8	131/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	142									
9	8	33	0.0		3/8	3/8	FiguredBass	4/4	2	1	0										1/16	#3			
9	8	33	0.25		3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	143									
9	8	133/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	144									
9	8	67/2	0.0		1/2	1/2	FiguredBass	4/4	2	1	0										1/4	6_			
9	8	67/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	145									
9	8	34	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	146									
9	8	69/2	0.0		3/4	3/4	FiguredBass	4/4	2	1	0										1/8	4			
9	8	69/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	147									
9	8	35	0.0		7/8	7/8	FiguredBass	4/4	2	1	0										1/8	7	#3		
9	8	35	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	148									
10	9	71/2	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	149	ornamentShortTrill								
10	9	36	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	150									
10	9	145/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	151									
10	9	73/2	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	152									
10	9	147/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	153									
10	9	37	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	154									
10	9	149/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	155									
10	9	75/2	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	156									
10	9	151/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	157									
10	9	38	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	158									
10	9	153/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	159									
10	9	77/2	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	160									
10	9	155/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	161									
10	9	39	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	162									
10	9	157/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	163									
10	9	71/2	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	164									
10	9	37	0.0		3/8	3/8	FiguredBass	4/4	2	1	0										1/8	7	#3		
10	9	37	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	165									
10	9	75/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	166									
10	9	39	0.0		7/8	7/8	FiguredBass	4/4	2	1	0										1/8	7	#3		
10	9	39	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	167									
11	10	79/2	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	168									
11	10	159/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	169									
11	10	40	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	170									
11	10	161/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	171									
11	10	81/2	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	172									
11	10	163/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	173									
11	10	41	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	174									
11	10	165/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	175									
11	10	83/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	176	ornamentShortTrill								
11	10	42	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	177									
11	10	169/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	178									
11	10	85/2	0.75		3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	179	ornamentShortTrill								
11	10	173/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	180									
11	10	79/2	0.0		0	0	FiguredBass	4/4	2	1	0										1/4	_			
11	10	79/2	0.25		0	0	Chord	4/4	2	1	1/16			1/16	1	181									
11	10	159/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	182									
11	10	40	0.25		1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	183									
11	10	161/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	184									
11	10	81/2	0.25		1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	185									
11	10	163/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	186									
11	10	41	0.25		3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	187									
11	10	165/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	188									
11	10	83/2	0.0		1/2	1/2	FiguredBass	4/4	2	1	0										1/8	#3			
11	10	83/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	189									
11	10	42	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	190									
11	10	85/2	0.0		3/4	3/4	FiguredBass	4/4	2	1	0										1/4	#3_			
11	10	85/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	191									
11	10	43	0.0		7/8	7/8	FiguredBass	4/4	2	1	0										1/8	7			
11	10	43	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	192									
12	11	87/2	0.0		0	0	StaffText	4/4	1	1	0							)							
12	11	87/2	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	193									
12	11	44	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	194									
12	11	177/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	195									
12	11	89/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	196									
12	11	45	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	197									
12	11	91/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	198									
12	11	46	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	199									
12	11	93/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	200									
12	11	47	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	201									
12	11	87/2	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	202									
12	11	45	0.0		3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6			
12	11	45	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	203									
12	11	91/2	0.0		1/2	1/2	FiguredBass	4/4	2	1	0										1/16	7			
12	11	91/2	0.25		1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	204									
12	11	183/4	0.0		9/16	9/16	FiguredBass	4/4	2	1	0										3/16	7_			
12	11	183/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	205									
12	11	46	0.25		5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	206									
12	11	185/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	207									
12	11	93/2	0.0		3/4	3/4	FiguredBass	4/4	2	1	0										1/16	7			
12	11	93/2	0.25		3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	208									
12	11	187/4	0.0		13/16	13/16	FiguredBass	4/4	2	1	0										3/16	7_			
12	11	187/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	209									
12	11	47	0.25		7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	210									
12	11	189/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	211									
13	12	95/2	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	212									
13	12	48	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	213									
13	12	97/2	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	214									
13	12	195/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	215									
13	12	49	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	216	ornamentShortTrill								
13	12	197/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	217									
13	12	99/2	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	218									
13	12	199/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	219									
13	12	50	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	220									
13	12	201/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	221									
13	12	101/2	0.75		3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	222	ornamentShortTrill								
13	12	205/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	223									
13	12	95/2	0.0		0	0	FiguredBass	4/4	2	1	0										1/16	7	#3		
13	12	95/2	0.25		0	0	Chord	4/4	2	1	1/16			1/16	1	224									
13	12	191/4	0.0		1/16	1/16	FiguredBass	4/4	2	1	0										3/16	3_			
13	12	191/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	225									
13	12	48	0.25		1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	226									
13	12	193/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	227									
13	12	97/2	0.0		1/4	1/4	FiguredBass	4/4	2	1	0										1/8	7			
13	12	97/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	228									
13	12	49	0.0		3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6	5		
13	12	99/2	0.0		1/2	1/2	FiguredBass	4/4	2	1	0										1/8	4+			
13	12	99/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	229									
13	12	50	0.0		5/8	5/8	FiguredBass	4/4	2	1	0										1/8	6_			
13	12	50	0.25		5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	230									
13	12	201/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	231									
13	12	101/2	0.0		3/4	3/4	FiguredBass	4/4	2	1	0										1/4	#3_			
13	12	101/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	232									
13	12	51	0.0		7/8	7/8	FiguredBass	4/4	2	1	0										1/8	7			
13	12	51	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	233									
14	13	103/2	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	234									
14	13	103/2	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	235									
15	13	52	0.25		0	1/8	Chord	4/4	1	1	1/16			1/16	1	236									
15	13	209/4	0.25		1/16	3/16	Chord	4/4	1	1	1/16			1/16	1	237									
15	13	105/2	0.5		1/8	1/4	Chord	4/4	1	1	1/8			1/8	1	238									
15	13	53	0.5		1/4	3/8	Chord	4/4	1	1	1/8			1/8	1	239									
15	13	107/2	0.5		3/8	1/2	Chord	4/4	1	1	1/8			1/8	1	240									12
15	13	54	0.25		1/2	5/8	Chord	4/4	1	1	1/16			1/16	1	241	ornamentShortTrill								
15	13	217/4	0.25		9/16	11/16	Chord	4/4	1	1	1/16			1/16	1	242									
15	13	109/2	0.25		5/8	3/4	Chord	4/4	1	1	1/16			1/16	1	243									
15	13	219/4	0.25		11/16	13/16	Chord	4/4	1	1	1/16			1/16	1	244									13
15	13	55	0.25		3/4	7/8	Chord	4/4	1	1	1/16			1/16	1	245	ornamentShortTrill								
15	13	221/4	0.25		13/16	15/16	Chord	4/4	1	1	1/16			1/16	1	246									
15	13	52	0.0		0	1/8	StaffText	4/4	2	1	0							Reprise							
15	13	54	0.0		1/2	5/8	FiguredBass	4/4	2	1	0										1/16	6			
15	13	54	0.25		1/2	5/8	Chord	4/4	2	1	1/16			1/16	1	247									
15	13	217/4	0.25		9/16	11/16	Chord	4/4	2	1	1/16			1/16	1	248									
15	13	109/2	0.0		5/8	3/4	FiguredBass	4/4	2	1	0										1/8	3			
15	13	109/2	0.5		5/8	3/4	Chord	4/4	2	1	1/8			1/8	1	249									
15	13	55	0.5		3/4	7/8	Chord	4/4	2	1	1/8			1/8	1	250									
