mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
4	3	13	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	70								
4	3	27/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	6_		
4	3	27/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	71								
4	3	14	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	72								
5	4	29/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	73	ornamentShortTrill							
5	4	15	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura		1/8	1	74								
5	4	15	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	75								
5	4	31/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	76	ornamentMordent							0
5	4	65/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	77								
5	4	33/2	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	78	ornamentMordent							1
5	4	69/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	79								
5	4	35/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	80	ornamentMordent							2
5	4	73/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	81								
5	4	29/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/8	#3		
5	4	29/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	82								
5	4	15	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	83								
5	4	31/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	84	ornamentMordent							
5	4	16	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	85								
5	4	33/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	_		
5	4	33/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	86								
5	4	17	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	87								
5	4	35/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	88	ornamentShortTrill							
5	4	18	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	89								
6	5	37/2	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	90	ornamentMordent							3
6	5	77/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	91								
6	5	39/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	92								
6	5	79/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	93								
6	5	20	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	94	ornamentShortTrill							
6	5	81/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	95								
6	5	41/2	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	96	ornamentMordent							
6	5	85/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	97								
6	5	43/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	98	ornamentShortTrill							
6	5	89/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	99								
6	5	37/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	100								
6	5	19	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	101								
6	5	39/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	102								
6	5	20	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	7	#3	
6	5	20	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	103								
6	5	41/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	5_		
6	5	41/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	104								
6	5	21	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	105								
6	5	43/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	#3		
6	5	43/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	106								
6	5	22	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	107								
7	6	45/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	108								
7	6	47/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	109	ornamentMordent							4
7	6	97/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	110								
7	6	49/2	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	111	ornamentMordent							5
7	6	101/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	112								
7	6	51/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	113	ornamentMordent							6
7	6	105/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	114								
7	6	45/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	115								
7	6	23	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	116								
7	6	47/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	117								
7	6	24	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	118								
7	6	49/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	5/		
7	6	49/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	119	ornamentShortTrill							
7	6	25	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	120								
7	6	51/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	121								
7	6	26	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	122								
8	7	53/2	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	123	ornamentMordent							7
8	7	109/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	124								
8	7	55/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	125								8
8	7	111/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	126								
8	7	28	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	127	ornamentShortTrill							9
8	7	113/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	128								
8	7	57/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	129	ornamentMordent							
8	7	29	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	130								
8	7	59/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	131								
8	7	30	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	132	ornamentShortTrill							
8	7	29	0.5	5/8	5/8	Chord	4/4	1	2	1/8			1/8	1	133								
8	7	59/2	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	134								
8	7	30	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	135								
8	7	53/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/8	5/		
8	7	53/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	136								
8	7	27	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	137								
8	7	55/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	138								
8	7	28	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	5/		
8	7	28	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	139								
8	7	57/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	140								
8	7	29	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/8	6		
8	7	29	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	141								
8	7	59/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	6	5	
8	7	59/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	142								
8	7	30	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	#3		
8	7	30	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	143								
9	8	61/2	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	144								
9	8	61/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	145								
9	8	31	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	146								
9	8	63/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	147								
9	8	61/2	1.5	0	0	Chord	4/4	2	2	3/8			1/4	3/2	148								
10	8	32	0.0	0	3/8	StaffText	4/4	1	1	0							"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Reprise"						
10	8	32	0.25	0	3/8	Chord	4/4	1	1	1/16			1/16	1	149								
10	8	129/4	0.25	1/16	7/16	Chord	4/4	1	1	1/16			1/16	1	150								
10	8	65/2	0.5	1/8	1/2	Chord	4/4	1	1	1/8			1/8	1	151	ornamentShortTrill							
10	8	33	0.5	1/4	5/8	Chord	4/4	1	1	1/8			1/8	1	152								
10	8	67/2	0.5	3/8	3/4	Chord	4/4	1	1	1/8			1/8	1	153	ornamentMordent							
10	8	34	0.5	1/2	7/8	Chord	4/4	1	1	1/8			1/8	1	154	ornamentTurn							
10	8	34	0.25	1/2	7/8	Chord	4/4	2	1	1/16			1/16	1	155								
10	8	137/4	0.25	9/16	15/16	Chord	4/4	2	1	1/16			1/16	1	156								
11	9	69/2	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	157								
11	9	36	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	158								
11	9	145/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	159								
11	9	73/2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura		1/8	1	160								
11	9	73/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	161								
11	9	37	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	162								
11	9	149/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	163								
11	9	75/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	164								
11	9	151/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	165								
11	9	38	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	166								
11	9	153/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	167								
11	9	69/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/2	6_		
11	9	69/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	168	ornamentShortTrill							
11	9	35	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	169								
11	9	71/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	170								
11	9	36	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	171								
11	9	73/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	172								
11	9	37	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	173								
11	9	75/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	6_	5	
11	9	75/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	174								
11	9	38	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	175								
12	10	77/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	176	ornamentShortTrill							
12	10	39	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura		1/8	1	177								
12	10	39	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	178								
12	10	79/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	179								
12	10	40	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	180	ornamentMordent							
12	10	161/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	181								
12	10	81/2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura		1/8	1	182								
12	10	81/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	183								
12	10	41	0.0	5/8	5/8	Chord	4/4	1	1	0	appoggiatura		1/8	1	184								
12	10	41	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	185								
12	10	83/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	186								
12	10	42	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	187	ornamentMordent							
12	10	169/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	188								
12	10	77/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	#3_		
12	10	77/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	189								
12	10	39	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	190								
12	10	79/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/8	6		
12	10	79/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	191	ornamentShortTrill							
12	10	40	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	192								
12	10	81/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	4+_		
12	10	81/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	193	ornamentMordent							
12	10	41	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	194								
12	10	83/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	6_		
12	10	83/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	195	ornamentMordent							
12	10	42	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	196								
13	11	85/2	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	197								
13	11	85/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	198								
13	11	43	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura		1/8	1	199								
13	11	43	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	200								
13	11	87/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	201								
13	11	44	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	202	ornamentMordent							
13	11	177/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	203								
13	11	89/2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura		1/8	1	204								
13	11	89/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	205								
13	11	45	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	206								
13	11	181/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	207								
13	11	91/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	208								
13	11	46	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	209	ornamentShortTrill							
13	11	85/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	4+_		
13	11	85/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	210								
13	11	43	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	211								
13	11	87/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/8	6		
13	11	87/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	212	ornamentMordent							
13	11	44	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	213								
13	11	89/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	6_	5	
13	11	89/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	214								
13	11	45	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	215								
13	11	91/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	6	4	
13	11	91/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	216								
13	11	46	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	#3		
13	11	46	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	217								
14	12	93/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	218								
14	12	47	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	219								
14	12	189/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	220								
14	12	95/2	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura		1/8	1	221								
14	12	95/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	222	ornamentMordent							
14	12	97/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	223								
14	12	49	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	224								
14	12	197/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	225								
14	12	99/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura		1/8	1	226								
14	12	99/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	227	ornamentMordent							
14	12	93/2	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	228	ornamentMordent							
14	12	48	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	7_	#3	
14	12	48	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	229								
14	12	193/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	230								
14	12	97/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										3/8	5	4	
14	12	97/2	0.0	1/2	1/2	Chord	4/4	2	1	0	appoggiatura		1/8	1	231								
14	12	97/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	232								
14	12	50	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	3_		
14	12	50	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	233	ornamentShortTrill							
14	12	201/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	234								
15	13	101/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	235								
15	13	51	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	236								
15	13	205/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	237								
15	13	103/2	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura		1/8	1	238								
15	13	103/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	239	ornamentMordent							
15	13	105/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	240								
15	13	53	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	241								10
15	13	213/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	242								
15	13	107/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	243								11
15	13	215/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	244								
15	13	54	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	245								12
15	13	217/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	246								
15	13	101/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	5	4	
15	13	101/2	0.0	0	0	Chord	4/4	2	1	0	appoggiatura		1/8	1	247								
15	13	101/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	248								
15	13	103/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/16	3		
15	13	103/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	249								
15	13	207/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	250								
15	13	52	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	251								
15	13	209/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	252								
15	13	105/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	7		
15	13	105/2	0.0	1/2	1/2	Chord	4/4	2	1	0	appoggiatura		1/8	1	253								
15	13	105/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	254	ornamentMordent							
15	13	107/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	5/_		
15	13	107/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	255	ornamentShortTrill							
