mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
15	13	54	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	256								
16	14	109/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	257	ornamentShortTrill							
16	14	55	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura		1/8	1	258								
16	14	55	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	259								
16	14	111/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	260	ornamentMordent							13
16	14	225/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	261								
16	14	113/2	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	262	ornamentMordent							14
16	14	229/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	263								
16	14	115/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	264	ornamentMordent							15
16	14	233/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	265								
16	14	109/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	266	ornamentMordent							
16	14	55	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	267								
16	14	111/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	268	ornamentMordent							
16	14	56	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	269								
16	14	113/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	270	ornamentMordent							
16	14	57	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	271								
16	14	115/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	5/		
16	14	115/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	272	ornamentShortTrill							
16	14	58	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	273								
17	15	117/2	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	274								
17	15	235/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	275								
17	15	59	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	276								
17	15	237/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	277								
17	15	119/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	278								
17	15	239/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	279								
17	15	60	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	280								
17	15	241/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	281								
17	15	121/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	282								
17	15	243/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	283								
17	15	61	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	284								
17	15	245/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	285								
17	15	123/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	286	ornamentShortTrill							
17	15	249/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	287								
17	15	117/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	_		
17	15	117/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	288								
17	15	59	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	289								
17	15	119/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	_		
17	15	119/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	290								
17	15	60	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	291								
17	15	121/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/16	4+		
17	15	121/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	292	ornamentShortTrill							
17	15	243/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	293								
17	15	61	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/16	6		
17	15	61	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	294								
17	15	245/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	295								
17	15	123/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	296								
17	15	123/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	297								
17	15	62	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	298								
18	16	125/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	299								
18	16	127/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	300	ornamentMordent							16
18	16	257/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	301								
18	16	129/2	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	302	ornamentMordent							17
18	16	261/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	303								
18	16	131/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	304	ornamentMordent							18
18	16	265/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	305								
18	16	125/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	306								
18	16	63	1.0	1/8	1/8	Chord	4/4	2	1	1/4			1/4	1	307	ornamentMordent							
18	16	64	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	308								
18	16	129/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	4+		
18	16	129/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	309								
18	16	65	1.0	5/8	5/8	Chord	4/4	2	1	1/4			1/4	1	310	ornamentMordent							
18	16	66	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	311								
19	17	133/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	312	ornamentMordent							
19	17	67	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	313								19
19	17	269/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	314								
19	17	135/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	315								20
19	17	271/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	316								
19	17	68	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	317								21
19	17	273/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	318								
19	17	137/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	319								22
19	17	69	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	320	ornamentShortTrill							
19	17	277/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	321								
19	17	139/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	322								23
19	17	70	0.0	7/8	7/8	Chord	4/4	1	1	0	grace8after		1/8	1	323								
19	17	70	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	324	ornamentShortTrill							
19	17	133/2	0.0	0	0	FiguredBass	4/4	2	1	0										3/8	7_		
19	17	133/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	325								
19	17	67	1.0	1/8	1/8	Chord	4/4	2	1	1/4			1/4	1	326	ornamentMordent							
19	17	68	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	327								
19	17	137/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	6	4	
19	17	137/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	328								
19	17	69	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	329	ornamentTurn							
19	17	139/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	6	4	
19	17	139/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	330								
19	17	70	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	3		
19	17	70	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	331								
20	18	141/2	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	332								
20	18	141/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	333								
20	18	71	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	334								
20	18	143/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	335								
