mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
5	4	11	11	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	23												
5	4	12	12	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	24												
5	4	10	10	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	25												
5	4	12	12	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	26												
5	4	25/2	25/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	27												
6	5	13	13	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	28												1
6	5	14	14	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	29	ornamentShortTrill											
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	30												
6	5	13	13	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6			
6	5	13	13	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	31												
6	5	14	14	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	#6			
6	5	14	14	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	32												
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	33												
7	6	16	16	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	34												
7	6	35/2	35/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	35												
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	36	ornamentShortTrill											
7	6	16	16	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	5/_			
7	6	16	16	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	37	ornamentShortTrill											
7	6	17	17	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	38												
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	39												
8	7	19	19	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	40												
8	7	39/2	39/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	41												
8	7	20	20	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	42	ornamentShortTrill											
8	7	43/2	43/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	43												
8	7	19	19	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	5	b3	
8	7	19	19	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	44												
8	7	20	20	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	4			
8	7	20	20	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	45												
8	7	21	21	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	#3			
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	46												
9	8	22	22	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	47												
9	8	22	22	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	48												
10	8	24	24	1.0	0	1/2	Chord	3/4	1	1	1/4		1/4	1	49												
10	8	24	24	1.0	0	1/2	Chord	3/4	2	1	1/4		1/4	1	50												
11	9	25	25	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	51												
11	9	53/2	53/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	52												
11	9	27	27	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	53												
11	9	25	25	0.0	0	0	FiguredBass	3/4	2	1	0												3/4	7	b3_		
11	9	25	25	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	54												
11	9	27	27	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	55												
12	10	28	28	0.0	0	0	StaffText	3/4	1	1	0						)										
12	10	28	28	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	56	ornamentShortTrill											
12	10	30	30	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	57												
12	10	28	28	0.0	0	0	StaffText	3/4	2	1	0						)										
12	10	28	28	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	58												
12	10	30	30	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	59												
13	11	31	31	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	60												
13	11	32	32	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	61	ornamentShortTrill											
13	11	67/2	67/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	62												
13	11	31	31	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	5/			
13	11	31	31	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	63												
13	11	33	33	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	b7			
13	11	33	33	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	64												
14	12	34	34	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	65												
14	12	34	34	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	66	ornamentMordent											
14	12	35	35	0.0	1/4	1/4	StaffText	3/4	1	1	0						)										
14	12	35	35	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	67												
14	12	35	35	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	68												
14	12	36	36	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	69												
14	12	34	34	0.0	0	0	StaffText	3/4	2	1	0						)										
14	12	34	34	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	70												
14	12	36	36	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	71												
15	13	37	37	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	72												
15	13	38	38	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	73	ornamentShortTrill											
15	13	79/2	79/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	74												
15	13	37	37	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	5/			
15	13	37	37	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	75												
15	13	39	39	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	b7			
15	13	39	39	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	76												
16	14	40	40	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	77												
16	14	40	40	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	78	ornamentMordent											
16	14	83/2	83/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	79												
16	14	42	42	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	80												
16	14	85/2	85/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	81												
16	14	40	40	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	_			
16	14	40	40	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	82												
16	14	41	41	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	83												
16	14	42	42	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	4	b3	
16	14	42	42	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	84												
17	15	43	43	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	85												
17	15	87/2	87/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	86												
17	15	44	44	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	87	ornamentShortTrill											
17	15	91/2	91/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	88												
17	15	43	43	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	89												
17	15	44	44	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	4			
17	15	44	44	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	90												
17	15	45	45	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	3			
17	15	45	45	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	91												
18	16	46	46	0.0	0	0	StaffText	3/4	1	1	0						)										
18	16	46	46	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	92												
18	16	46	46	0.0	0	0	StaffText	3/4	2	1	0						)										
18	16	46	46	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	93												
19	16	48	48	1.0	0	1/2	Chord	3/4	1	1	1/4		1/4	1	94												
19	16	48	48	1.0	0	1/2	Chord	3/4	2	1	1/4		1/4	1	95												
20	17	49	49	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	96												
20	17	101/2	101/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	97												
20	17	51	51	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	98												
20	17	49	49	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	5/			
20	17	49	49	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	99												
20	17	51	51	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7	h3		
20	17	51	51	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	100												
21	18	52	52	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	101	ornamentShortTrill											
21	18	107/2	107/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	102												
21	18	54	54	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	103												
21	18	52	52	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	104												2
21	18	53	53	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	105												2
21	18	109/2	109/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	106												
22	19	55	55	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	107												
22	19	56	56	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	108												
22	19	56	56	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	109	ornamentMordent											
22	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	110												
22	19	55	55	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6			
22	19	55	55	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	111												
22	19	56	56	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6			
22	19	56	56	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	112												
22	19	57	57	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	113												
23	20	58	58	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	114	ornamentShortTrill											
23	20	59	59	0.0	1/4	1/4	StaffText	3/4	1	1	0						)										
23	20	59	59	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	115												
23	20	60	60	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	116												
23	20	58	58	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	117												
23	20	59	59	0.0	1/4	1/4	StaffText	3/4	2	1	0						)										
23	20	59	59	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	118												
23	20	60	60	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6			
23	20	60	60	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	119												
24	21	61	61	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	120	ornamentShortTrill											
24	21	125/2	125/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	121												
24	21	63	63	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	122												
24	21	127/2	127/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	123												
24	21	61	61	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	7			
24	21	61	61	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	124												
24	21	63	63	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	5		
24	21	63	63	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	125												
25	22	64	64	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	126	ornamentShortTrill											
25	22	65	65	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	127												
25	22	66	66	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	128												
25	22	64	64	0.0	0	0	FiguredBass	3/4	2	1	0												3/4	#3_			
25	22	64	64	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	129												
25	22	66	66	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	130												
26	23	67	67	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	131												
26	23	135/2	135/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	132												
26	23	68	68	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	133	ornamentShortTrill											
26	23	139/2	139/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	134												
26	23	67	67	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	7	5	2	
26	23	67	67	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	135												
26	23	68	68	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	4			
26	23	68	68	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	136												
26	23	69	69	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	#3			
27	24	70	70	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	137												
27	24	70	70	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	#3			
27	24	70	70	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	138												
