mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	0	0	0.0	0	1/4	StaffText	12/8	1	1	0							Tendrement et loûré							
1	0	0	0.0	0	1/4	Tempo	12/8	1	1	0								  = 84	126					
1	0	0	0.5	0	1/4	Chord	12/8	1	1	1/8			1/8	1	0									
1	0	1/2	0.5	1/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1									0
1	0	1	0.5	1/4	1/2	Chord	12/8	1	1	1/8			1/8	1	2	ornamentShortTrill								0
1	0	3/2	0.5	3/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3									
1	0	2	0.5	1/2	3/4	Chord	12/8	1	1	1/8			1/8	1	4									
1	0	5/2	0.5	5/8	7/8	Chord	12/8	1	1	1/8			1/8	1	5									
1	0	3	0.5	3/4	1	Chord	12/8	1	1	1/8			1/8	1	6									
1	0	7/2	1.0	7/8	9/8	Chord	12/8	1	1	1/4			1/4	1	7									1
1	0	9/2	0.375	9/8	11/8	Chord	12/8	1	1	3/32			1/16	3/2	8	ornamentShortTrill								1
1	0	39/8	0.125	39/32	47/32	Chord	12/8	1	1	1/32			1/32	1	9									
1	0	3/2	0.5	3/8	5/8	Chord	12/8	2	1	1/8			1/8	1	10									
1	0	2	0.0	1/2	3/4	FiguredBass	12/8	2	1	0										3/8	5	2_		
1	0	2	0.5	1/2	3/4	Chord	12/8	2	1	1/8			1/8	1	11									
1	0	5/2	0.5	5/8	7/8	Chord	12/8	2	1	1/8			1/8	1	12									
1	0	3	0.5	3/4	1	Chord	12/8	2	1	1/8			1/8	1	13									
1	0	7/2	0.0	7/8	9/8	FiguredBass	12/8	2	1	0										3/8	5/_			
1	0	7/2	0.5	7/8	9/8	Chord	12/8	2	1	1/8			1/8	1	14									
1	0	4	0.5	1	5/4	Chord	12/8	2	1	1/8			1/8	1	15									
1	0	9/2	0.5	9/8	11/8	Chord	12/8	2	1	1/8			1/8	1	16									
2	1	5	0.0	0	0	StaffText	12/8	1	1	0							)							
2	1	5	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	17	ornamentShortTrill								
2	1	6	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	18									
2	1	13/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	19									
2	1	7	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	20									
2	1	15/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	21									
2	1	8	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	22									
2	1	17/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	23									
2	1	9	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	24									
2	1	19/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	25									2
2	1	10	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	26	ornamentShortTrill								2
2	1	21/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	27									
2	1	5	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	28									
2	1	11/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	29									
2	1	6	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	30									
2	1	13/2	0.0	3/8	3/8	FiguredBass	12/8	2	1	0										3/8	6_			
2	1	13/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	31									
2	1	7	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	32									
2	1	15/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	33									
2	1	8	0.0	3/4	3/4	FiguredBass	12/8	2	1	0										3/8	6	5_		
2	1	8	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	34									
2	1	17/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	35									
2	1	9	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	36									
2	1	19/2	0.0	9/8	9/8	FiguredBass	12/8	2	1	0										3/8	7_			
2	1	19/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4			1/4	1	37									
