mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	0	0	0.0	0	3/8	StaffText	6/8	1	1	0							Légérement.							
1	0	0	0.0	0	3/8	Tempo	6/8	1	1	0								  = 76	114					
1	0	0	0.25	0	3/8	Chord	6/8	1	1	1/16			1/16	1	0									
1	0	1/4	0.25	1/16	7/16	Chord	6/8	1	1	1/16			1/16	1	1									
1	0	1/2	0.25	1/8	1/2	Chord	6/8	1	1	1/16			1/16	1	2									
1	0	3/4	0.25	3/16	9/16	Chord	6/8	1	1	1/16			1/16	1	3									
1	0	1	0.25	1/4	5/8	Chord	6/8	1	1	1/16			1/16	1	4									
1	0	5/4	0.25	5/16	11/16	Chord	6/8	1	1	1/16			1/16	1	5									
2	1	3/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	6									
2	1	2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	7									
2	1	5/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	8									
2	1	3	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	9									
2	1	7/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	10									
2	1	4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	11									
3	2	9/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	12									
3	2	19/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	13									
3	2	5	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	14									
3	2	21/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	15									
3	2	11/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	16									
3	2	23/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	17									
3	2	6	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	18									
3	2	25/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	19									
3	2	13/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	20	ornamentShortTrill								
3	2	29/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	21									
4	3	15/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	22									
4	3	31/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	23									
4	3	8	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	24									
4	3	33/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	25									
4	3	17/2	0.0	1/4	1/4	StaffText	6/8	1	1	0							)							
4	3	17/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	26									
4	3	9	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	27									
4	3	9	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	28									
4	3	37/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	29									
4	3	19/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	30									
4	3	39/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	31									
4	3	10	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	32									
4	3	41/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	33									
5	4	21/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	34	ornamentShortTrill								
5	4	12	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	35									
5	4	21/2	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_			
5	4	21/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	36									
5	4	11	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	37									
5	4	23/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	38									
5	4	12	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6_			
5	4	12	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	39									
5	4	25/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	40									
5	4	13	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	41									
6	5	27/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	42									
