mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
56	50	309/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	531	ornamentShortTrill							
56	50	152	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_		
56	50	152	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	532								
56	50	153	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	533								
56	50	307/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/4	6	4	
56	50	307/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	534								
56	50	309/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	#3		
56	50	307/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	535								
56	50	309/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	536								
57	51	155	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	537								
57	51	156	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	538								
57	51	313/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	539								10
57	51	157	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	540								10
57	51	315/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	541								
57	51	155	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	542								
57	51	311/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	543								
57	51	156	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	544								
57	51	313/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	5_	
57	51	313/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	545								
57	51	157	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	546								
57	51	315/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	547								
58	52	158	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	548								
58	52	317/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	549								
58	52	159	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	550								
58	52	319/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	551								11
58	52	160	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	552								11
58	52	321/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	553								
58	52	158	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_		
58	52	158	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	554								
58	52	317/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	555								
58	52	159	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	556								
58	52	319/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	5_	
58	52	319/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	557								
58	52	160	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	558								
58	52	321/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	559								
59	53	161	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	560								
59	53	323/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	561								
59	53	162	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	562								
59	53	325/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	563								12
59	53	163	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	564								12
59	53	327/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	565								
59	53	161	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_		
59	53	161	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	566								
59	53	323/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	567								
59	53	162	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	568								
59	53	325/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	5_	
59	53	325/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	569								
59	53	163	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	570								
59	53	327/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	571								
60	54	164	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	572								
60	54	329/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	573								
60	54	165	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	574								
60	54	331/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	575								13
60	54	333/2	0.0	5/8	5/8	Chord	6/8	1	1	0	grace8after		1/8	1	576								
60	54	333/2	0.0	5/8	5/8	Chord	6/8	1	1	0	grace8after		1/8	1	577								
60	54	333/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	578	ornamentShortTrill							
60	54	164	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_		
60	54	164	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	579								
60	54	165	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	580								
60	54	331/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/4	6	4	
60	54	331/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	581								
60	54	333/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	#3		
60	54	331/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	582								
60	54	333/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	583								
61	55	167	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	584								
61	55	167	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	585								
