mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
6	5	27	27	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	68												
6	5	55/2	55/2	0.75	3/4	3/4	Chord	6/4	1	1	3/16		1/8	3/2	69	ornamentShortTrill											
6	5	113/4	113/4	0.25	15/16	15/16	Chord	6/4	1	1	1/16		1/16	1	70												
6	5	57/2	57/2	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	71												4
6	5	59/2	59/2	0.75	5/4	5/4	Chord	6/4	1	1	3/16		1/8	3/2	72	ornamentMordent											
6	5	121/4	121/4	0.25	23/16	23/16	Chord	6/4	1	1	1/16		1/16	1	73												
6	5	49/2	49/2	1.5	0	0	Chord	6/4	2	1	3/8		1/4	3/2	74												
6	5	26	26	0.5	3/8	3/8	Chord	6/4	2	1	1/8		1/8	1	75												
6	5	53/2	53/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8		1/8	1	76												
6	5	27	27	0.5	5/8	5/8	Chord	6/4	2	1	1/8		1/8	1	77												
6	5	55/2	55/2	0.0	3/4	3/4	FiguredBass	6/4	2	1	0												1/4	5			
6	5	55/2	55/2	2.0	3/4	3/4	Chord	6/4	2	1	1/2		1/2	1	78												
6	5	57/2	57/2	0.0	1	1	FiguredBass	6/4	2	1	0												1/2	6_			
6	5	59/2	59/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	79												
7	6	61/2	61/2	1.5	0	0	Chord	6/4	1	1	3/8		1/4	3/2	80	ornamentShortTrill											
7	6	32	32	0.5	3/8	3/8	Chord	6/4	1	1	1/8		1/8	1	81												
7	6	65/2	65/2	0.5	1/2	1/2	Chord	6/4	1	1	1/8		1/8	1	82												5
7	6	33	33	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	83												
7	6	67/2	67/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8		1/8	1	84												6
7	6	34	34	0.5	7/8	7/8	Chord	6/4	1	1	1/8		1/8	1	85												
7	6	69/2	69/2	0.5	1	1	Chord	6/4	1	1	1/8		1/8	1	86												
7	6	35	35	0.5	9/8	9/8	Chord	6/4	1	1	1/8		1/8	1	87												7
7	6	71/2	71/2	0.5	5/4	5/4	Chord	6/4	1	1	1/8		1/8	1	88	ornamentShortTrill											
7	6	36	36	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	89												
7	6	61/2	61/2	0.0	0	0	FiguredBass	6/4	2	1	0												1/2	#3_			
7	6	61/2	61/2	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	90												
7	6	63/2	63/2	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	91												
7	6	65/2	65/2	0.0	1/2	1/2	FiguredBass	6/4	2	1	0												1/4	5/			
7	6	65/2	65/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	92												
7	6	67/2	67/2	0.0	3/4	3/4	FiguredBass	6/4	2	1	0												1/4	7	#3		
7	6	67/2	67/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	93												
7	6	69/2	69/2	0.0	1	1	FiguredBass	6/4	2	1	0												1/2	_			
7	6	69/2	69/2	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	94												
7	6	71/2	71/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	95												
8	7	73/2	73/2	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	96												
8	7	75/2	75/2	1.0	1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	97	ornamentShortTrill											
8	7	39	39	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	98												
8	7	79/2	79/2	1.5	3/4	3/4	Chord	6/4	1	1	3/8		1/4	3/2	99												
8	7	41	41	0.5	9/8	9/8	Chord	6/4	1	1	1/8		1/8	1	100												
8	7	83/2	83/2	0.5	5/4	5/4	Chord	6/4	1	1	1/8		1/8	1	101	ornamentShortTrill											
8	7	42	42	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	102												
8	7	73/2	73/2	0.0	0	0	FiguredBass	6/4	2	1	0												3/4	#3_			
8	7	73/2	73/2	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	103												
8	7	75/2	75/2	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	104												
8	7	77/2	77/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	105												
8	7	79/2	79/2	0.0	3/4	3/4	FiguredBass	6/4	2	1	0												1/2	6	4	3_	
8	7	79/2	79/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8		1/8	1	106												
8	7	40	40	0.5	7/8	7/8	Chord	6/4	2	1	1/8		1/8	1	107												
8	7	81/2	81/2	0.5	1	1	Chord	6/4	2	1	1/8		1/8	1	108												
8	7	41	41	0.5	9/8	9/8	Chord	6/4	2	1	1/8		1/8	1	109												
8	7	83/2	83/2	0.0	5/4	5/4	FiguredBass	6/4	2	1	0												1/4	6	5_		
8	7	83/2	83/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8		1/8	1	110												
8	7	42	42	0.5	11/8	11/8	Chord	6/4	2	1	1/8		1/8	1	111												
9	8	85/2	85/2	0.0	0	0	Chord	6/4	1	1	0	appoggiatura	1/8	1	112												
9	8	85/2	85/2	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	113												
9	8	87/2	87/2	0.0	1/4	1/4	Chord	6/4	1	1	0	grace4	1/8	1	114												
9	8	87/2	87/2	1.0	1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	115												
9	8	89/2	89/2	0.0	1/2	1/2	Chord	6/4	1	1	0	appoggiatura	1/8	1	116												
9	8	89/2	89/2	1.5	1/2	1/2	Chord	6/4	1	1	3/8		1/4	3/2	117												
9	8	46	46	0.5	7/8	7/8	Chord	6/4	1	1	1/8		1/8	1	118												
9	8	93/2	93/2	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	119	ornamentShortTrill											
9	8	48	48	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	120												
9	8	85/2	85/2	0.0	0	0	FiguredBass	6/4	2	1	0												1/2	4+_			
9	8	85/2	85/2	0.5	0	0	Chord	6/4	2	1	1/8		1/8	1	121												
9	8	43	43	0.5	1/8	1/8	Chord	6/4	2	1	1/8		1/8	1	122												
9	8	87/2	87/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8		1/8	1	123												
9	8	44	44	0.5	3/8	3/8	Chord	6/4	2	1	1/8		1/8	1	124												
9	8	89/2	89/2	0.0	1/2	1/2	FiguredBass	6/4	2	1	0												1/4	6_			
9	8	89/2	89/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8		1/8	1	125												
9	8	45	45	0.5	5/8	5/8	Chord	6/4	2	1	1/8		1/8	1	126												
9	8	91/2	91/2	0.0	3/4	3/4	FiguredBass	6/4	2	1	0												1/4	6_			
9	8	91/2	91/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8		1/8	1	127												
9	8	46	46	0.5	7/8	7/8	Chord	6/4	2	1	1/8		1/8	1	128												
9	8	93/2	93/2	0.0	1	1	FiguredBass	6/4	2	1	0												1/2	#3_			
9	8	93/2	93/2	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	129												
9	8	95/2	95/2	0.0	5/4	5/4	FiguredBass	6/4	2	1	0												1/4	7			
9	8	95/2	95/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	130												
10	9	97/2	97/2	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	131												
10	9	103/2	103/2	2.0	3/4	3/4	Chord	6/4	1	1	1/2		1/2	1	132												
10	9	97/2	97/2	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	133												
10	9	103/2	103/2	2.0	3/4	3/4	Chord	6/4	2	1	1/2		1/2	1	134												
11	9	54	54	0.5	0	11/8	Chord	6/4	1	1	1/8		1/8	1	135												
11	9	54	54	0.5	0	11/8	Chord	6/4	2	1	1/8		1/8	1	136												
12	10	109/2	109/2	1.5	0	0	Chord	6/4	1	1	3/8		1/4	3/2	137	ornamentShortTrill											
12	10	56	56	0.5	3/8	3/8	Chord	6/4	1	1	1/8		1/8	1	138												
12	10	113/2	113/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	139												
12	10	115/2	115/2	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	140												
12	10	117/2	117/2	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	141	ornamentShortTrill											
12	10	60	60	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	142												
12	10	109/2	109/2	0.0	0	0	StaffText	6/4	2	1	0						Reprise										
12	10	109/2	109/2	0.0	0	0	FiguredBass	6/4	2	1	0												3/4	_			
12	10	109/2	109/2	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	143												
12	10	113/2	113/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	144												
12	10	115/2	115/2	0.0	3/4	3/4	FiguredBass	6/4	2	1	0												1/4	6			
12	10	115/2	115/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	145												
12	10	117/2	117/2	0.0	1	1	FiguredBass	6/4	2	1	0												3/8	6	5_		
12	10	117/2	117/2	0.5	1	1	Chord	6/4	2	1	1/8		1/8	1	146												
12	10	59	59	0.5	9/8	9/8	Chord	6/4	2	1	1/8		1/8	1	147												
12	10	119/2	119/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8		1/8	1	148												
12	10	60	60	0.0	11/8	11/8	FiguredBass	6/4	2	1	0												1/8	7	3		
12	10	60	60	0.5	11/8	11/8	Chord	6/4	2	1	1/8		1/8	1	149												
13	11	121/2	121/2	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	150												8
13	11	123/2	123/2	0.5	1/4	1/4	Chord	6/4	1	1	1/8		1/8	1	151												
13	11	62	62	0.5	3/8	3/8	Chord	6/4	1	1	1/8		1/8	1	152												
13	11	125/2	125/2	0.5	1/2	1/2	Chord	6/4	1	1	1/8		1/8	1	153												
13	11	63	63	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	154												
13	11	127/2	127/2	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	155	ornamentShortTrill											
13	11	129/2	129/2	0.0	1	1	Chord	6/4	1	1	0	appoggiatura	1/8	1	156												
13	11	129/2	129/2	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	157	ornamentMordent											
13	11	66	66	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	158												
13	11	121/2	121/2	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	159												
13	11	127/2	127/2	0.0	3/4	3/4	FiguredBass	6/4	2	1	0												1/4	_			
13	11	127/2	127/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8		1/8	1	160												
13	11	64	64	0.5	7/8	7/8	Chord	6/4	2	1	1/8		1/8	1	161												
13	11	129/2	129/2	0.0	1	1	FiguredBass	6/4	2	1	0												3/8	6_			
13	11	129/2	129/2	0.5	1	1	Chord	6/4	2	1	1/8		1/8	1	162												
13	11	65	65	0.5	9/8	9/8	Chord	6/4	2	1	1/8		1/8	1	163												
13	11	131/2	131/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8		1/8	1	164												
13	11	66	66	0.0	11/8	11/8	FiguredBass	6/4	2	1	0												1/8	6	4	h3	
13	11	66	66	0.5	11/8	11/8	Chord	6/4	2	1	1/8		1/8	1	165												
14	12	133/2	133/2	0.0	0	0	Chord	6/4	1	1	0	grace4	1/8	1	166												
14	12	133/2	133/2	1.5	0	0	Chord	6/4	1	1	3/8		1/4	3/2	167	ornamentMordent											
14	12	68	68	0.5	3/8	3/8	Chord	6/4	1	1	1/8		1/8	1	168												
14	12	137/2	137/2	1.5	1/2	1/2	Chord	6/4	1	1	3/8		1/4	3/2	169	ornamentMordent											9
14	12	70	70	0.25	7/8	7/8	Chord	6/4	1	1	1/16		1/16	1	170												9
14	12	281/4	281/4	0.25	15/16	15/16	Chord	6/4	1	1	1/16		1/16	1	171												
14	12	141/2	141/2	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	172	ornamentShortTrill											
14	12	72	72	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	173												
14	12	133/2	133/2	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	174												
14	12	135/2	135/2	0.0	1/4	1/4	FiguredBass	6/4	2	1	0												1/4	4+			
14	12	135/2	135/2	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	175												
14	12	137/2	137/2	0.0	1/2	1/2	FiguredBass	6/4	2	1	0												1/4	5/			
14	12	137/2	137/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	176												
14	12	139/2	139/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	177												
14	12	141/2	141/2	0.0	1	1	FiguredBass	6/4	2	1	0												1/2	3_			
14	12	141/2	141/2	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	178												
14	12	143/2	143/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	179												
15	13	145/2	145/2	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	180												
15	13	73	73	0.5	1/8	1/8	Chord	6/4	1	1	1/8		1/8	1	181												
15	13	147/2	147/2	0.5	1/4	1/4	Chord	6/4	1	1	1/8		1/8	1	182												
15	13	74	74	0.5	3/8	3/8	Chord	6/4	1	1	1/8		1/8	1	183												
15	13	149/2	149/2	0.5	1/2	1/2	Chord	6/4	1	1	1/8		1/8	1	184												
15	13	75	75	0.5	5/8	5/8	Chord	6/4	1	1	1/8		1/8	1	185												
15	13	151/2	151/2	0.0	3/4	3/4	Chord	6/4	1	1	0	grace4	1/8	1	186												
15	13	151/2	151/2	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	187	ornamentMordent											
15	13	153/2	153/2	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	188	ornamentShortTrill											
15	13	78	78	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	189												
15	13	145/2	145/2	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	190												
15	13	149/2	149/2	0.0	1/2	1/2	FiguredBass	6/4	2	1	0												1/4	6			
15	13	149/2	149/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	191												
15	13	151/2	151/2	0.0	3/4	3/4	FiguredBass	6/4	2	1	0												1/4	7	h3_		
15	13	151/2	151/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8		1/8	1	192												
15	13	76	76	0.5	7/8	7/8	Chord	6/4	2	1	1/8		1/8	1	193												
15	13	153/2	153/2	0.0	1	1	FiguredBass	6/4	2	1	0												1/2	6	5_		
15	13	153/2	153/2	0.5	1	1	Chord	6/4	2	1	1/8		1/8	1	194												
15	13	77	77	0.5	9/8	9/8	Chord	6/4	2	1	1/8		1/8	1	195												
15	13	155/2	155/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8		1/8	1	196												
15	13	78	78	0.5	11/8	11/8	Chord	6/4	2	1	1/8		1/8	1	197												
16	14	157/2	157/2	1.5	0	0	Chord	6/4	1	1	3/8		1/4	3/2	198												10
16	14	80	80	0.25	3/8	3/8	Chord	6/4	1	1	1/16		1/16	1	199												10
16	14	321/4	321/4	0.25	7/16	7/16	Chord	6/4	1	1	1/16		1/16	1	200												
16	14	161/2	161/2	0.0	1/2	1/2	Chord	6/4	1	1	0	appoggiatura	1/8	1	201												
16	14	161/2	161/2	1.5	1/2	1/2	Chord	6/4	1	1	3/8		1/4	3/2	202	ornamentMordent											
16	14	82	82	0.5	7/8	7/8	Chord	6/4	1	1	1/8		1/8	1	203												
16	14	165/2	165/2	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	204	ornamentShortTrill											
16	14	84	84	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	205												
16	14	157/2	157/2	0.0	0	0	FiguredBass	6/4	2	1	0												1/2	7	#3		
16	14	157/2	157/2	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	206												
16	14	161/2	161/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	207												
16	14	163/2	163/2	2.0	3/4	3/4	Chord	6/4	2	1	1/2		1/2	1	208												
16	14	165/2	165/2	0.0	1	1	FiguredBass	6/4	2	1	0												1/4	4	2		
16	14	167/2	167/2	0.0	5/4	5/4	FiguredBass	6/4	2	1	0												1/4	6	5		
16	14	167/2	167/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	209												
17	15	169/2	169/2	0.5	0	0	Chord	6/4	1	1	1/8		1/8	1	210	ornamentShortTrill											
17	15	85	85	0.5	1/8	1/8	Chord	6/4	1	1	1/8		1/8	1	211												
17	15	171/2	171/2	2.0	1/4	1/4	Chord	6/4	1	1	1/2		1/2	1	212	ornamentMordent											
17	15	175/2	175/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8		1/8	1	213												
17	15	88	88	0.5	7/8	7/8	Chord	6/4	1	1	1/8		1/8	1	214												
17	15	177/2	177/2	1.5	1	1	Chord	6/4	1	1	3/8		1/4	3/2	215	ornamentShortTrill											
17	15	90	90	0.5	11/8	11/8	Chord	6/4	1	1	1/8		1/8	1	216												
17	15	169/2	169/2	0.0	0	0	FiguredBass	6/4	2	1	0												1/4	4+			
17	15	169/2	169/2	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	217												
17	15	171/2	171/2	0.0	1/4	1/4	FiguredBass	6/4	2	1	0												1/2	6_			
17	15	171/2	171/2	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	218												
17	15	173/2	173/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	219												
17	15	175/2	175/2	0.0	3/4	3/4	FiguredBass	6/4	2	1	0												1/4	7			
17	15	175/2	175/2	1.5	3/4	3/4	Chord	6/4	2	1	3/8		1/4	3/2	220												
17	15	177/2	177/2	0.0	1	1	FiguredBass	6/4	2	1	0												1/2	6	4+	3_	
17	15	89	89	0.5	9/8	9/8	Chord	6/4	2	1	1/8		1/8	1	221												
17	15	179/2	179/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8		1/8	1	222												
17	15	90	90	0.5	11/8	11/8	Chord	6/4	2	1	1/8		1/8	1	223												
18	16	181/2	181/2	1.5	0	0	Chord	6/4	1	1	3/8		1/4	3/2	224												11
18	16	92	92	0.25	3/8	3/8	Chord	6/4	1	1	1/16		1/16	1	225												11
18	16	369/4	369/4	0.25	7/16	7/16	Chord	6/4	1	1	1/16		1/16	1	226												
18	16	185/2	185/2	0.0	1/2	1/2	Chord	6/4	1	1	0	appoggiatura	1/8	1	227												
18	16	185/2	185/2	1.5	1/2	1/2	Chord	6/4	1	1	3/8		1/4	3/2	228	ornamentMordent											12
18	16	94	94	0.25	7/8	7/8	Chord	6/4	1	1	1/16		1/16	1	229												12
18	16	377/4	377/4	0.25	15/16	15/16	Chord	6/4	1	1	1/16		1/16	1	230												
