mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
7	7	26	26	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	78	ornamentShortTrill												
7	7	27	27	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	79													5
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	80													
8	8	28	28	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	81													
8	8	29	29	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	82													6
8	8	59/2	59/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	83													
8	8	30	30	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	84													7
8	8	61/2	61/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	85													7
8	8	31	31	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	86													7
8	8	63/2	63/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	87													
8	8	28	28	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	88													
8	8	59/2	59/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	89													
8	8	30	30	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	90													
8	8	63/2	63/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	91													
8	8	28	28	0.0	0	0	FiguredBass	2/2	3	1	0												1/2	6				
8	8	28	28	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	92													
8	8	30	30	0.0	1/2	1/2	FiguredBass	2/2	3	1	0												1/2	5/				
8	8	30	30	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	93													
9	9	32	32	0.0	0	0	StaffText	2/2	1	1	0						)											
9	9	32	32	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	94	ornamentShortTrill												
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	95													
9	9	34	34	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	96													
9	9	35	35	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	97													
9	9	32	32	0.0	0	0	StaffText	2/2	2	1	0						)											
9	9	32	32	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	98													
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	99													
9	9	34	34	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	100	ornamentShortTrill												
9	9	35	35	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	101													8
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	102													
9	9	32	32	1.5	0	0	Chord	2/2	3	1	3/8		1/4	3/2	103													
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	104													
9	9	34	34	0.0	1/2	1/2	FiguredBass	2/2	3	1	0												1/4	6				
9	9	34	34	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	105													
9	9	35	35	0.0	3/4	3/4	FiguredBass	2/2	3	1	0												1/4	5/				
9	9	35	35	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	106													
10	10	36	36	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	107													
10	10	37	37	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	108													
10	10	38	38	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	109	ornamentShortTrill												
10	10	79/2	79/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	110													
10	10	36	36	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	111													
10	10	73/2	73/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	112													
10	10	37	37	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	113													
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	114													
10	10	38	38	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	115	ornamentShortTrill												
10	10	79/2	79/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	116													
10	10	36	36	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	117													
10	10	37	37	0.0	1/4	1/4	FiguredBass	2/2	3	1	0												1/8	6				
10	10	37	37	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	118													
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	119													
10	10	38	38	0.0	1/2	1/2	FiguredBass	2/2	3	1	0												1/4	4				
10	10	38	38	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	120													
10	10	39	39	0.0	3/4	3/4	FiguredBass	2/2	3	1	0												1/4	3				
11	11	40	40	0.0	0	0	StaffText	2/2	1	1	0						)											
11	11	40	40	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	121													
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	122													
11	11	42	42	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	123													
11	11	43	43	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	124	ornamentShortTrill												
11	11	40	40	0.0	0	0	StaffText	2/2	2	1	0						)											
11	11	40	40	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	125	ornamentShortTrill												
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	126													
11	11	42	42	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	127													
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	128	ornamentShortTrill												
11	11	40	40	0.0	0	0	FiguredBass	2/2	3	1	0												1/2	_				
11	11	40	40	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	129													
11	11	41	41	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	130													
11	11	42	42	0.0	1/2	1/2	FiguredBass	2/2	3	1	0												1/4	4+				
11	11	42	42	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	131													
11	11	43	43	0.0	3/4	3/4	FiguredBass	2/2	3	1	0												1/4	h6				
11	11	43	43	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	132													
12	12	44	44	0.0	0	0	Chord	2/2	1	1	0	appoggiatura	1/8	1	133													
12	12	44	44	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	134													
12	12	91/2	91/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	135													
12	12	46	46	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	136	ornamentShortTrill												9
12	12	47	47	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	137													
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	138													
12	12	44	44	0.0	0	0	Chord	2/2	2	1	0	appoggiatura	1/8	1	139													
12	12	44	44	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	140	ornamentShortTrill												10
12	12	45	45	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	141													
12	12	91/2	91/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	142													
12	12	46	46	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	143													
12	12	47	47	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	144	ornamentShortTrill												
12	12	44	44	0.0	0	0	FiguredBass	2/2	3	1	0												1/2	b3_				
12	12	44	44	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	145													
12	12	45	45	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	146													
12	12	46	46	0.0	1/2	1/2	FiguredBass	2/2	3	1	0												1/4	6				
12	12	46	46	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	147													
12	12	47	47	0.0	3/4	3/4	FiguredBass	2/2	3	1	0												1/4	6	5	b3		
12	12	47	47	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	148													
13	13	48	48	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	149	ornamentShortTrill												
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	150													
13	13	50	50	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	151													
13	13	51	51	0.0	3/4	3/4	Chord	2/2	1	1	0	appoggiatura	1/8	1	152													
13	13	51	51	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	153													
13	13	48	48	0.0	0	0	Chord	2/2	2	1	0	appoggiatura	1/8	1	154													
13	13	48	48	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	155													
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	156													
13	13	50	50	0.0	1/2	1/2	Chord	2/2	2	1	0	appoggiatura	1/8	1	157													
13	13	50	50	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	158													
13	13	51	51	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	159													
13	13	48	48	1.5	0	0	Chord	2/2	3	1	3/8		1/4	3/2	160													
13	13	99/2	99/2	0.0	3/8	3/8	FiguredBass	2/2	3	1	0												1/8	6	4	3		
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	161													
13	13	50	50	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	162													
13	13	51	51	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	163													
14	14	52	52	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	164													
14	14	107/2	107/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	165													
14	14	54	54	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	166	ornamentShortTrill												11
14	14	111/2	111/2	0.16666666666666666	7/8	7/8	Chord	2/2	1	1	1/24		1/16	2/3	167													11
14	14	167/3	167/3	0.16666666666666666	11/12	11/12	Chord	2/2	1	1	1/24		1/16	2/3	168													11
14	14	335/6	335/6	0.16666666666666666	23/24	23/24	Chord	2/2	1	1	1/24		1/16	2/3	169													
14	14	52	52	0.0	0	0	Chord	2/2	2	1	0	appoggiatura	1/8	1	170													
14	14	52	52	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	171													
14	14	107/2	107/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	172													
14	14	54	54	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	173	ornamentShortTrill												12
14	14	111/2	111/2	0.25	7/8	7/8	Chord	2/2	2	1	1/16		1/16	1	174													12
14	14	223/4	223/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16		1/16	1	175													
14	14	52	52	0.0	0	0	FiguredBass	2/2	3	1	0												1/2	7				
14	14	52	52	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	176													13
14	14	54	54	0.0	1/2	1/2	FiguredBass	2/2	3	1	0												3/8	6				13
14	14	54	54	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	177	ornamentShortTrill												13
14	14	111/2	111/2	0.25	7/8	7/8	Chord	2/2	3	1	1/16		1/16	1	178													13
14	14	223/4	223/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16		1/16	1	179													
15	15	56	56	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	180	ornamentShortTrill												
15	15	56	56	0.0	0	0	Chord	2/2	2	1	0	appoggiatura	1/8	1	181													
15	15	56	56	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	182													
15	15	56	56	0.0	0	0	FiguredBass	2/2	3	1	0												1/2	#3				
15	15	56	56	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	183													
16	16	60	60	0.0	0	0	StaffText	6/4	1	1	0						doux											
16	16	60	60	0.0	0	0	Tempo	6/4	1	1	0							𝅘𝅥=200	200.0	𝅘𝅥	200.0	0.0						
16	16	60	60	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	184													
16	16	62	62	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	185													
16	16	65	65	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	186													
16	16	60	60	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	187													
16	16	62	62	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	188													
16	16	65	65	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	189													
16	16	60	60	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	#3				
16	16	60	60	4.0	0	0	Chord	6/4	3	1	1		1	1	190													
16	16	62	62	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1/2	6	4			
16	16	64	64	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	#3				
16	16	64	64	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	191													
17	17	66	66	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	192	ornamentShortTrill												
17	17	68	68	2.0	1/2	1/2	Chord	6/4	1	1	1/2		1/2	1	193													
17	17	70	70	2.0	1	1	Chord	6/4	1	1	1/2		1/2	1	194													
17	17	66	66	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	195													
17	17	68	68	2.0	1/2	1/2	Chord	6/4	2	1	1/2		1/2	1	196													
17	17	70	70	2.0	1	1	Chord	6/4	2	1	1/2		1/2	1	197													
17	17	66	66	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	h5				
17	17	66	66	4.0	0	0	Chord	6/4	3	1	1		1	1	198													
17	17	68	68	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1/2	6	4+			
17	17	70	70	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	h6				
17	17	70	70	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	199													
18	18	72	72	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	200													
18	18	74	74	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	201	ornamentShortTrill												
18	18	77	77	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	202													
18	18	72	72	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	203													
18	18	74	74	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	204	ornamentShortTrill												
18	18	77	77	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	205													
18	18	72	72	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	b3				
18	18	72	72	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	206													
18	18	74	74	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	h3_				
18	18	74	74	2.0	1/2	1/2	Chord	6/4	3	1	1/2		1/2	1	207													
18	18	76	76	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	208													
19	19	78	78	0.0	0	0	Chord	6/4	1	1	0	appoggiatura	1/8	1	209													
19	19	78	78	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	210													
19	19	80	80	2.0	1/2	1/2	Chord	6/4	1	1	1/2		1/2	1	211	ornamentShortTrill												
19	19	78	78	0.0	0	0	Chord	6/4	2	1	0	appoggiatura	1/8	1	212													
19	19	78	78	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	213													
19	19	80	80	2.0	1/2	1/2	Chord	6/4	2	1	1/2		1/2	1	214	ornamentShortTrill												
19	19	78	78	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	b3				
19	19	78	78	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	215													
19	19	80	80	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	_				
19	19	80	80	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	216													
19	19	81	81	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	217													
19	19	82	82	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	218													
19	19	83	83	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	219													
20	20	84	84	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	220													
20	20	85	85	1.0	1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	221													
20	20	86	86	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	222													
20	20	87	87	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	223													
20	20	88	88	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	224													
20	20	89	89	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	225													
20	20	84	84	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	226													
20	20	85	85	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	227													
20	20	86	86	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	228													
20	20	87	87	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	229													
20	20	88	88	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	230													
20	20	89	89	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	231													
20	20	84	84	0.0	0	0	FiguredBass	6/4	3	1	0												3/2	6_				
20	20	84	84	4.0	0	0	Chord	6/4	3	1	1		1	1	232													
20	20	88	88	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	233													
21	21	90	90	4.0	0	0	Chord	6/4	1	1	1		1	1	234													
21	21	90	90	4.0	0	0	Chord	6/4	2	1	1		1	1	235													
21	21	90	90	0.0	0	0	FiguredBass	6/4	3	1	0												3/2	_				
21	21	90	90	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	236													
21	21	91	91	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	237													
21	21	92	92	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	238													
21	21	93	93	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	239													
21	21	94	94	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	240													
21	21	95	95	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	241													
22	22	96	96	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	242													
22	22	97	97	1.0	1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	243													
22	22	98	98	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	244													
