mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
22	22	99	99	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	245													
22	22	100	100	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	246													
22	22	101	101	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	247													
22	22	96	96	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	248													
22	22	97	97	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	249													
22	22	98	98	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	250													
22	22	99	99	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	251													
22	22	100	100	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	252													
22	22	101	101	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	253													
22	22	96	96	0.0	0	0	FiguredBass	6/4	3	1	0												3/2	b3_				
22	22	96	96	4.0	0	0	Chord	6/4	3	1	1		1	1	254													
22	22	100	100	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	255													
23	23	102	102	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	256	ornamentShortTrill												
23	23	105	105	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	257													
23	23	106	106	2.0	1	1	Chord	6/4	1	1	1/2		1/2	1	258													
23	23	102	102	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	259	ornamentShortTrill												
23	23	105	105	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	260													
23	23	106	106	2.0	1	1	Chord	6/4	2	1	1/2		1/2	1	261													
23	23	102	102	0.0	0	0	FiguredBass	6/4	3	1	0												1	_				
23	23	102	102	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	262													
23	23	103	103	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	263													
23	23	104	104	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	264													
23	23	105	105	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	265													
23	23	106	106	0.0	1	1	FiguredBass	6/4	3	1	0												1	6_				
23	23	106	106	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	266													
24	24	108	108	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	267													
24	24	109	109	1.0	1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	268													
24	24	110	110	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	269	ornamentShortTrill												
24	24	113	113	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	270													
24	24	108	108	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	271													
24	24	109	109	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	272													
24	24	110	110	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	273	ornamentShortTrill												
24	24	113	113	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	274													
24	24	108	108	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	275													
24	24	110	110	2.0	1/2	1/2	Chord	6/4	3	1	1/2		1/2	1	276													
24	24	112	112	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	b7				
24	24	112	112	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	277													
25	25	114	114	4.0	0	0	Chord	6/4	1	1	1		1	1	278													
25	25	114	114	4.0	0	0	Chord	6/4	2	1	1		1	1	279													
25	25	114	114	4.0	0	0	Chord	6/4	3	1	1		1	1	280													
26	26	120	120	0.0	0	0	StaffText	6/4	1	1	0						fort											
26	26	120	120	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	281													
26	26	122	122	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	282	ornamentShortTrill												
26	26	125	125	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	283													
26	26	120	120	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	284													
26	26	122	122	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	285	ornamentShortTrill												
26	26	125	125	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	286													
26	26	120	120	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	287													
26	26	122	122	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1/2	#6				
26	26	122	122	2.0	1/2	1/2	Chord	6/4	3	1	1/2		1/2	1	288													
26	26	124	124	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	289													
27	27	126	126	0.0	0	0	Chord	6/4	1	1	0	appoggiatura	1/8	1	290													
27	27	126	126	6.0	0	0	Chord	6/4	1	1	3/2		1	3/2	291													
27	27	126	126	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	292													
27	27	127	127	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	293													
27	27	128	128	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	294													
27	27	129	129	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	295													
27	27	130	130	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	296													
27	27	131	131	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	297													
27	27	126	126	0.0	0	0	FiguredBass	6/4	3	1	0												1	6				
27	27	126	126	6.0	0	0	Chord	6/4	3	1	3/2		1	3/2	298	ornamentShortTrill												
27	27	130	130	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	5/				
28	28	132	132	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	299													
28	28	134	134	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	300													
28	28	137	137	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	301													
28	28	132	132	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	302	ornamentShortTrill												
28	28	134	134	0.0	1/2	1/2	Chord	6/4	2	1	0	appoggiatura	1/8	1	303													
28	28	134	134	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	304													
28	28	137	137	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	305													
28	28	132	132	0.0	0	0	FiguredBass	6/4	3	1	0												1/4	h3				
28	28	132	132	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	306													
28	28	133	133	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	307													
28	28	134	134	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1/2	#6				
28	28	134	134	2.0	1/2	1/2	Chord	6/4	3	1	1/2		1/2	1	308	ornamentShortTrill												
28	28	136	136	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	309													
29	29	138	138	4.0	0	0	Chord	6/4	1	1	1		1	1	310	ornamentShortTrill												
29	29	138	138	4.0	0	0	Chord	6/4	2	1	1		1	1	311	ornamentShortTrill												
29	29	138	138	0.0	0	0	FiguredBass	6/4	3	1	0												3/2	#3_				
29	29	138	138	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	312													
29	29	139	139	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	313													
29	29	140	140	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	314													
29	29	141	141	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	315													
29	29	142	142	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	316	ornamentShortTrill												
29	29	143	143	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	317													
30	30	144	144	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	318													
30	30	146	146	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	319													
30	30	149	149	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	320													
30	30	144	144	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	321													
30	30	146	146	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	322													
30	30	149	149	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	323													
30	30	144	144	0.0	0	0	FiguredBass	6/4	3	1	0												3/2	6_				
30	30	144	144	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	324													
30	30	145	145	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	325													
30	30	146	146	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	326													
30	30	147	147	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	327													
30	30	148	148	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	328													
30	30	149	149	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	329													
31	31	150	150	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	330	ornamentShortTrill												
31	31	153	153	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	331													
31	31	154	154	2.0	1	1	Chord	6/4	1	1	1/2		1/2	1	332													
31	31	150	150	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	333	ornamentShortTrill												
31	31	153	153	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	334													
31	31	154	154	2.0	1	1	Chord	6/4	2	1	1/2		1/2	1	335													
31	31	150	150	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	6	4+	3		
31	31	150	150	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	336													
31	31	152	152	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1/2	6	5	3		
31	31	152	152	2.0	1/2	1/2	Chord	6/4	3	1	1/2		1/2	1	337													
31	31	154	154	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	#3				
31	31	154	154	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	338													
32	32	156	156	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	339													
32	32	158	158	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	340	ornamentShortTrill												
32	32	161	161	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	341													
32	32	156	156	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	342													
32	32	158	158	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	343	ornamentShortTrill												
32	32	161	161	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	344													
32	32	156	156	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	345													
32	32	158	158	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	#3_				
32	32	158	158	4.0	1/2	1/2	Chord	6/4	3	1	1		1	1	346													
32	32	160	160	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	7				
33	33	162	162	4.0	0	0	Chord	6/4	1	1	1		1	1	347													
33	33	162	162	4.0	0	0	Chord	6/4	2	1	1		1	1	348													
33	33	162	162	0.0	0	0	FiguredBass	6/4	3	1	0												1	#3				
33	33	162	162	4.0	0	0	Chord	6/4	3	1	1		1	1	349													
34	34	168	168	0.0	0	0	StaffText	6/4	1	1	0						doux											
34	34	168	168	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	350													
34	34	170	170	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	351	ornamentShortTrill												
34	34	173	173	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	352													
34	34	168	168	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	353													
34	34	170	170	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	354	ornamentShortTrill												
34	34	173	173	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	355													
34	34	168	168	0.0	0	0	FiguredBass	6/4	3	1	0												3/2	#3_				
34	34	168	168	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	356													
34	34	169	169	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	357													
34	34	170	170	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	358													
34	34	171	171	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	359													
34	34	172	172	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	360													
34	34	173	173	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	361													
35	35	174	174	0.0	0	0	Chord	6/4	1	1	0	appoggiatura	1/8	1	362													
35	35	174	174	4.0	0	0	Chord	6/4	1	1	1		1	1	363	ornamentMordent												
35	35	178	178	0.0	1	1	StaffText	6/4	1	1	0						)											
35	35	178	178	2.0	1	1	Chord	6/4	1	1	1/2		1/2	1	364													
35	35	174	174	0.0	0	0	Chord	6/4	2	1	0	appoggiatura	1/8	1	365													
35	35	174	174	4.0	0	0	Chord	6/4	2	1	1		1	1	366	ornamentMordent												
35	35	178	178	0.0	1	1	StaffText	6/4	2	1	0						)											
35	35	178	178	2.0	1	1	Chord	6/4	2	1	1/2		1/2	1	367													
35	35	174	174	4.0	0	0	Chord	6/4	3	1	1		1	1	368													
35	35	178	178	0.0	1	1	StaffText	6/4	3	1	0						)											
35	35	178	178	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	369													
36	36	180	180	0.0	0	0	StaffText	6/4	1	1	0						fort											
36	36	180	180	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	370													
36	36	182	182	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	371													
36	36	185	185	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	372													
36	36	180	180	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	373													
36	36	182	182	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	374													
36	36	185	185	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	375													
36	36	180	180	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	376													
36	36	181	181	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	377													
36	36	182	182	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	378													
36	36	183	183	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	379													
36	36	184	184	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	380													
36	36	185	185	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	381													
37	37	186	186	4.0	0	0	Chord	6/4	1	1	1		1	1	382	ornamentShortTrill												
37	37	190	190	0.0	1	1	StaffText	6/4	1	1	0						)											
37	37	190	190	2.0	1	1	Chord	6/4	1	1	1/2		1/2	1	383													
37	37	186	186	4.0	0	0	Chord	6/4	2	1	1		1	1	384	ornamentShortTrill												
37	37	190	190	0.0	1	1	StaffText	6/4	2	1	0						)											
37	37	190	190	2.0	1	1	Chord	6/4	2	1	1/2		1/2	1	385													
37	37	186	186	4.0	0	0	Chord	6/4	3	1	1		1	1	386													
37	37	190	190	0.0	1	1	StaffText	6/4	3	1	0						)											
37	37	190	190	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	387													
38	38	192	192	0.0	0	0	StaffText	6/4	1	1	0						doux											
38	38	192	192	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	388													
38	38	194	194	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	389													
38	38	197	197	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	390													
38	38	192	192	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	391													
38	38	194	194	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	392													
38	38	197	197	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	393													
38	38	192	192	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	394													
38	38	193	193	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	395													
38	38	194	194	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	396													
38	38	195	195	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	397													
38	38	196	196	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	398	ornamentShortTrill												
38	38	197	197	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	399													
39	39	198	198	4.0	0	0	Chord	6/4	1	1	1		1	1	400													
39	39	202	202	0.0	1	1	StaffText	6/4	1	1	0						)											
39	39	202	202	2.0	1	1	Chord	6/4	1	1	1/2		1/2	1	401													
39	39	198	198	4.0	0	0	Chord	6/4	2	1	1		1	1	402													
39	39	202	202	0.0	1	1	StaffText	6/4	2	1	0						)											
39	39	202	202	2.0	1	1	Chord	6/4	2	1	1/2		1/2	1	403													
39	39	198	198	0.0	0	0	FiguredBass	6/4	3	1	0												3/2	5_				
39	39	198	198	4.0	0	0	Chord	6/4	3	1	1		1	1	404													
39	39	202	202	0.0	1	1	StaffText	6/4	3	1	0						)											
39	39	202	202	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	405													
40	40	204	204	0.0	0	0	StaffText	6/4	1	1	0						fort											
40	40	204	204	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	406													
40	40	206	206	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	407													
40	40	209	209	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	408													
40	40	204	204	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	409													
40	40	206	206	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	410													
40	40	209	209	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	411													
40	40	204	204	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	412													
40	40	205	205	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	413													
40	40	206	206	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	414													
40	40	207	207	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	415													
40	40	208	208	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	416													
40	40	209	209	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	417													
41	41	210	210	4.0	0	0	Chord	6/4	1	1	1		1	1	418	ornamentShortTrill												
41	41	214	214	0.0	1	1	StaffText	6/4	1	1	0						)											
41	41	214	214	2.0	1	1	Chord	6/4	1	1	1/2		1/2	1	419													
41	41	210	210	4.0	0	0	Chord	6/4	2	1	1		1	1	420	ornamentShortTrill												
41	41	214	214	0.0	1	1	StaffText	6/4	2	1	0						)											
41	41	214	214	2.0	1	1	Chord	6/4	2	1	1/2		1/2	1	421													
41	41	210	210	0.0	0	0	FiguredBass	6/4	3	1	0												1	#3				
41	41	210	210	4.0	0	0	Chord	6/4	3	1	1		1	1	422													
41	41	214	214	0.0	1	1	StaffText	6/4	3	1	0						)											
41	41	214	214	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	423													
42	42	216	216	0.0	0	0	StaffText	6/4	1	1	0						doux											
42	42	216	216	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	424													
42	42	218	218	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	425	ornamentShortTrill												
42	42	221	221	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	426													
42	42	216	216	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	427													
42	42	218	218	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	428	ornamentShortTrill												
42	42	221	221	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	429													
42	42	216	216	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	#3				
42	42	216	216	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	430													
42	42	218	218	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	4+_				
42	42	218	218	3.0	1/2	1/2	Chord	6/4	3	1	3/4		1/2	3/2	431	ornamentShortTrill												
42	42	221	221	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	432													
43	43	222	222	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	433													
43	43	225	225	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	434													
43	43	226	226	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	435													
43	43	227	227	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	436													
43	43	222	222	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	437													
43	43	225	225	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	438													
43	43	226	226	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	439													
43	43	227	227	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	440													
43	43	222	222	0.0	0	0	FiguredBass	6/4	3	1	0												3/4	7	#5_			
43	43	222	222	0.0	0	0	Chord	6/4	3	1	0	appoggiatura	1/8	1	441													
43	43	222	222	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	442													
43	43	225	225	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	443													
43	43	226	226	0.0	1	1	FiguredBass	6/4	3	1	0												1/4	6	4+			
43	43	226	226	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	444													
43	43	227	227	0.0	5/4	5/4	FiguredBass	6/4	3	1	0												1/4	#6				
43	43	227	227	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	445													
44	44	228	228	0.0	0	0	Chord	6/4	1	1	0	appoggiatura	1/8	1	446													
44	44	228	228	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	447	ornamentMordent												
44	44	230	230	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	448	ornamentShortTrill												
44	44	233	233	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	449													
44	44	228	228	0.0	0	0	Chord	6/4	2	1	0	appoggiatura	1/8	1	450													
44	44	228	228	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	451	ornamentMordent												
44	44	230	230	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	452	ornamentShortTrill												
44	44	233	233	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	453													
44	44	228	228	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	454													
44	44	230	230	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	#3_				
44	44	230	230	2.0	1/2	1/2	Chord	6/4	3	1	1/2		1/2	1	455													
44	44	232	232	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	7				
44	44	232	232	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	456													
45	45	234	234	4.0	0	0	Chord	6/4	1	1	1		1	1	457													
45	45	234	234	4.0	0	0	Chord	6/4	2	1	1		1	1	458													
45	45	234	234	4.0	0	0	Chord	6/4	3	1	1		1	1	459													
46	46	240	240	0.0	0	0	StaffText	6/4	1	1	0						fort											
46	46	240	240	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	460													
46	46	242	242	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	461	ornamentShortTrill												
46	46	245	245	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	462													
46	46	240	240	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	463													
46	46	242	242	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	464	ornamentShortTrill												
46	46	245	245	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	465													
46	46	240	240	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	h3				
46	46	240	240	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	466													
46	46	242	242	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	4+_				
46	46	242	242	3.0	1/2	1/2	Chord	6/4	3	1	3/4		1/2	3/2	467													
46	46	245	245	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	468													
47	47	246	246	6.0	0	0	Chord	6/4	1	1	3/2		1	3/2	469													
47	47	246	246	4.0	0	0	Chord	6/4	2	1	1		1	1	470													
47	47	250	250	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	471													
47	47	251	251	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	472													
47	47	246	246	0.0	0	0	FiguredBass	6/4	3	1	0												3/2	6_				
47	47	246	246	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	473													
47	47	247	247	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	474													
47	47	248	248	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	475													
47	47	249	249	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	476													
47	47	250	250	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	477													
47	47	251	251	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	478													
48	48	252	252	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	479													
48	48	253	253	1.0	1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	480													
48	48	254	254	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	481													
48	48	255	255	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	482													
48	48	256	256	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	483													
48	48	257	257	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	484													
48	48	252	252	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	485													
48	48	253	253	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	486													
48	48	254	254	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	487													
48	48	255	255	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	488													
48	48	256	256	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	489													
48	48	257	257	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	490													
48	48	252	252	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	7	b3_			
48	48	252	252	1.0	0	0	Chord	6/4	3	1	1/4		1/4	1	491													
48	48	253	253	1.0	1/4	1/4	Chord	6/4	3	1	1/4		1/4	1	492													
48	48	254	254	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1/4	6	5			
48	48	254	254	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	493													
48	48	255	255	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	494													
48	48	256	256	0.0	1	1	FiguredBass	6/4	3	1	0												1/4	6	4+	3		
48	48	256	256	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	495													
48	48	257	257	0.0	5/4	5/4	FiguredBass	6/4	3	1	0												1/4	6	5	b3		
48	48	257	257	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	496													
49	49	258	258	4.0	0	0	Chord	6/4	1	1	1		1	1	497	ornamentShortTrill												
49	49	262	262	0.0	1	1	StaffText	6/4	1	1	0						)											
49	49	262	262	0.0	1	1	Chord	6/4	1	1	0	appoggiatura	1/8	1	498													
49	49	262	262	2.0	1	1	Chord	6/4	1	1	1/2		1/2	1	499													
49	49	258	258	4.0	0	0	Chord	6/4	2	1	1		1	1	500	ornamentShortTrill												
49	49	262	262	0.0	1	1	StaffText	6/4	2	1	0						)											
49	49	262	262	0.0	1	1	Chord	6/4	2	1	0	appoggiatura	1/8	1	501													
49	49	262	262	2.0	1	1	Chord	6/4	2	1	1/2		1/2	1	502													
49	49	258	258	0.0	0	0	FiguredBass	6/4	3	1	0												1	h3				
49	49	258	258	4.0	0	0	Chord	6/4	3	1	1		1	1	503													
49	49	262	262	0.0	1	1	StaffText	6/4	3	1	0						)											
49	49	262	262	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	504													
50	50	264	264	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	505													
50	50	266	266	0.0	1/2	1/2	StaffText	6/4	1	1	0						doux											
