mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	0	0	0.0		0	3/8	Tempo	2/2	1	1	0								 = 70	140					
1	0	0	0.5		0	3/8	Chord	2/2	1	1	1/8			1/8	1	0									
1	0	1/2	1.0		1/8	1/2	Chord	2/2	1	1	1/4			1/4	1	1	ornamentMordent								
1	0	3/2	0.5		3/8	3/4	Chord	2/2	1	1	1/8			1/8	1	2									
1	0	2	0.5		1/2	7/8	Chord	2/2	1	1	1/8			1/8	1	3									
2	1	5/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4	ornamentMordent								
2	1	7/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	5									
2	1	4	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	6									
2	1	9/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	7	ornamentShortTrill								
2	1	5	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	8									
2	1	11/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9									
2	1	6	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	10									
3	2	13/2	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	11									
3	2	7	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	12									
3	2	15/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	13	ornamentMordent								
3	2	17/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	14									
3	2	9	0.25		5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	15									
3	2	37/4	0.25		11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	16									
3	2	19/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	17									
3	2	10	0.25		7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	18									
3	2	41/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	19									
3	2	8	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	20									
3	2	17/2	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/4	5	4		
3	2	17/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	21									
3	2	19/2	0.0		3/4	3/4	FiguredBass	2/2	2	1	0										1/8	3			
3	2	19/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	22									
3	2	10	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	23									
4	3	21/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	24									
4	3	23/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	25	ornamentShortTrill								
4	3	25/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	26									
4	3	13	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	27									
4	3	27/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	28									
4	3	14	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	29									
4	3	21/2	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	30									
4	3	23/2	0.0		1/4	1/4	FiguredBass	2/2	2	1	0										1/8	6			
4	3	23/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	31									
4	3	12	0.0		3/8	3/8	FiguredBass	2/2	2	1	0										1/8	3			
4	3	12	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	32									
4	3	25/2	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/4	6_			
4	3	25/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	33									
4	3	13	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	34									
4	3	27/2	0.0		3/4	3/4	FiguredBass	2/2	2	1	0										1/8	5/			
4	3	27/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	35									
4	3	14	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	36									
5	4	29/2	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	37									
5	4	15	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	38									
5	4	31/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	39									
5	4	16	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	40									
5	4	33/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	41									
5	4	17	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	42									
5	4	35/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	43	ornamentShortTrill								
5	4	18	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	44	ornamentTurn								
5	4	29/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	45									
5	4	15	0.0		1/8	1/8	FiguredBass	2/2	2	1	0										1/8	6	3		
5	4	15	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	46									
5	4	31/2	0.0		1/4	1/4	FiguredBass	2/2	2	1	0										1/8	6	3		
5	4	31/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	47									
5	4	16	0.0		3/8	3/8	FiguredBass	2/2	2	1	0										1/8	6	3		
5	4	16	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	48									
