mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
11	10	75/2	75/2	0.75		0	0	Chord	4/4	2	1	3/16		1/8	3/2	86												
11	10	153/4	153/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	87												
11	10	77/2	77/2	0.75		1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	88												
11	10	157/4	157/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	89												
11	10	79/2	79/2	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	90												
12	11	83/2	83/2	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	91												
12	11	44	44	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	92												
12	11	89/2	89/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	93												
12	11	45	45	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	94												
12	11	83/2	83/2	0.0		0	0	FiguredBass	4/4	2	1	0												1	4+_			
12	11	83/2	83/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	95												
12	11	87/2	87/2	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	96												
13	12	91/2	91/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	97												
13	12	46	46	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	98												
13	12	93/2	93/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	99												
13	12	47	47	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	100												
13	12	95/2	95/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	101												
13	12	48	48	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	102												
13	12	97/2	97/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	103												
13	12	49	49	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	104												
13	12	91/2	91/2	0.0		0	0	FiguredBass	4/4	2	1	0												1/2	6			
13	12	91/2	91/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	105												
13	12	48	48	0.0		5/8	5/8	FiguredBass	4/4	2	1	0												3/8	_			
13	12	48	48	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	106												
13	12	97/2	97/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	107												
13	12	49	49	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	108												
14	13	99/2	99/2	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	109												
14	13	52	52	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	110												
14	13	105/2	105/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	111												
14	13	53	53	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	112												
14	13	99/2	99/2	0.0		0	0	FiguredBass	4/4	2	1	0												1/2	_			
14	13	99/2	99/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	113												
14	13	50	50	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	114												
14	13	101/2	101/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	115												
14	13	51	51	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	116												
14	13	103/2	103/2	0.0		1/2	1/2	FiguredBass	4/4	2	1	0												1/2	6_			
14	13	103/2	103/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	117												
14	13	52	52	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	118												
14	13	105/2	105/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	119												
14	13	53	53	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	120												
15	14	107/2	107/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	121												
15	14	54	54	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	122												
15	14	109/2	109/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	123												
15	14	55	55	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	124												
15	14	111/2	111/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	125												
15	14	56	56	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	126												
15	14	113/2	113/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	127												
15	14	57	57	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	128												
15	14	107/2	107/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	129												
15	14	111/2	111/2	0.0		1/2	1/2	FiguredBass	4/4	2	1	0												1/2	7_			
15	14	56	56	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	130												
15	14	113/2	113/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	131												
15	14	57	57	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	132												
16	15	115/2	115/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	133	ornamentShortTrill											
16	15	117/2	117/2	0.0		1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	134												
16	15	117/2	117/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	135												
16	15	60	60	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	136												
16	15	121/2	121/2	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	137												
16	15	245/4	245/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	138												
16	15	115/2	115/2	0.0		0	0	FiguredBass	4/4	2	1	0												1/2	#3_			
16	15	115/2	115/2	0.75		0	0	Chord	4/4	2	1	3/16		1/8	3/2	139												
16	15	233/4	233/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	140												
16	15	117/2	117/2	0.75		1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	141												
16	15	237/4	237/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	142												
16	15	119/2	119/2	0.0		1/2	1/2	FiguredBass	4/4	2	1	0												1/2	6			
16	15	119/2	119/2	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	143												
17	16	123/2	123/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	144	ornamentShortTrill											
17	16	63	63	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	145												
17	16	127/2	127/2	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	146	ornamentShortTrill											
17	16	65	65	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	147												
17	16	123/2	123/2	0.0		0	0	FiguredBass	4/4	2	1	0												1/4	#6			
17	16	123/2	123/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	148												
17	16	125/2	125/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	149												
17	16	127/2	127/2	0.0		1/2	1/2	FiguredBass	4/4	2	1	0												1/2	#3_			
17	16	127/2	127/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	150												
17	16	129/2	129/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	151												
18	17		131/2	2.0	1	0	0	Chord	4/4	1	1	1/2		1/2	1	152												
18	17		68	0.5	1	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	153												
18	17		137/2	0.75	1	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	154												
18	17		277/4	0.25	1	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	155												
18	17		131/2	1.0	1	0	0	Chord	4/4	2	1	1/4		1/4	1	156												
18	17		133/2	0.5	1	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	157												
18	17		67	0.5	1	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	158												
18	17		135/2	0.5	1	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	159												
18	17		68	0.5	1	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	160												
18	17		137/2	0.0	1	3/4	3/4	FiguredBass	4/4	2	1	0												1/8	6			
18	17		137/2	0.5	1	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	161												
18	17		69	0.0	1	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	6			
18	17		69	0.5	1	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	162												
19	17	131/2	139/2	3.0	2	0	0	Chord	3/4	1	1	3/4		1/2	3/2	163												
19	17	131/2	139/2	3.0	2	0	0	Chord	3/4	2	1	3/4		1/2	3/2	164												
20	18	137/2	145/2	0.0		0	0	Tempo	3/4	1	1	0							𝅘𝅥=160	160.0	𝅘𝅥	160.0	0.0					
20	18	139/2	147/2	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	165												
20	18	141/2	149/2	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	166												
20	18	137/2	145/2	0.0		0	0	StaffText	3/4	2	1	0						Reprise										
21	19	143/2	151/2	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	167												
21	19	72	76	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	168												
21	19	145/2	153/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	169												
21	19	73	77	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	170												
21	19	147/2	155/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	171												
21	19	74	78	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	172												
22	20	149/2	157/2	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	173												
22	20	75	79	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	174												
22	20	151/2	159/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	175												
22	20	76	80	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	176												
22	20	153/2	161/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	177												
22	20	77	81	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	178												
23	21	155/2	163/2	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	179	ornamentShortTrill											
23	21	79	83	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	180												
23	21	159/2	167/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	181												
23	21	80	84	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	182												
23	21	157/2	165/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	183												
23	21	159/2	167/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	184												
24	22	161/2	169/2	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	185												
24	22	163/2	171/2	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	186												
24	22	83	87	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	187												
24	22	161/2	169/2	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	188												
24	22	81	85	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	189												
24	22	163/2	171/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	190												
24	22	82	86	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	191												
24	22	165/2	173/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	192												
24	22	83	87	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	193												
25	23	167/2	175/2	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	194												
25	23	169/2	177/2	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	195												
25	23	86	90	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	196												
25	23	167/2	175/2	0.0		0	0	FiguredBass	3/4	2	1	0												1/8	7			
25	23	167/2	175/2	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	197												
25	23	84	88	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	198												
25	23	169/2	177/2	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6_			
25	23	169/2	177/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	199												
25	23	85	89	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	200												
25	23	171/2	179/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	201												
25	23	86	90	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	202												
26	24	173/2	181/2	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	203												
26	24	175/2	183/2	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	204												
26	24	89	93	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	205												
26	24	173/2	181/2	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7			
26	24	173/2	181/2	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	206	ornamentShortTrill											
26	24	175/2	183/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	207												
26	24	177/2	185/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	208												
27	25	179/2	187/2	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	209												
27	25	181/2	189/2	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	210	ornamentShortTrill											1
27	25	92	96	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	211												1
27	25	369/4	385/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	212												
27	25	179/2	187/2	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	5	4		
27	25	179/2	187/2	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	213												
27	25	181/2	189/2	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	3_			
27	25	181/2	189/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	214												
27	25	183/2	191/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	215												
28	26	185/2	193/2	0.0		0	0	StaffText	3/4	1	1	0						)										
28	26	185/2	193/2	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	216												
28	26	187/2	195/2	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	217												
28	26	95	99	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	218												
28	26	185/2	193/2	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	219												
28	26	93	97	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	220												
28	26	187/2	195/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	221												
28	26	94	98	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	222												
28	26	189/2	197/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	223												
28	26	95	99	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	224												
29	27	191/2	199/2	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	225												
29	27	193/2	201/2	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	226												
29	27	98	102	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	227												
29	27	191/2	199/2	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7_			
29	27	191/2	199/2	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	228												
29	27	96	100	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	229												
29	27	193/2	201/2	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6_			
29	27	193/2	201/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	230												
29	27	97	101	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	231												
29	27	195/2	203/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	232												
29	27	98	102	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	233												
30	28	197/2	205/2	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	234												
30	28	199/2	207/2	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	235												
30	28	101	105	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	236												
30	28	197/2	205/2	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7_			
30	28	197/2	205/2	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	237												
30	28	99	103	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	238												
