mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	0	0	0.0	0	3/8	Tempo	2/4	1	1	0								 = 110	110					
1	0	0	0.5	0	3/8	Chord	2/4	1	1	1/8			1/8	1	0									
2	1	1/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1									
2	1	2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2									
2	1	1	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	3									
2	1	3/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	4									
3	2	5/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	5	ornamentShortTrill								
3	2	3	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	6									
3	2	4	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	7									
3	2	17/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	8									
3	2	3	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	9									
3	2	7/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	10									
4	3	9/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	11	ornamentShortTrill								
4	3	5	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	12									
4	3	11/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	13									
4	3	6	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	14									
4	3	6	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	15									
4	3	25/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	16									
5	4	13/2	0.0	0	0	Chord	2/4	1	1	0	appoggiatura		1/8	1	17									
5	4	13/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	18	ornamentMordent								0
5	4	8	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	19									0
5	4	33/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	20									
5	4	13/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/2	6_			
5	4	13/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	21									
5	4	7	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	22									
5	4	15/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	23									
5	4	8	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	24									
6	5	17/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	25									
6	5	19/2	0.0	1/4	1/4	Chord	2/4	1	1	0	appoggiatura		1/8	1	26									
6	5	19/2	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	27	ornamentMordent								
6	5	41/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	28									
6	5	17/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/4	_			
6	5	17/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	29									
6	5	9	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	30									
6	5	19/2	0.0	1/4	1/4	FiguredBass	2/4	2	1	0										1/8	6			
6	5	19/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	31									
6	5	10	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	32									
7	6	21/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	33	ornamentShortTrill								
7	6	12	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	34									
7	6	21/2	0.0	0	0	FiguredBass	2/4	2	1	0										3/8	_			
7	6	21/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	35									
7	6	11	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	36									
7	6	23/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	37									
7	6	12	0.0	3/8	3/8	FiguredBass	2/4	2	1	0										1/8	#6			
7	6	12	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	38									
8	7	25/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	39									
8	7	13	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	40									
8	7	27/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	41									
8	7	14	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	42									
8	7	25/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/4	_			
8	7	25/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	43									
8	7	13	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	44									
8	7	27/2	0.0	1/4	1/4	FiguredBass	2/4	2	1	0										1/8	6			
8	7	27/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	45									
8	7	14	0.0	3/8	3/8	FiguredBass	2/4	2	1	0										1/8	6			
8	7	14	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	46									
9	8	29/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	47	ornamentShortTrill								
9	8	16	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	48									
9	8	29/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/2	_			
9	8	29/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	49									
9	8	15	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	50									
9	8	31/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	51									
9	8	16	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	52									
10	9	33/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	53									
10	9	35/2	0.0	1/4	1/4	Chord	2/4	1	1	0	appoggiatura		1/8	1	54									
10	9	35/2	0.0	1/4	1/4	Chord	2/4	1	1	0	appoggiatura		1/8	1	55									
10	9	35/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	56									
10	9	33/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/4	5			
10	9	33/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	57									
10	9	18	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	58									
11	10	37/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	59	ornamentShortTrill								
11	10	20	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	60									
11	10	37/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/2	#3_			
11	10	37/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	61									
11	10	19	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	62									
11	10	39/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	63									
11	10	20	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	64									
12	11	41/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	65									
12	11	21	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	66									
12	11	43/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	67									
12	11	22	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	68									
12	11	41/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/4	6_			
12	11	41/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	69									
12	11	21	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	70									
12	11	43/2	0.0	1/4	1/4	FiguredBass	2/4	2	1	0										1/4	#6_			
12	11	43/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	71									
12	11	22	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	72									
13	12	45/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	73									
13	12	23	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	74									
13	12	47/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	75									
13	12	24	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	76									
13	12	45/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/4	_			
13	12	45/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	77									
13	12	23	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	78									
13	12	47/2	0.0	1/4	1/4	FiguredBass	2/4	2	1	0										1/4	5/_			
13	12	47/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	79									
13	12	24	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	80									
14	13	49/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	81									
14	13	25	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	82									
14	13	51/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	83	ornamentShortTrill								
14	13	26	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	84									
14	13	49/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/8	7	#3		
14	13	49/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	85									
14	13	25	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	86									
14	13	51/2	0.0	1/4	1/4	FiguredBass	2/4	2	1	0										1/4	5/_			
14	13	51/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	87									
14	13	26	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	88									
15	14	53/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	89									1
15	14	107/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	90									1
15	14	27	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	91									1
15	14	109/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	92									1
15	14	55/2	0.0	1/4	1/4	StaffText	2/4	1	1	0							)							
15	14	55/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	93									
15	14	28	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	94									
15	14	53/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/2	#3_			
15	14	53/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	95									
15	14	28	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	96									
16	15	57/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	97									
16	15	30	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	98									
16	15	57/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/2	6_			
16	15	57/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	99									
16	15	29	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	100									
16	15	59/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	101									
16	15	30	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	102									
17	16	61/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	103	ornamentMordent								
17	16	32	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	104									
17	16	61/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/4	_			
17	16	61/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	105									
17	16	31	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	106									
17	16	63/2	0.0	1/4	1/4	FiguredBass	2/4	2	1	0										1/4	5_			
17	16	63/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	107									
17	16	32	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	108									
18	17	65/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	109									
18	17	34	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	110									
18	17	65/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/4	6_			
18	17	65/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	111									
18	17	33	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	112									
18	17	67/2	0.0	1/4	1/4	FiguredBass	2/4	2	1	0										1/8	5/			
18	17	67/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	113									
18	17	34	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	114									
19	18	69/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	115	ornamentMordent								
19	18	36	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	116									
19	18	69/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/8	#3			
19	18	69/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	117									2
19	18	35	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	118									2
19	18	71/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	119									
19	18	36	0.0	3/8	3/8	FiguredBass	2/4	2	1	0										1/8	6			
19	18	36	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	120									
20	19	73/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	121									
20	19	37	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	122									
20	19	75/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	123	ornamentShortTrill								
20	19	38	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	124									
20	19	73/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/8	#6			
20	19	73/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	125									
20	19	37	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	126									
20	19	75/2	0.0	1/4	1/4	FiguredBass	2/4	2	1	0										1/8	4+			
20	19	75/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	127									
20	19	38	0.0	3/8	3/8	FiguredBass	2/4	2	1	0										1/8	6			
20	19	38	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	128									
21	20	77/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	129									
21	20	39	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	130									
21	20	79/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	131	ornamentShortTrill								
21	20	40	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	132									
21	20	77/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/8	#6			
21	20	77/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	133									
21	20	39	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	134									
21	20	79/2	0.0	1/4	1/4	FiguredBass	2/4	2	1	0										1/8	5/			
21	20	79/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	135									
21	20	40	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	136									
22	21	81/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	137									
22	21	83/2	0.0	1/4	1/4	Chord	2/4	1	1	0	grace8after		1/8	1	138									
22	21	83/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	139	ornamentShortTrill								
22	21	81/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/4	6	4		
22	21	81/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	140									
22	21	83/2	0.0	1/4	1/4	FiguredBass	2/4	2	1	0										1/4	#3			
22	21	83/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	141									
23	22	85/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	142									
23	22	85/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	143									
24	22	44	0.5	0	3/8	Chord	2/4	1	1	1/8			1/8	1	144									
24	22	44	0.0	0	3/8	FiguredBass	2/4	2	1	0										1/8	5			
24	22	44	0.0	0	3/8	StaffText	2/4	2	1	0							Reprise							
24	22	44	0.5	0	3/8	Chord	2/4	2	1	1/8			1/8	1	145									
25	23	89/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	146	ornamentShortTrill								
25	23	91/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	147									
25	23	89/2	0.0	0	0	FiguredBass	2/4	2	1	0										1/2	4+_			
25	23	89/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	148									
25	23	45	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	149									
25	23	91/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	150									
25	23	46	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	151									
26	24	93/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	152									
26	24	48	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	153									
26	24	193/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	154									
26	24	93/2	0.0	0	0	FiguredBass	2/4	2	1	0										3/8	6_			
26	24	93/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	155									
26	24	47	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	156									
26	24	95/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	157									
26	24	48	0.0	3/8	3/8	FiguredBass	2/4	2	1	0										1/8	#6			
26	24	48	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	158									
27	25	97/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	159									
27	25	49	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	160									
27	25	99/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	161									
27	25	50	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	162									
27	25	97/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	163									
27	25	49	0.0	1/8	1/8	FiguredBass	2/4	2	1	0										1/8	#3			
27	25	49	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	164									
27	25	99/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	165									
27	25	50	0.0	3/8	3/8	FiguredBass	2/4	2	1	0										1/8	5/			
27	25	50	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	166									
28	26	101/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	167	ornamentShortTrill								
28	26	51	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	168									
28	26	103/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	169									
28	26	52	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	170									
28	26	101/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	171									
28	26	51	0.0	1/8	1/8	FiguredBass	2/4	2	1	0										1/8	#3			
28	26	51	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	172									
28	26	103/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	173									
28	26	52	0.0	3/8	3/8	FiguredBass	2/4	2	1	0										1/8	5/			
28	26	52	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	174									
29	27	105/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	175	ornamentShortTrill								
29	27	53	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	176									
29	27	213/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	177									
29	27	107/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	178									
29	27	215/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	179									
29	27	54	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	180	ornamentShortTrill								
29	27	217/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	181									
29	27	105/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	182									
29	27	53	0.0	1/8	1/8	FiguredBass	2/4	2	1	0										1/8	5/			
29	27	53	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	183									
29	27	107/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	184									
29	27	54	0.0	3/8	3/8	FiguredBass	2/4	2	1	0										1/8	6	4+	3	
29	27	54	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	185									
30	28	109/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	186									
30	28	55	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	187									
30	28	56	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	188									
30	28	109/2	0.0	0	0	FiguredBass	2/4	2	1	0										3/8	#3_			
30	28	109/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	189									
30	28	55	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	190									
30	28	111/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	191									
30	28	56	0.0	3/8	3/8	FiguredBass	2/4	2	1	0										1/8	6			
30	28	56	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	192									
31	29	113/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	193									
31	29	57	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	194									
