mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
3	2	7	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	35									
3	2	29/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	36									
3	2	15/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	37									
3	2	31/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	38									
3	2	8	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	39									
3	2	33/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	40									
3	2	17/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	41									1
3	2	9	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	42	ornamentShortTrill								
3	2	37/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	43									
3	2	19/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	44									
3	2	39/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	45									
3	2	10	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	46									
3	2	41/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	47									
3	2	13/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	_			
3	2	13/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	48									
3	2	7	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	49									
3	2	29/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	50									
3	2	15/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	5/_			
3	2	15/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	51									
3	2	8	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	52									
3	2	17/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	_			
3	2	17/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	53									
3	2	9	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	54									
3	2	37/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	55									
3	2	19/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	6	4	b3_	
3	2	19/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	56									
3	2	39/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	57									
3	2	10	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	58									
3	2	41/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	59									
4	3	21/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	60									
4	3	11	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	61									
4	3	45/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	62									
4	3	23/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	63									
4	3	47/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	64									2
4	3	12	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	65	ornamentShortTrill								
4	3	49/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	66									
4	3	25/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	67									3
4	3	51/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	68									
4	3	13	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	69									4
4	3	53/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	70									
4	3	27/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	71	ornamentShortTrill								
4	3	57/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	72									
4	3	21/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	6_			
4	3	21/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	73									
4	3	11	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	74									
4	3	45/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	75									
4	3	23/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	5/_			
4	3	23/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	76	ornamentShortTrill								
4	3	12	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	77									
4	3	25/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	_			
4	3	25/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	78									
4	3	13	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	79									
4	3	27/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	3_			
4	3	27/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	80									
4	3	14	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	b7			
4	3	14	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	81									
5	4	29/2	0.0	0	0	StaffText	4/4	1	1	0							)							
5	4	29/2	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	82									
5	4	59/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	83									
5	4	15	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	84									
5	4	61/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	85									
5	4	31/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	86	ornamentShortTrill								
5	4	16	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	87									
5	4	65/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	88									
5	4	33/2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura		1/8	1	89									
5	4	33/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	90									
5	4	67/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	91									
5	4	17	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	92									
5	4	69/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	93									
5	4	35/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	94									
5	4	71/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	95									
5	4	18	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	96									
5	4	73/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	97									
5	4	29/2	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	98									
5	4	59/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	99									
5	4	15	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	100									
5	4	61/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	101									
5	4	31/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	5/_			
5	4	31/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	102	ornamentShortTrill								
5	4	16	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	103									
5	4	33/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	104									
5	4	17	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/8	6	4		
5	4	17	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	105									
5	4	35/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	6	4+	3	
5	4	35/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	106									
5	4	18	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	6	5		
5	4	18	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	107									
6	5	37/2	0.0	0	0	StaffText	4/4	1	1	0							)							
6	5	37/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	108	ornamentShortTrill								
6	5	19	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	109									
6	5	39/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	110									
6	5	20	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	111									
6	5	81/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	112									
6	5	41/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	113	ornamentShortTrill								
6	5	21	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	114									
6	5	43/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	115									
6	5	22	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	116									
6	5	89/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	117									
6	5	37/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	#3_			
6	5	37/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	118									
6	5	19	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	119									
6	5	39/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/8	6			
6	5	39/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	120									
6	5	20	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	7	h3		
6	5	20	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	121									
6	5	41/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	h3_			
6	5	41/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	122									
6	5	21	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	123									
6	5	43/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	h5_			
6	5	43/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	124									
6	5	22	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	7			
6	5	22	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	125									
7	6	45/2	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	126	ornamentShortTrill								
7	6	91/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	127									
7	6	23	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	128									
7	6	93/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	129									
7	6	47/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	130									
7	6	24	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	131									
7	6	97/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	132									
7	6	49/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	133									5
7	6	25	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	134	ornamentShortTrill								
7	6	101/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	135									
7	6	51/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	136	ornamentShortTrill								
7	6	105/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	137									
7	6	45/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	#3_			
7	6	45/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	138									
7	6	23	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	139									
7	6	93/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	140									
7	6	47/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	6_			
7	6	47/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	141									
7	6	24	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	142									
7	6	97/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	143									
7	6	49/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	5/			
7	6	49/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	144									
7	6	25	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	145									
7	6	51/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	#3_			
7	6	51/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	146									
7	6	26	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	7			
7	6	26	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	147									
8	7	53/2	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	148									
8	7	53/2	0.0	0	0	FiguredBass	4/4	2	1	0										3/8	h3			
8	7	53/2	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	149									
9	7	28	0.5	0	3/8	Chord	4/4	1	1	1/8			1/8	1	150									
9	7	57/2	0.5	1/8	1/2	Chord	4/4	1	1	1/8			1/8	1	151	ornamentMordent								
9	7	29	0.25	1/4	5/8	Chord	4/4	1	1	1/16			1/16	1	152									
9	7	117/4	0.25	5/16	11/16	Chord	4/4	1	1	1/16			1/16	1	153									
9	7	59/2	0.5	3/8	3/4	Chord	4/4	1	1	1/8			1/8	1	154	ornamentShortTrill								
9	7	30	0.5	1/2	7/8	Chord	4/4	1	1	1/8			1/8	1	155									
9	7	28	0.0	0	3/8	StaffText	4/4	2	1	0							Reprise							
9	7	30	0.0	1/2	7/8	FiguredBass	4/4	2	1	0										1/8	h3			
9	7	30	0.5	1/2	7/8	Chord	4/4	2	1	1/8			1/8	1	156									
10	8	61/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	157	ornamentShortTrill								
10	8	31	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura		1/8	1	158									
10	8	31	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	159									
10	8	127/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	160									
10	8	32	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	161									
10	8	129/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	162									
10	8	65/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	163									6
10	8	33	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	164	ornamentShortTrill								
10	8	133/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	165									
10	8	67/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	166	ornamentShortTrill								
10	8	137/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	167									
10	8	61/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	8	h3_		
10	8	61/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	168									
10	8	31	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	169									
10	8	125/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	170									
10	8	63/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	5/_			
10	8	63/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	171	ornamentShortTrill								
10	8	32	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	172									
10	8	65/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	b3_			
10	8	65/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	173									
10	8	33	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	174									
10	8	67/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	5	4		
10	8	67/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	175									
10	8	34	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	h3			
10	8	34	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	176									
11	9	69/2	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	177									
11	9	69/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	178	ornamentMordent								
11	9	36	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	179									
11	9	73/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	180									
11	9	37	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	181									7
11	9	149/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	182									
11	9	75/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	183									8
11	9	151/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	184									
11	9	38	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	185									9
11	9	153/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	186									
11	9	69/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	h3_			
11	9	69/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	187									
11	9	35	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	188									
11	9	141/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	189									
11	9	71/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	4+_			
11	9	71/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	190									
11	9	143/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	191									
11	9	36	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	192									
11	9	145/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	193									
11	9	73/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	6			
11	9	73/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	194									
11	9	75/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	5/_			
11	9	75/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	195									
11	9	38	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	196									
12	10	77/2	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	197	ornamentShortTrill								
12	10	155/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	198									
12	10	39	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	199									
12	10	157/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	200									
12	10	79/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	201									
12	10	159/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	202									
12	10	40	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	203									
12	10	161/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	204									
12	10	81/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	205	ornamentMordent								
12	10	41	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	206									
12	10	165/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	207									
12	10	83/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	208	ornamentShortTrill								
12	10	169/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	209									
12	10	77/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	_			
12	10	77/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	210									
12	10	39	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	211									
12	10	79/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	6_			
12	10	79/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	212									
12	10	40	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	213									
12	10	81/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	6	4	b3_	
12	10	81/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	214									
12	10	163/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	215									
12	10	41	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/8	6_			
12	10	41	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	216									
12	10	165/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	217									
12	10	83/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	3_			
12	10	83/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	218									
12	10	42	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	b7			
12	10	42	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	219									
13	11	85/2	0.0	0	0	StaffText	4/4	1	1	0							)							
13	11	85/2	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	220									
13	11	171/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	221									
13	11	43	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	222									
13	11	173/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	223									
13	11	87/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	224									
13	11	175/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	225									
13	11	44	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	226									
13	11	177/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	227									
13	11	89/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	228									
13	11	179/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	229									
13	11	45	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	230									
13	11	181/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	231									
13	11	91/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	232									
13	11	183/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	233									
13	11	46	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	234									
13	11	185/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	235									
13	11	85/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	236									
13	11	87/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/8	7			
13	11	87/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	237									
13	11	89/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	7	5/		
13	11	89/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	238									
13	11	91/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	7	h3		
13	11	91/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	239									
14	12	93/2	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	240									
14	12	93/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	241	ornamentMordent								
14	12	47	0.0	1/8	1/8	StaffText	4/4	1	1	0							)							
14	12	47	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura		1/8	1	242									
14	12	47	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	243									
14	12	95/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	244									
14	12	193/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	245									
14	12	97/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	246									
14	12	195/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	247									
14	12	49	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	248									
14	12	197/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	249									
14	12	99/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	250	ornamentShortTrill								
