mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
4	3	25/2	25/2	0.0		0	0	Chord	3/2	1	1	0	appoggiatura	1/8	1	38												
4	3	25/2	25/2	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	39	ornamentMordent											
4	3	29/2	29/2	0.0		1/2	1/2	Chord	3/2	1	1	0	appoggiatura	1/8	1	40												
4	3	29/2	29/2	1.0		1/2	1/2	Chord	3/2	1	1	1/4		1/4	1	41												
4	3	31/2	31/2	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	42												
4	3	16	16	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	43												
4	3	33/2	33/2	0.0		1	1	Chord	3/2	1	1	0	appoggiatura	1/8	1	44												
4	3	33/2	33/2	1.0		1	1	Chord	3/2	1	1	1/4		1/4	1	45	ornamentMordent											
4	3	35/2	35/2	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	46												0
4	3	18	18	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	47												
4	3	25/2	25/2	2.0		0	0	Chord	3/2	1	2	1/2		1/2	1	48												
4	3	25/2	25/2	0.0		0	0	StaffText	3/2	2	1	0																
4	3	25/2	25/2	2.0		0	0	Chord	3/2	2	1	1/2		1/2	1	49	ornamentMordent											
4	3	29/2	29/2	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	50												
4	3	31/2	31/2	0.5		3/4	3/4	Chord	3/2	2	1	1/8		1/8	1	51												
4	3	16	16	0.5		7/8	7/8	Chord	3/2	2	1	1/8		1/8	1	52												
4	3	33/2	33/2	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	53												
4	3	35/2	35/2	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	54												
5	4	37/2	37/2	1.5		0	0	Chord	3/2	1	1	3/8		1/4	3/2	55	ornamentShortTrill											
5	4	20	20	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	56												
5	4	41/2	41/2	1.0		1/2	1/2	Chord	3/2	1	1	1/4		1/4	1	57	ornamentMordent											
5	4	43/2	43/2	1.0		3/4	3/4	Chord	3/2	1	1	1/4		1/4	1	58												
5	4	45/2	45/2	0.0		1	1	Chord	3/2	1	1	0	appoggiatura	1/8	1	59												
5	4	45/2	45/2	1.5		1	1	Chord	3/2	1	1	3/8		1/4	3/2	60	ornamentMordent											
5	4	24	24	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	61												
5	4	37/2	37/2	1.5		0	0	Chord	3/2	2	1	3/8		1/4	3/2	62												
5	4	20	20	0.5		3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	63												
5	4	41/2	41/2	0.0		1/2	1/2	FiguredBass	3/2	2	1	0												1/4	6			
5	4	41/2	41/2	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	64												
5	4	43/2	43/2	0.0		3/4	3/4	FiguredBass	3/2	2	1	0												1/4	5/			
5	4	43/2	43/2	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	65												
5	4	45/2	45/2	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	66												
5	4	47/2	47/2	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	67												
6	5	49/2	49/2	1.5		0	0	Chord	3/2	1	1	3/8		1/4	3/2	68	ornamentShortTrill											
6	5	26	26	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	69												
6	5	53/2	53/2	1.0		1/2	1/2	Chord	3/2	1	1	1/4		1/4	1	70												1
6	5	55/2	55/2	1.0		3/4	3/4	Chord	3/2	1	1	1/4		1/4	1	71												2
6	5	57/2	57/2	1.5		1	1	Chord	3/2	1	1	3/8		1/4	3/2	72												3
6	5	30	30	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	73												
6	5	49/2	49/2	2.0		0	0	Chord	3/2	1	2	1/2		1/2	1	74												
6	5	53/2	53/2	0.5		1/2	1/2	Chord	3/2	1	2	1/8		1/8	1	75												
6	5	27	27	0.5		5/8	5/8	Chord	3/2	1	2	1/8		1/8	1	76												
6	5	55/2	55/2	0.5		3/4	3/4	Chord	3/2	1	2	1/8		1/8	1	77												
6	5	28	28	0.5		7/8	7/8	Chord	3/2	1	2	1/8		1/8	1	78												
6	5	57/2	57/2	0.5		1	1	Chord	3/2	1	2	1/8		1/8	1	79												
6	5	29	29	0.5		9/8	9/8	Chord	3/2	1	2	1/8		1/8	1	80												
6	5	59/2	59/2	1.0		5/4	5/4	Chord	3/2	1	2	1/4		1/4	1	81												
6	5	49/2	49/2	2.0		0	0	Chord	3/2	2	1	1/2		1/2	1	82												
6	5	53/2	53/2	0.0		1/2	1/2	FiguredBass	3/2	2	1	0												1/4	#6	4	3	
6	5	53/2	53/2	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	83												
6	5	55/2	55/2	0.0		3/4	3/4	FiguredBass	3/2	2	1	0												1/4	6			
6	5	55/2	55/2	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	84												
6	5	57/2	57/2	0.0		1	1	FiguredBass	3/2	2	1	0												1/4	7			
6	5	57/2	57/2	2.0		1	1	Chord	3/2	2	1	1/2		1/2	1	85												
6	5	59/2	59/2	0.0		5/4	5/4	FiguredBass	3/2	2	1	0												1/4	6			
6	5	49/2	49/2	1.0		0	0	Chord	3/2	2	2	1/4		1/4	1	86												
6	5	51/2	51/2	1.0		1/4	1/4	Chord	3/2	2	2	1/4		1/4	1	87												
7	6	61/2	61/2	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	88	ornamentShortTrill											
7	6	33	33	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	89												
7	6	67/2	67/2	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	90	ornamentMordent											
7	6	34	34	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	91												
7	6	69/2	69/2	0.0		1	1	Chord	3/2	1	1	0	appoggiatura	1/8	1	92												
7	6	69/2	69/2	1.0		1	1	Chord	3/2	1	1	1/4		1/4	1	93	ornamentMordent											4
7	6	71/2	71/2	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	94												4
7	6	36	36	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	95												
7	6	61/2	61/2	2.0		0	0	Chord	3/2	1	2	1/2		1/2	1	96												
7	6	61/2	61/2	0.0		0	0	FiguredBass	3/2	2	1	0												1/4	#3			
7	6	61/2	61/2	2.0		0	0	Chord	3/2	2	1	1/2		1/2	1	97												
7	6	33	33	0.5		5/8	5/8	Chord	3/2	2	1	1/8		1/8	1	98												
7	6	67/2	67/2	0.0		3/4	3/4	FiguredBass	3/2	2	1	0												1/8	h3			
7	6	67/2	67/2	0.5		3/4	3/4	Chord	3/2	2	1	1/8		1/8	1	99												5
7	6	34	34	0.5		7/8	7/8	Chord	3/2	2	1	1/8		1/8	1	100												5
7	6	69/2	69/2	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	101												5
7	6	71/2	71/2	0.5		5/4	5/4	Chord	3/2	2	1	1/8		1/8	1	102												5
7	6	36	36	0.5		11/8	11/8	Chord	3/2	2	1	1/8		1/8	1	103												
7	6	61/2	61/2	1.0		0	0	Chord	3/2	2	2	1/4		1/4	1	104												
7	6	63/2	63/2	1.0		1/4	1/4	Chord	3/2	2	2	1/4		1/4	1	105												
8	7	73/2	73/2	1.5		0	0	Chord	3/2	1	1	3/8		1/4	3/2	106	ornamentShortTrill											
8	7	38	38	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	107												
8	7	77/2	77/2	0.5		1/2	1/2	Chord	3/2	1	1	1/8		1/8	1	108												6
8	7	39	39	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	109												
8	7	79/2	79/2	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	110												7
8	7	40	40	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	111												
8	7	81/2	81/2	0.5		1	1	Chord	3/2	1	1	1/8		1/8	1	112												8
8	7	41	41	0.5		9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	113												
8	7	83/2	83/2	0.5		5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	114												9
8	7	42	42	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	115												
8	7	73/2	73/2	0.0		0	0	FiguredBass	3/2	2	1	0												1/4	#6			
8	7	73/2	73/2	1.0		0	0	Chord	3/2	2	1	1/4		1/4	1	116												
8	7	75/2	75/2	1.0		1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	117												
8	7	77/2	77/2	0.0		1/2	1/2	FiguredBass	3/2	2	1	0												1/4	5/			
8	7	77/2	77/2	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	118												10
8	7	79/2	79/2	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	119												
8	7	81/2	81/2	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	120												
8	7	83/2	83/2	0.0		5/4	5/4	FiguredBass	3/2	2	1	0												1/4	#6	5		
8	7	83/2	83/2	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	121												
9	8	85/2	85/2	1.0		0	0	Chord	3/2	1	1	1/4		1/4	1	122	ornamentShortTrill											
9	8	87/2	87/2	0.0		1/4	1/4	Chord	3/2	1	1	0	appoggiatura	1/8	1	123												
9	8	87/2	87/2	1.0		1/4	1/4	Chord	3/2	1	1	1/4		1/4	1	124												
9	8	89/2	89/2	1.5		1/2	1/2	Chord	3/2	1	1	3/8		1/4	3/2	125												11
9	8	46	46	0.16666666666666666		7/8	7/8	Chord	3/2	1	1	1/24		1/32	4/3	126												11
9	8	277/6	277/6	0.16666666666666666		11/12	11/12	Chord	3/2	1	1	1/24		1/32	4/3	127												11
9	8	139/3	139/3	0.16666666666666666		23/24	23/24	Chord	3/2	1	1	1/24		1/32	4/3	128												
9	8	93/2	93/2	1.5		1	1	Chord	3/2	1	1	3/8		1/4	3/2	129	ornamentShortTrill											12
9	8	48	48	0.25		11/8	11/8	Chord	3/2	1	1	1/16		1/16	1	130												12
9	8	193/4	193/4	0.25		23/16	23/16	Chord	3/2	1	1	1/16		1/16	1	131												
9	8	89/2	89/2	1.0		1/2	1/2	Chord	3/2	1	2	1/4		1/4	1	132												
9	8	93/2	93/2	2.0		1	1	Chord	3/2	1	2	1/2		1/2	1	133												
9	8	85/2	85/2	0.0		0	0	FiguredBass	3/2	2	1	0												1/2	#3			
9	8	85/2	85/2	2.0		0	0	Chord	3/2	2	1	1/2		1/2	1	134												
9	8	89/2	89/2	0.0		1/2	1/2	FiguredBass	3/2	2	1	0												1/2	h3			
9	8	89/2	89/2	2.0		1/2	1/2	Chord	3/2	2	1	1/2		1/2	1	135												
9	8	93/2	93/2	0.0		1	1	FiguredBass	3/2	2	1	0												1/4	7	#3		
9	8	93/2	93/2	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	136												
9	8	95/2	95/2	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	137												
10	9	97/2	97/2	1.5		0	0	Chord	3/2	1	1	3/8		1/4	3/2	138												
10	9	50	50	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	139												
10	9	101/2	101/2	1.5		1/2	1/2	Chord	3/2	1	1	3/8		1/4	3/2	140	ornamentShortTrill											
10	9	52	52	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	141												
10	9	105/2	105/2	1.5		1	1	Chord	3/2	1	1	3/8		1/4	3/2	142	ornamentShortTrill											
10	9	54	54	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	143												
10	9	97/2	97/2	1.0		0	0	Chord	3/2	1	2	1/4		1/4	1	144												
10	9	99/2	99/2	1.0		1/4	1/4	Chord	3/2	1	2	1/4		1/4	1	145	ornamentMordent											
10	9	101/2	101/2	2.0		1/2	1/2	Chord	3/2	1	2	1/2		1/2	1	146												
10	9	105/2	105/2	1.0		1	1	Chord	3/2	1	2	1/4		1/4	1	147												
10	9	97/2	97/2	0.0		0	0	FiguredBass	3/2	2	1	0												1/4	#3			
10	9	97/2	97/2	1.0		0	0	Chord	3/2	2	1	1/4		1/4	1	148												
10	9	99/2	99/2	0.0		1/4	1/4	FiguredBass	3/2	2	1	0												1/4	#6\			
10	9	99/2	99/2	1.0		1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	149												
10	9	101/2	101/2	0.0		1/2	1/2	FiguredBass	3/2	2	1	0												1/4	6			
10	9	101/2	101/2	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	150												
10	9	103/2	103/2	0.0		3/4	3/4	FiguredBass	3/2	2	1	0												1/4	#6	5		
10	9	103/2	103/2	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	151												
10	9	105/2	105/2	0.0		1	1	FiguredBass	3/2	2	1	0												1/4	#3			
10	9	105/2	105/2	2.0		1	1	Chord	3/2	2	1	1/2		1/2	1	152												
10	9	105/2	105/2	1.0		1	1	Chord	3/2	2	2	1/4		1/4	1	153												
10	9	107/2	107/2	1.0		5/4	5/4	Chord	3/2	2	2	1/4		1/4	1	154												
11	10		109/2	3.0	1	0	0	Chord	3/2	1	1	3/4		1/2	3/2	155												
11	10		115/2	2.0	1	3/4	3/4	Chord	3/2	1	1	1/2		1/2	1	156												
11	10		119/2	0.5	1	5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	157												
11	10		60	0.5	1	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	158												
11	10		109/2	0.0	1	0	0	FiguredBass	3/2	2	1	0												1/4	#3			
11	10		109/2	1.0	1	0	0	Chord	3/2	2	1	1/4		1/4	1	159												
11	10		111/2	1.0	1	1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	160												
11	10		113/2	1.0	1	1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	161												
11	10		115/2	2.0	1	3/4	3/4	Chord	3/2	2	1	1/2		1/2	1	162												
11	10		119/2	0.5	1	5/4	5/4	Chord	3/2	2	1	1/8		1/8	1	163												
11	10		60	0.5	1	11/8	11/8	Chord	3/2	2	1	1/8		1/8	1	164												
11	10		109/2	3.0	1	0	0	Chord	3/2	2	2	3/4		1/2	3/2	165												
11	10		115/2	2.0	1	3/4	3/4	Chord	3/2	2	2	1/2		1/2	1	166												
11	10		119/2	0.5	1	5/4	5/4	Chord	3/2	2	2	1/8		1/8	1	167												
12	10	109/2	121/2	3.0	2	0	0	Chord	3/2	1	1	3/4		1/2	3/2	168												
12	10	115/2	127/2	2.0	2	3/4	3/4	Chord	3/2	1	1	1/2		1/2	1	169												
12	10	119/2	131/2	0.5	2	5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	170												
12	10	60	66	0.5	2	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	171												
12	10	109/2	121/2	0.0	2	0	0	FiguredBass	3/2	2	1	0												1/4	#3			
12	10	109/2	121/2	1.0	2	0	0	Chord	3/2	2	1	1/4		1/4	1	172												
12	10	111/2	123/2	1.0	2	1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	173												
12	10	113/2	125/2	1.0	2	1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	174												
12	10	115/2	127/2	2.0	2	3/4	3/4	Chord	3/2	2	1	1/2		1/2	1	175												
12	10	119/2	131/2	0.5	2	5/4	5/4	Chord	3/2	2	1	1/8		1/8	1	176												
12	10	60	66	0.5	2	11/8	11/8	Chord	3/2	2	1	1/8		1/8	1	177												
12	10	109/2	121/2	3.0	2	0	0	Chord	3/2	2	2	3/4		1/2	3/2	178												
12	10	115/2	127/2	2.0	2	3/4	3/4	Chord	3/2	2	2	1/2		1/2	1	179												
12	10	119/2	131/2	0.5	2	5/4	5/4	Chord	3/2	2	2	1/8		1/8	1	180												
13	11	121/2	133/2	0.0		0	0	StaffText	3/2	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Reprise"										
13	11	121/2	133/2	1.5		0	0	Chord	3/2	1	1	3/8		1/4	3/2	181	ornamentShortTrill											
13	11	62	68	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	182												
13	11	125/2	137/2	1.0		1/2	1/2	Chord	3/2	1	1	1/4		1/4	1	183												
13	11	127/2	139/2	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	184												13
13	11	64	70	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	185												
13	11	129/2	141/2	1.5		1	1	Chord	3/2	1	1	3/8		1/4	3/2	186	ornamentShortTrill											
13	11	66	72	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	187												
13	11	121/2	133/2	0.0		0	0	FiguredBass	3/2	2	1	0												1/2	#3			
13	11	121/2	133/2	2.0		0	0	Chord	3/2	2	1	1/2		1/2	1	188												
13	11	125/2	137/2	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	189												
13	11	127/2	139/2	0.0		3/4	3/4	FiguredBass	3/2	2	1	0												1/4	6			
13	11	127/2	139/2	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	190												
13	11	129/2	141/2	0.0		1	1	FiguredBass	3/2	2	1	0												1/4	5/	7		
13	11	129/2	141/2	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	191												
13	11	131/2	143/2	0.0		5/4	5/4	FiguredBass	3/2	2	1	0												1/4	#3			
13	11	131/2	143/2	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	192												
14	12	133/2	145/2	1.5		0	0	Chord	3/2	1	1	3/8		1/4	3/2	193												
14	12	68	74	0.5		3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	194												
14	12	137/2	149/2	1.0		1/2	1/2	Chord	3/2	1	1	1/4		1/4	1	195												
14	12	139/2	151/2	1.0		3/4	3/4	Chord	3/2	1	1	1/4		1/4	1	196												
14	12	141/2	153/2	0.0		1	1	Chord	3/2	1	1	0	appoggiatura	1/8	1	197												
14	12	141/2	153/2	1.5		1	1	Chord	3/2	1	1	3/8		1/4	3/2	198												
14	12	72	78	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	199												
14	12	133/2	145/2	1.0		0	0	Chord	3/2	1	2	1/4		1/4	1	200												
14	12	133/2	145/2	1.0		0	0	Chord	3/2	2	1	1/4		1/4	1	201												
14	12	135/2	147/2	1.0		1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	202												
14	12	137/2	149/2	0.0		1/2	1/2	FiguredBass	3/2	2	1	0												1/4	4+			
14	12	137/2	149/2	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	203												
14	12	139/2	151/2	0.0		3/4	3/4	FiguredBass	3/2	2	1	0												1/4	6			
14	12	139/2	151/2	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	204												
14	12	141/2	153/2	0.0		1	1	FiguredBass	3/2	2	1	0												1/4	#6			
14	12	141/2	153/2	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	205												
14	12	143/2	155/2	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	206												
15	13	145/2	157/2	1.0		0	0	Chord	3/2	1	1	1/4		1/4	1	207	ornamentShortTrill											
15	13	147/2	159/2	0.0		1/4	1/4	Chord	3/2	1	1	0	appoggiatura	1/8	1	208												
15	13	147/2	159/2	1.0		1/4	1/4	Chord	3/2	1	1	1/4		1/4	1	209												
15	13	149/2	161/2	0.0		1/2	1/2	Chord	3/2	1	1	0	appoggiatura	1/8	1	210												
15	13	149/2	161/2	1.5		1/2	1/2	Chord	3/2	1	1	3/8		1/4	3/2	211	ornamentMordent											
15	13	76	82	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	212												
15	13	153/2	165/2	1.5		1	1	Chord	3/2	1	1	3/8		1/4	3/2	213	ornamentShortTrill											
15	13	78	84	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	214												
15	13	145/2	157/2	0.0		0	0	FiguredBass	3/2	2	1	0												1/2	4+_			
15	13	145/2	157/2	1.0		0	0	Chord	3/2	2	1	1/4		1/4	1	215												
15	13	147/2	159/2	1.0		1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	216												
15	13	149/2	161/2	0.0		1/2	1/2	FiguredBass	3/2	2	1	0												1/2	6_			
15	13	149/2	161/2	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	217												
15	13	151/2	163/2	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	218												
15	13	153/2	165/2	0.0		1	1	FiguredBass	3/2	2	1	0												1/4	#3			
15	13	153/2	165/2	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	219												
15	13	155/2	167/2	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	220												
16	14	157/2	169/2	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	221												
16	14	81	87	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	222												14
16	14	163/2	175/2	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	223												14
16	14	82	88	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	224												
16	14	165/2	177/2	1.5		1	1	Chord	3/2	1	1	3/8		1/4	3/2	225	ornamentShortTrill											
16	14	84	90	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	226												
16	14	157/2	169/2	1.5		0	0	Chord	3/2	2	1	3/8		1/4	3/2	227	ornamentMordent											
16	14	80	86	0.5		3/8	3/8	Chord	3/2	2	1	1/8		1/8	1	228												15
16	14	161/2	173/2	1.0		1/2	1/2	Chord	3/2	2	1	1/4		1/4	1	229												15
16	14	163/2	175/2	1.0		3/4	3/4	Chord	3/2	2	1	1/4		1/4	1	230												
16	14	165/2	177/2	0.0		1	1	FiguredBass	3/2	2	1	0												1/4	5/			
16	14	165/2	177/2	1.0		1	1	Chord	3/2	2	1	1/4		1/4	1	231												16
16	14	167/2	179/2	1.0		5/4	5/4	Chord	3/2	2	1	1/4		1/4	1	232												
17	15	169/2	181/2	2.0		0	0	Chord	3/2	1	1	1/2		1/2	1	233	ornamentShortTrill											
17	15	87	93	0.5		5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	234												17
17	15	175/2	187/2	0.5		3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	235												17
17	15	88	94	0.5		7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	236												
17	15	177/2	189/2	1.5		1	1	Chord	3/2	1	1	3/8		1/4	3/2	237	ornamentShortTrill											
17	15	90	96	0.5		11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	238												
17	15	169/2	181/2	1.5		0	0	Chord	3/2	2	1	3/8		1/4	3/2	239												
