mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
14	12	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	97									
14	12	45	0.0	0	0	FiguredBass	4/4	2	1	0										1/2	_			
14	12	45	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	98									
14	12	46	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	99									
14	12	47	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/2	7			
14	12	47	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	100									
15	13	49	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	101									8
15	13	50	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	102									8
15	13	101/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	103									
15	13	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	104									9
15	13	52	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	105									9
15	13	105/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	106									
15	13	49	0.0	0	0	FiguredBass	4/4	2	1	0										1/2	_			
15	13	49	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	107									
15	13	50	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	108									
15	13	51	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/2	5/_			
15	13	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	109									
15	13	52	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	110									
16	14	53	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	111	ornamentShortTrill								
16	14	54	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	112									
16	14	56	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	113									
16	14	53	0.0	0	0	FiguredBass	4/4	2	1	0										1/2	_			
16	14	53	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	114									
16	14	54	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	115									
16	14	109/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	116									
16	14	55	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/2	6_			
16	14	55	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	117									
16	14	111/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	118									
16	14	56	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	119									
16	14	113/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	120									
17	15	57	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	121	articStaccatoAbove								
17	15	59	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	122	articStaccatoAbove								
17	15	57	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	123									10
17	15	58	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	124									10
17	15	117/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	125									
17	15	59	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	126									11
17	15	60	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	127									11
17	15	121/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	128									
18	16	61	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	129									
18	16	64	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	130									
18	16	61	0.0	0	0	FiguredBass	4/4	2	1	0										3/4	6_			
18	16	61	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	131									
18	16	62	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	132									
18	16	63	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	133									
18	16	64	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	b7			
18	16	64	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	134									
19	17	65	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	135									
19	17	66	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	136									
19	17	67	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	137									
19	17	68	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	138									
19	17	65	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	139									
19	17	66	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	6			
19	17	66	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	140									
19	17	67	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	6	4	b3	
19	17	67	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	141									
19	17	68	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	142									
20	18	69	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	143	ornamentShortTrill								
20	18	70	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	144									
20	18	71	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	145									
20	18	145/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	146									
20	18	69	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	147									
20	18	70	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	148									
20	18	71	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	149									
20	18	72	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	6	5		
20	18	72	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	150									
21	19	73	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	151									12
21	19	75	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	152	ornamentShortTrill								
21	19	153/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	153									
21	19	73	0.0	0	0	FiguredBass	4/4	2	1	0										1/2	6	4		
21	19	73	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	154									
21	19	75	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/2	3			
21	19	75	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	155									
22	20	77	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	156									
22	20	80	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	157									
22	20	77	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	158									13
22	20	78	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	159									13
22	20	157/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	160									
22	20	79	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	161									14
22	20	159/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	162									14
22	20	80	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	163									14
22	20	161/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	164									
23	21	81	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	165	articStaccatoAbove								
23	21	83	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	166	articStaccatoAbove								
23	21	81	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	167									15
23	21	82	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	168									15
23	21	165/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	169									
23	21	83	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/2	5/_			
23	21	83	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	170									
23	21	84	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	171									
24	22	85	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	172	articStaccatoAbove								
24	22	88	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	173									
24	22	85	0.0	0	0	FiguredBass	4/4	2	1	0										3/4	b3_			
24	22	85	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	174									
24	22	86	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	175									
24	22	173/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	176									
24	22	87	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	177									
24	22	88	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	h6	4	3	
24	22	88	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	178									
25	23	89	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	179									
25	23	90	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	180									
25	23	91	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	181	ornamentShortTrill								
25	23	92	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	182									
25	23	89	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	b3			
25	23	89	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	183									
25	23	90	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	6			
25	23	90	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	184									
25	23	91	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	#6			
25	23	91	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	185									
25	23	92	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	186									
26	24	93	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	187	ornamentShortTrill								16
26	24	94	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	188									16
26	24	189/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	189									
26	24	95	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	190									17
26	24	96	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	191									17
26	24	193/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	192									
26	24	93	0.0	0	0	FiguredBass	4/4	2	1	0										1/2	#3			
26	24	93	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	193	articStaccatoAbove								
26	24	95	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/2	6			
26	24	95	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	194	articStaccatoAbove								
27	25	97	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	195									18
27	25	98	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	196									18
27	25	197/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	197									
27	25	99	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	198									19
27	25	100	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	199									19
27	25	201/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	200									
27	25	97	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	201									20
27	25	98	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	202									20
27	25	197/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	203									
27	25	99	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	204									
28	26	101	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	205									
28	26	102	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	206									
28	26	104	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	207									
28	26	209/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	208									
28	26	101	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	209									21
28	26	102	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	210									21
28	26	205/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	211									
28	26	103	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/2	#3_			
28	26	103	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	212									
28	26	104	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	213									
29	27	105	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	214									
29	27	213/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	215									
29	27	107	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	216	ornamentShortTrill								
29	27	217/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	217									
29	27	105	0.0	0	0	FiguredBass	4/4	2	1	0										1/2	6_			
29	27	105	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	218									
29	27	106	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	219									
29	27	107	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	#3_			
29	27	107	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	220									
29	27	108	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	7			
30	28	109	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	221									
30	28	109	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	222									
30	28	111	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	223									
