mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
11	10	30	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	93									
11	10	31	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	94									
11	10	57/2	0.0		0	0	FiguredBass	6/8	2	1	0										3/8	#3_			
11	10	57/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	95									
11	10	29	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	96									
11	10	59/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	97									
11	10	30	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										1/4	6			
11	10	30	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	98	ornamentShortTrill								
11	10	31	0.0		5/8	5/8	FiguredBass	6/8	2	1	0										1/8	#6			
11	10	31	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	99									
12	11	63/2	1.0		0	0	Chord	6/8	1	1	1/4			1/4	1	100	ornamentShortTrill								
12	11	65/2	0.0		1/4	1/4	StaffText	6/8	1	1	0							)							
12	11	65/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	101									
12	11	33	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	102									
12	11	34	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	103									
12	11	63/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/4	_			
12	11	63/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	104									
12	11	32	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	105									
12	11	65/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/8	4+			
12	11	65/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	106									
12	11	33	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										1/4	6			
12	11	33	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	107	ornamentShortTrill								
12	11	34	0.0		5/8	5/8	FiguredBass	6/8	2	1	0										1/8	#6			
12	11	34	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	108									
13	12	69/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	109	ornamentShortTrill								
13	12	35	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	110									
13	12	71/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	111									
13	12	36	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	112									7
13	12	73/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	113	ornamentMordent								
13	12	37	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	114									
13	12	69/2	0.0		0	0	FiguredBass	6/8	2	1	0										3/8	_			
13	12	69/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	115									
13	12	35	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	116									
13	12	71/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	117									
13	12	36	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	4+	3_	
13	12	36	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	118									
13	12	73/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	119									
13	12	37	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	120									
14	13	75/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	121									
14	13	38	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	122									
14	13	77/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	123									
14	13	39	0.75		3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	124	ornamentShortTrill								
14	13	159/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	125									
14	13	40	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	126									
14	13	75/2	0.0		0	0	FiguredBass	6/8	2	1	0										3/8	6_			
14	13	75/2	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	127									
14	13	77/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	128									
14	13	39	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										1/8	6	4		
14	13	39	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	129									
14	13	79/2	0.0		1/2	1/2	FiguredBass	6/8	2	1	0										1/4	#3_			
14	13	40	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	130									
15	14		1.5	1	0	0	Chord	6/8	1	1	3/8			1/4	3/2	131									
15	14		0.0	1	0	0	FiguredBass	6/8	2	1	0										3/8	h3			
15	14		1.5	1	0	0	Chord	6/8	2	1	3/8			1/4	3/2	132									
16	14	81/2	1.5	2	0	0	Chord	6/8	1	1	3/8			1/4	3/2	133									
16	14	85/2	0.5	2	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	134									
16	14	43	0.5	2	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	135									
16	14	81/2	0.0	2	0	0	FiguredBass	6/8	2	1	0										3/8	h3_			
16	14	81/2	0.5	2	0	0	Chord	6/8	2	1	1/8			1/8	1	136									
16	14	41	0.5	2	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	137									
16	14	83/2	0.5	2	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	138									
16	14	42	0.0	2	3/8	3/8	FiguredBass	6/8	2	1	0										1/4	6_			
16	14	42	0.5	2	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	139									
16	14	85/2	0.5	2	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	140									
16	14	43	0.0	2	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	6	5		
16	14	43	0.5	2	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	141									
17	15	87/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	142									
17	15	44	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	143									
17	15	89/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	144									8
17	15	45	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	145	ornamentShortTrill								
17	15	91/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	146									
17	15	46	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	147									9
17	15	87/2	0.0		0	0	StaffText	6/8	2	1	0							Reprise							
17	15	87/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	148									
17	15	44	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	149									
17	15	89/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/8	6	4+	3	
17	15	89/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	150									
17	15	45	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										1/4	h3			
17	15	45	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	151									
17	15	46	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	152									
18	16	93/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	153	ornamentShortTrill								
18	16	47	0.0		1/8	1/8	StaffText	6/8	1	1	0							)							
18	16	47	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	154									
18	16	95/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	155									
18	16	48	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	156									10
18	16	97/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	157	ornamentShortTrill								
18	16	49	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	158									
18	16	93/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/4	6_			
18	16	93/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	159									
18	16	47	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	160									
18	16	95/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/8	6			
18	16	95/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	161									
18	16	48	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										1/8	#6	4	3	
18	16	48	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	162									
18	16	97/2	0.0		1/2	1/2	FiguredBass	6/8	2	1	0										1/8	6	4		
18	16	97/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	163									
18	16	49	0.0		5/8	5/8	FiguredBass	6/8	2	1	0										1/8	4+			
18	16	49	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	164									
19	17	99/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	165									
19	17	50	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	166									
19	17	101/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	167									
19	17	51	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	168									
19	17	103/2	0.0		1/2	1/2	Chord	6/8	1	1	0	grace8after		1/8	1	169									
19	17	103/2	0.0		1/2	1/2	Chord	6/8	1	1	0	appoggiatura		1/8	1	170									
19	17	103/2	1.0		1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	171	ornamentMordent								
19	17	99/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	6			
19	17	99/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	172									
19	17	50	0.0		1/8	1/8	FiguredBass	6/8	2	1	0										1/8	h6			
19	17	50	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	173									
19	17	101/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	174									
19	17	51	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										1/8	5/			
19	17	51	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	175									
19	17	103/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	176									
19	17	52	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	177									
20	18	105/2	0.0		0	0	StaffText	6/8	1	1	0							)							
20	18	105/2	1.5		0	0	Chord	6/8	1	1	3/8			1/4	3/2	178	ornamentShortTrill								
20	18	54	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	179									
20	18	55	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	180									
20	18	105/2	0.0		0	0	FiguredBass	6/8	2	1	0										3/8	h3_			
20	18	105/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	181									
20	18	53	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	182									
20	18	107/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	183									
20	18	54	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6_			
20	18	54	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	184									
20	18	109/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	185									
20	18	55	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	186									
21	19	111/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	187									
21	19	56	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	188									
21	19	113/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	189									
21	19	57	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	190									
21	19	58	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	191									
21	19	111/2	0.0		0	0	FiguredBass	6/8	2	1	0										3/8	_			
21	19	111/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	192									
21	19	56	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	193									
21	19	113/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	194									
21	19	57	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										3/8	5_			
21	19	57	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	195									
21	19	115/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	196									
21	19	58	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	197									
22	20	117/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	198									
22	20	59	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	199									
22	20	119/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	200									
22	20	60	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	201									
22	20	61	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	202									
22	20	117/2	0.0		0	0	FiguredBass	6/8	2	1	0										3/8	_			
22	20	117/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	203									
22	20	59	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	204									
22	20	119/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	205									
22	20	60	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6_			
22	20	60	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	206									
22	20	121/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	207									
22	20	61	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	208									
23	21	123/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	209									
23	21	62	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	210									
23	21	125/2	0.75		1/4	1/4	Chord	6/8	1	1	3/16			1/8	3/2	211									
23	21	253/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	212									
23	21	127/2	0.75		1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	213	ornamentShortTrill								
23	21	257/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	214									
23	21	123/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/4	_			
23	21	123/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	215									
23	21	62	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	216									
23	21	125/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/8	6			
23	21	125/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	217									
23	21	63	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										1/8	_			
23	21	63	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	218									
23	21	127/2	0.0		1/2	1/2	FiguredBass	6/8	2	1	0										1/4	3_			
23	21	127/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	219									
23	21	64	0.0		5/8	5/8	FiguredBass	6/8	2	1	0										1/8	7			
23	21	64	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	220									
24	22	129/2	0.0		0	0	StaffText	6/8	1	1	0							)							
24	22	129/2	1.5		0	0	Chord	6/8	1	1	3/8			1/4	3/2	221									
24	22	66	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	222									
24	22	67	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	223									
24	22	129/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	224									11
24	22	65	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	225									11
24	22	131/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	226									
24	22	66	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	227									12
24	22	133/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	228									12
24	22	67	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	229									
25	23	135/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	230	ornamentMordent								
25	23	68	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	231									
25	23	137/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	232									
25	23	69	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	233									
25	23	70	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	234									
25	23	135/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	235									13
25	23	68	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	236									13
25	23	137/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	237									
25	23	69	0.0		3/8	3/8	FiguredBass	6/8	2	1	0										3/8	h3_			
25	23	69	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	238									
25	23	139/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	239									
25	23	70	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	240									
26	24	141/2	1.0		0	0	Chord	6/8	1	1	1/4			1/4	1	241	ornamentShortTrill								
26	24	143/2	0.0		1/4	1/4	StaffText	6/8	1	1	0							)							
26	24	143/2	0.0		1/4	1/4	Chord	6/8	1	1	0	appoggiatura		1/8	1	242									
26	24	143/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	243									
26	24	72	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	244									14
