mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur	TextLine
54	54	1919/12	1919/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	506											37	
54	54	160	160	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												3/8	6		37	
54	54	160	160	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	507	ornamentShortTrill										37	
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	508												
54	54	159	159	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	509												
54	54	160	160	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	510												
55	55	162	162	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	511	ornamentMordent											
55	55	162	162	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	#3			
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	512												
55	55	162	162	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	513												
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	514												
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	515												
56	56	165	165	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>fort</i>"										
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	516	ornamentShortTrill											
56	56	166	166	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	517												
56	56	166	166	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	518	ornamentMordent											
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	519												
56	56	165	165	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	#3			
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	520												
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	521												
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	522												
56	56	165	165	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	523												
57	57	168	168	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	524												
57	57	168	168	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	525	ornamentMordent											
57	57	168	168	0.0	0	0	Chord	3/4	2	1	0	appoggiatura	1/8	1	526												
57	57	168	168	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	527												
57	57	168	168	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	528											38	
57	57	169	169	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	529											38	
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	530												
58	58	171	171	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	531												
58	58	171	171	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	532												
58	58	172	172	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	533												
58	58	172	172	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	534	ornamentMordent											
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	535												
58	58	171	171	0.0	0	0	Chord	3/4	2	1	0	appoggiatura	1/8	1	536												
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	537												
58	58	172	172	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura	1/8	1	538												
58	58	172	172	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	539												
58	58	173	173	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/8	5/			
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	540												
58	58	171	171	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	541												
58	58	172	172	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	542												
58	58	173	173	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	543												
59	59	174	174	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	544	ornamentShortTrill										39	
59	59	176	176	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	545												
59	59	176	176	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	546												
59	59	176	176	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	547												
59	59	174	174	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	548	ornamentShortTrill										40	
59	59	176	176	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	549												
59	59	176	176	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	550												
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	551												
59	59	174	174	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	552												
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	553												
60	60	177	177	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	554	ornamentMordent											
60	60	178	178	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	555												
60	60	178	178	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	556												
60	60	179	179	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	557												
60	60	179	179	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	558												
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	559												
60	60	178	178	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6	5		
60	60	178	178	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura	1/8	1	560												
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	561												
60	60	179	179	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	4+			
60	60	179	179	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	562												
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	563												
60	60	177	177	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	564												
61	61	180	180	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	565	ornamentMordent											
61	61	181	181	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	566												
61	61	181	181	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	567												
61	61	182	182	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	568												
61	61	182	182	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	569												
61	61	180	180	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6			
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	570												
61	61	181	181	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura	1/8	1	571												
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	572												
61	61	182	182	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	573												
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	574												
61	61	180	180	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	575												
62	62	183	183	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	576												
62	62	184	184	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	577												
62	62	184	184	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	578												
62	62	184	184	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	579	ornamentMordent											
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	580												
62	62	183	183	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	#6			
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	581												
62	62	184	184	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	582												
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	583												
62	62	185	185	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	584												
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	585												
62	62	183	183	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	586												
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	587												
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	588												
63	63	186	186	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	589	ornamentShortTrill										41	
63	63	188	188	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	590												
63	63	188	188	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	591												
63	63	188	188	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	592												
63	63	186	186	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	593	ornamentShortTrill											
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	594												
63	63	186	186	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	595												
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	596												
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	597											42	
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	598											42	
64	64	190	190	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	599											42	
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	600											42	
64	64	191	191	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	601	ornamentShortTrill										42	
64	64	767/4	767/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	602											42	
64	64	1535/8	1535/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	603												
64	64	189	189	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	604											43	
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	605											43	
64	64	190	190	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	606											43	
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	607											43	
64	64	191	191	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	608	ornamentShortTrill										43	
64	64	767/4	767/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	609											43	
64	64	1535/8	1535/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	610												
65	65	192	192	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	611												
65	65	192	192	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	612	ornamentMordent											
65	65	192	192	0.0	0	0	Chord	3/4	2	1	0	appoggiatura	1/8	1	613												
65	65	192	192	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	614												
65	65	192	192	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	615												
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	616												
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	617												
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	618											44	
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	619											44	
66	66	196	196	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	620											44	
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	621											44	
66	66	197	197	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	622	ornamentShortTrill										44	
66	66	791/4	791/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	623											44	
66	66	1583/8	1583/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	624												
66	66	195	195	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	625											45	
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	626											45	
66	66	196	196	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	627											45	
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	628											45	
66	66	197	197	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	629	ornamentShortTrill										45	
66	66	791/4	791/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	630											45	
66	66	1583/8	1583/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	631												
66	66	195	195	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	632												
67	67	198	198	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	633												
67	67	198	198	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	634	ornamentMordent											
67	67	198	198	0.0	0	0	Chord	3/4	2	1	0	appoggiatura	1/8	1	635												
67	67	198	198	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	636												
67	67	198	198	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	637												
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	638												
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	639												
68	68	201	201	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	640											46	
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	641											46	
68	68	202	202	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	642											46	
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	643											46	
68	68	203	203	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	644	ornamentShortTrill										46	
68	68	815/4	815/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	645											46	
68	68	1631/8	1631/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	646												
68	68	201	201	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	647											47	
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	648											47	
68	68	202	202	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	649											47	
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	650											47	
68	68	203	203	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	651	ornamentShortTrill										47	
68	68	815/4	815/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	652											47	
68	68	1631/8	1631/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	653												
68	68	201	201	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	654											48	
68	68	203	203	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	655												
69	69	204	204	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	656												
69	69	205	205	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	657												
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	658												
69	69	206	206	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	659												
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	660												
69	69	204	204	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6			
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	661												
69	69	205	205	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura	1/8	1	662												
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	663												
69	69	206	206	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	664												
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	665												
69	69	204	204	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	666												
69	69	206	206	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	667												
69	69	413/2	413/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	668												
70	70	207	207	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	669											49	
70	70	831/4	831/4	0.08333333333333333	3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	670											49	
70	70	1247/6	1247/6	0.08333333333333333	5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	671											49	
70	70	2495/12	2495/12	0.08333333333333333	11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	672											49	
70	70	208	208	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	673	ornamentShortTrill										49	
70	70	419/2	419/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/32	4/3	674											49	
70	70	629/3	629/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/32	4/3	675											49	
70	70	1259/6	1259/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/32	4/3	676												
70	70	207	207	0.0	0	0	FiguredBass	3/4	2	1	0												3/16	6			
70	70	207	207	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	677											50	
70	70	831/4	831/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	678											50	
70	70	1247/6	1247/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	679											50	
70	70	2495/12	2495/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	680											50	
70	70	208	208	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	681	ornamentShortTrill										50	
70	70	419/2	419/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/32	4/3	682											50	
70	70	629/3	629/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/32	4/3	683											50	
70	70	1259/6	1259/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/32	4/3	684												
70	70	207	207	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	685												
70	70	208	208	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	686												
71	71	210	210	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	687	ornamentShortTrill											
71	71	210	210	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	688	ornamentShortTrill											
71	71	210	210	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	689												
71	71	421/2	421/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	690												
71	71	211	211	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	691												
71	71	423/2	423/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	692												
71	71	212	212	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	693												
71	71	425/2	425/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	694												
72	72	213	213	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>( Rondeau)"										
72	72	213	213	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	695											51	
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	696											51	
72	72	214	214	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	697											51	
72	72	429/2	429/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	698											51	
72	72	215	215	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	699	ornamentShortTrill										51	
72	72	863/4	863/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	700											51	
72	72	1727/8	1727/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	701												
72	72	213	213	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	702											52	
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	703											52	
72	72	214	214	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	704											52	
72	72	429/2	429/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	705											52	
72	72	215	215	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	706	ornamentShortTrill										52	
72	72	863/4	863/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	707											52	
72	72	1727/8	1727/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	708												
72	72	213	213	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	709												
73	73	216	216	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	710												
73	73	216	216	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	711	ornamentMordent											
73	73	216	216	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	712												
73	73	433/2	433/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	713												
73	73	217	217	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	714												
73	73	435/2	435/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	715												
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	716												
73	73	216	216	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	717												
74	74	219	219	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	718												
74	74	220	220	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	719	ornamentMordent											
74	74	443/2	443/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	720												
74	74	219	219	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	721												
74	74	439/2	439/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	722												
74	74	220	220	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	5			
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	723												
74	74	221	221	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	5		
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	724												
75	75	222	222	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	725	ornamentShortTrill											
75	75	224	224	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	726												
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	727												
75	75	222	222	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	728												
76	76	225	225	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>doux</i>"										
76	76	901/4	901/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	729											53	
76	76	451/2	451/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	730											53	
76	76	903/4	903/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	731											53	
76	76	226	226	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	732											53	
76	76	226	226	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	733	ornamentMordent										53	
76	76	455/2	455/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/32	4/3	734											53	
76	76	683/3	683/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/32	4/3	735											53	
76	76	1367/6	1367/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/32	4/3	736												
76	76	225	225	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	737												
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	738												
76	76	226	226	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	5			
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	739												
76	76	227	227	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	5		
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	740												
77	77	228	228	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	741	ornamentShortTrill											
77	77	230	230	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	742												
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	743												
77	77	228	228	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	744												
78	78	231	231	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>fort</i>"										
78	78	231	231	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	745												
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	746	ornamentMordent										54	
78	78	233	233	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	747	ornamentShortTrill											
78	78	467/2	467/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	748												
78	78	231	231	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	749												
78	78	232	232	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	7			
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	750											55	
78	78	233	233	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	751	ornamentShortTrill											
78	78	467/2	467/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	752												
78	78	231	231	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	753												
79	79	234	234	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	754												
79	79	234	234	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	755	ornamentMordent											
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	756	ornamentShortTrill											
79	79	236	236	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	757												
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	758	ornamentMordent											
79	79	234	234	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	759												
79	79	235	235	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	7			
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	760												
79	79	236	236	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	5			
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	761												
80	80	237	237	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	762												
80	80	475/2	475/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	763												
80	80	238	238	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	764	ornamentShortTrill											
80	80	479/2	479/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	765												
80	80	237	237	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	5		
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	766												
80	80	238	238	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/2	3_			
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	767												
80	80	239	239	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7			
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	768												
81	81	240	240	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	769												
