mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur	TextLine
6	6	15	15	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	50	ornamentMordent											
6	6	15	15	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	51												
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	52												
6	6	16	16	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	53												
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	54												
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	55												
6	6	15	15	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	56												
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	57												
7	7	19	19	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	58	ornamentMordent											
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	59												
7	7	18	18	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	60												
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	61												
7	7	19	19	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	5			
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	62												
7	7	20	20	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	5		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	63												
8	8	21	21	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	64	ornamentShortTrill											
8	8	23	23	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	65												
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	66												
8	8	21	21	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	67												
9	9	24	24	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>fort</i>"										
9	9	24	24	0.0	0	0	Spanner	3/4	1	1	0																0
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	68												0
9	9	25	25	0.0	1/4	1/4	Spanner	3/4	1	1	0																
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	69	ornamentMordent										4	
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	70	ornamentShortTrill											
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	71												
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	72												
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	73											5	
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	74	ornamentShortTrill											
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	75												
9	9	24	24	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	76												
10	10	27	27	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	77												
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	78	ornamentMordent											
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	79	ornamentShortTrill											
10	10	29	29	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	80												
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	81	ornamentMordent											
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	82												
10	10	28	28	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	7			
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	83												
10	10	29	29	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	5			
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	84												
11	11	30	30	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	85												
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	86												
11	11	31	31	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	87	ornamentShortTrill											
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	88												
11	11	30	30	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	5		
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	89												
11	11	31	31	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/2	3_			
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	90												
11	11	32	32	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7			
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	91												
12	12	33	33	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	92												
12	12	33	33	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	93												
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	94												
12	12	34	34	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	95												
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	96												
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	97												
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	98												
12	12	33	33	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	99												
13	13	36	36	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>doux</i>"										
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	100												
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	101	ornamentMordent										6	
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	102	ornamentShortTrill											
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	103												
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	104												
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	105											7	
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	106	ornamentShortTrill											
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	107												
13	13	36	36	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	108												
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	109												
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	110												
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	111	ornamentShortTrill											
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	112												
14	14	41	41	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	113												
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	114	ornamentMordent											
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	115												
14	14	40	40	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	7			
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	116												
14	14	41	41	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	5			
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	117												
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	118												
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	119												
15	15	43	43	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	120	ornamentShortTrill											
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	121												
15	15	42	42	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	5		
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	122												
15	15	43	43	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/2	3_			
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	123												
15	15	44	44	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7			
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	124												
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	125												
16	16	45	45	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	126	ornamentMordent											
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	127												
17	17	48	48	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""13.5""/><font face=""SnellRoundhand BoldScript""/>Fin"										
17	17	48	48	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>1<font size=""7.5""/><font face=""SnellRoundhand BoldScript""/>er<font size=""12""/><font face=""SnellRoundhand BoldScript""/> Couplet"										
17	17	48	48	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>fort</i>"										
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	128											8	
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	129											8	
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	130											8	
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	131											8	
17	17	50	50	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	132	ornamentShortTrill										8	
17	17	203/4	203/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	133											8	
17	17	407/8	407/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	134												
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	135											9	
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	136											9	
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	137											9	
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	138											9	
17	17	50	50	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	139	ornamentShortTrill										9	
17	17	203/4	203/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	140											9	
17	17	407/8	407/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	141												
17	17	48	48	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	142												
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	143												
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	144												
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	145												
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	146												
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	147												
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	148												
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	149												
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	150												
18	18	52	52	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	151												
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	152												
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	153												
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	154												
18	18	51	51	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	155												
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	156												
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	157												
19	19	55	55	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	158												
19	19	55	55	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	159	ornamentMordent										10	
19	19	113/2	113/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/32	4/3	160											10	
19	19	170/3	170/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/32	4/3	161											10	
19	19	341/6	341/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/32	4/3	162												
19	19	54	54	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	5			
19	19	55	55	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6	5/		
19	19	55	55	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	163	ornamentMordent										11	
19	19	56	56	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/8	7		11	
19	19	113/2	113/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/32	4/3	164											11	
19	19	170/3	170/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/32	4/3	165											11	
19	19	341/6	341/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/32	4/3	166												
19	19	54	54	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	167												
19	19	55	55	0.0	1/4	1/4	Chord	3/4	2	2	0	appoggiatura	1/8	1	168												
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	169												
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	170												
20	20	57	57	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	171	ornamentShortTrill										12	
20	20	59	59	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	172												
20	20	59	59	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	173												
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	174												
20	20	57	57	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	175	ornamentShortTrill										13	
20	20	59	59	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	176												
20	20	59	59	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	177												
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	178												
20	20	57	57	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	179												
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	180												
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	181												
21	21	60	60	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>doux</i>"										
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	182												
21	21	61	61	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	183												
21	21	61	61	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	184	ornamentMordent										14	
21	21	125/2	125/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/32	4/3	185											14	
21	21	188/3	188/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/32	4/3	186											14	
21	21	377/6	377/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/32	4/3	187												
21	21	60	60	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6			
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	188												
21	21	61	61	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												3/8	5/			
21	21	61	61	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura	1/8	1	189												
21	21	61	61	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	190	ornamentMordent										15	
21	21	125/2	125/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/32	4/3	191											15	
21	21	188/3	188/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/32	4/3	192											15	
21	21	377/6	377/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/32	4/3	193												
22	22	63	63	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	194	ornamentShortTrill										16	
22	22	65	65	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	195												
22	22	65	65	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	196												
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	197												
22	22	63	63	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	198	ornamentShortTrill										17	
22	22	65	65	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	199												
22	22	65	65	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	200												
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	201												
22	22	63	63	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	202												
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	203												
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	204												
23	23	66	66	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>fort</i>"										
23	23	66	66	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	205	ornamentMordent											
23	23	67	67	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	206												
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	207												
23	23	68	68	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	208												
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	209												
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	210												
23	23	67	67	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura	1/8	1	211												
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	212												
23	23	68	68	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6			
23	23	68	68	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	213												
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	214												
24	24	69	69	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	215	ornamentMordent											
24	24	71	71	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	216											18	
24	24	287/4	287/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	217	ornamentShortTrill										18	
24	24	575/8	575/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	218												
24	24	69	69	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	6			
24	24	69	69	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	219	ornamentMordent											
24	24	71	71	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	220											19	
24	24	287/4	287/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	221	ornamentShortTrill										19	
24	24	575/8	575/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	222												
25	25	72	72	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	223												
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	224												
25	25	73	73	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	225	ornamentShortTrill											
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	226												
25	25	72	72	0.0	0	0	FiguredBass	3/4	2	1	0												1/8	5/			
25	25	72	72	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	227												
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	228												
25	25	73	73	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	229	ornamentShortTrill											
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	230												
25	25	73	73	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	231												
26	26	75	75	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	232												
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	233												
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	234												
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	235												
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	236												
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	237												
26	26	75	75	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	238												
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	239												
26	26	76	76	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	240												
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	241												
26	26	77	77	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	242												
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	243												
26	26	75	75	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	244												
27	27	78	78	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>doux</i>"										
27	27	78	78	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	245												
27	27	78	78	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	246	ornamentMordent											
27	27	79	79	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	247												
