mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	0	0	0.0	0	1/8	StaffText	4/4	1	1	0							Note égales et Coulées							
1	0	0	0.0	0	1/8	Tempo	4/4	1	1	0								 = 98	98					
1	0	0	0.5	0	1/8	Chord	4/4	1	1	1/8			1/8	1	0									
1	0	1/2	0.5	1/8	1/4	Chord	4/4	1	1	1/8			1/8	1	1									
1	0	1	0.5	1/4	3/8	Chord	4/4	1	1	1/8			1/8	1	2									
1	0	3/2	0.5	3/8	1/2	Chord	4/4	1	1	1/8			1/8	1	3	ornamentShortTrill								
1	0	2	0.5	1/2	5/8	Chord	4/4	1	1	1/8			1/8	1	4									
1	0	5/2	0.5	5/8	3/4	Chord	4/4	1	1	1/8			1/8	1	5									
1	0	3	0.5	3/4	7/8	Chord	4/4	1	1	1/8			1/8	1	6									
1	0	1	0.5	1/4	3/8	Chord	4/4	2	1	1/8			1/8	1	7									
1	0	3/2	0.5	3/8	1/2	Chord	4/4	2	1	1/8			1/8	1	8									
1	0	2	0.5	1/2	5/8	Chord	4/4	2	1	1/8			1/8	1	9									
1	0	5/2	0.5	5/8	3/4	Chord	4/4	2	1	1/8			1/8	1	10	ornamentShortTrill								
1	0	3	0.5	3/4	7/8	Chord	4/4	2	1	1/8			1/8	1	11									
2	1	7/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	12	ornamentShortTrill								
2	1	4	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	13									
2	1	9/2	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	14									0
2	1	13/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	15	ornamentShortTrill								
2	1	7/2	0.0	0	0	StaffText	4/4	2	1	0							)							
2	1	7/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	16									
2	1	4	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	17									
2	1	9/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	18									
2	1	5	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	19									
2	1	11/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	20									
2	1	13/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	21	ornamentShortTrill								
2	1	4	0.0	1/8	1/8	FiguredBass	4/4	3	1	0										1/8	6	4		
2	1	4	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	22									
2	1	9/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/8	6	4	3	
2	1	9/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	23									
2	1	5	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	6	4		
2	1	5	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	24									
2	1	11/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	6	5		
2	1	11/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	25									
2	1	6	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	26									
2	1	13/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0										1/4	3_			
2	1	13/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	27									
2	1	7	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	28									
3	2	15/2	0.0	0	0	StaffText	4/4	1	1	0							)							
3	2	15/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	29									
3	2	8	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	30									
