mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	0	0	0.0		0	1/8	Tempo	2/4	1	1	0								Vivement	112					
1	0	0	0.0		0	1/8	Tempo	2/4	1	1	0								 = 108	108					
1	0	0	0.5		0	1/8	Chord	2/4	1	1	1/8			1/8	1	0									
1	0	1/2	0.5		1/8	1/4	Chord	2/4	1	1	1/8			1/8	1	1									
1	0	1	0.5		1/4	3/8	Chord	2/4	1	1	1/8			1/8	1	2	ornamentShortTrill								
2	1	3/2	0.0		0	0	Chord	2/4	1	1	0	appoggiatura		1/8	1	3									
2	1	3/2	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	4									
2	1	2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	5									
2	1	5/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	6									
2	1	3	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	7	ornamentShortTrill								
3	2	7/2	0.0		0	0	Chord	2/4	1	1	0	appoggiatura		1/8	1	8									
3	2	7/2	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	9									
3	2	4	0.25		1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	10									
3	2	17/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	11									
3	2	9/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	12									0
3	2	19/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	13									
3	2	5	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	14									1
3	2	21/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	15									
3	2	4	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	16									
3	2	9/2	0.0		1/4	1/4	FiguredBass	2/4	2	1	0										1/8	#3			
3	2	9/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	17									
3	2	5	0.0		3/8	3/8	FiguredBass	2/4	2	1	0										1/8	#6			
3	2	5	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	18									
4	3	11/2	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	19									2
4	3	23/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	20									
4	3	6	0.25		1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	21									3
4	3	25/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	22									
4	3	13/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	23									4
4	3	27/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	24									
4	3	7	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	25									5
4	3	29/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	26									
4	3	11/2	0.0		0	0	FiguredBass	2/4	2	1	0										1/4	6_			
4	3	11/2	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	27									
4	3	6	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	28									
