mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
9	8	30	30	0.0	0	0	FiguredBass	4/4	2	1	0												1/2	#3_			
9	8	30	30	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	53												
9	8	31	31	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	54												
10	8	32	32	0.5	0	1/2	Chord	4/4	1	1	1/8		1/8	1	55												
10	8	65/2	65/2	0.5	1/8	5/8	Chord	4/4	1	1	1/8		1/8	1	56												
10	8	33	33	0.5	1/4	3/4	Chord	4/4	1	1	1/8		1/8	1	57												
10	8	67/2	67/2	0.5	3/8	7/8	Chord	4/4	1	1	1/8		1/8	1	58												
11	9	34	34	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	59	ornamentShortTrill											
11	9	35	35	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	60												
11	9	36	36	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	61												
11	9	75/2	75/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	62												
11	9	35	35	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	h3_			
11	9	35	35	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	63												
11	9	71/2	71/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	64												
11	9	36	36	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/2	5/_			
11	9	36	36	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	65												
11	9	73/2	73/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	66												
11	9	37	37	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	67												
11	9	75/2	75/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	68												
12	10	38	38	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	69												
12	10	38	38	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	70	ornamentMordent											
12	10	39	39	0.0	1/4	1/4	StaffText	4/4	1	1	0						)										
12	10	39	39	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	71												
12	10	39	39	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	72												
12	10	40	40	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	73												
12	10	81/2	81/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	74												
12	10	41	41	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	75												
12	10	83/2	83/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	76												
12	10	38	38	0.0	0	0	FiguredBass	4/4	2	1	0												1/2	b3_			
12	10	38	38	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	77												
12	10	39	39	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	78												
13	11	42	42	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	79	ornamentShortTrill											
13	11	43	43	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	80												
13	11	44	44	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	81												
13	11	91/2	91/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	82												
13	11	43	43	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	_			
13	11	43	43	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	83												
13	11	87/2	87/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	84												
13	11	44	44	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/2	5/_			
13	11	44	44	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	85												
13	11	89/2	89/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	86												
13	11	45	45	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	87												
13	11	91/2	91/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	88												
14	12	46	46	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	89												
14	12	46	46	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	90	ornamentMordent											
14	12	47	47	0.0	1/4	1/4	StaffText	4/4	1	1	0						)										
14	12	47	47	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	91												
14	12	47	47	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	92												
14	12	48	48	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	93												
14	12	97/2	97/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	94												
14	12	49	49	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	95												
14	12	99/2	99/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	96												
14	12	46	46	0.0	0	0	FiguredBass	4/4	2	1	0												1/2	_			
14	12	46	46	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	97												
14	12	47	47	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	98												
15	13	50	50	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	99												
15	13	101/2	101/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	100												
15	13	51	51	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	101												
15	13	103/2	103/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	102												
15	13	52	52	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	103												
15	13	105/2	105/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	104												
15	13	53	53	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	105												
15	13	107/2	107/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	106												
15	13	50	50	0.0	0	0	FiguredBass	4/4	2	1	0												1/2	5_			
15	13	50	50	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	107												
15	13	101/2	101/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	108												
15	13	51	51	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	109												
15	13	103/2	103/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	110												
15	13	52	52	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/2	b3_			
15	13	52	52	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	111												
15	13	105/2	105/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	112												
15	13	53	53	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	113												
15	13	107/2	107/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	114												
16	14	54	54	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	115	ornamentShortTrill											
16	14	55	55	0.0	1/4	1/4	StaffText	4/4	1	1	0						)										
16	14	55	55	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	116												
16	14	56	56	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	117												
16	14	113/2	113/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	118												
16	14	57	57	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	119												
16	14	115/2	115/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	120												
16	14	54	54	0.0	0	0	FiguredBass	4/4	2	1	0												1/2	_			
16	14	54	54	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	121												
16	14	109/2	109/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	122												
16	14	55	55	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	123												
16	14	111/2	111/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	124												
16	14	56	56	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	125												
16	14	57	57	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	126												
16	14	115/2	115/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	127												
17	15	58	58	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	128												
17	15	117/2	117/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	129												
17	15	59	59	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	130												
17	15	119/2	119/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	131												
17	15	60	60	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	132	ornamentShortTrill											
17	15	123/2	123/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	133												
17	15	58	58	0.0	0	0	FiguredBass	4/4	2	1	0												1/2	6_			
17	15	58	58	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	134												
17	15	117/2	117/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	135												
17	15	59	59	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	136												
17	15	119/2	119/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	137												
17	15	60	60	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	138												
17	15	61	61	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	b7			
17	15	61	61	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	139												
18	16	62	62	0.0	0	0	StaffText	4/4	1	1	0						)										
18	16	62	62	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	140												
18	16	64	64	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	141												
18	16	129/2	129/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	142												
18	16	65	65	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	143												
18	16	131/2	131/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	144												
18	16	62	62	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	145												
18	16	63	63	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	146												
19	17	66	66	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	147	ornamentShortTrill											
19	17	67	67	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	148												
19	17	68	68	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	149												
19	17	139/2	139/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	150												
19	17	67	67	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	h3_			
19	17	67	67	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	151												
19	17	135/2	135/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	152												
19	17	68	68	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/2	5/_			
19	17	68	68	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	153												
19	17	137/2	137/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	154												
19	17	69	69	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	155												
19	17	139/2	139/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	156												
20	18	70	70	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	157												
20	18	70	70	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	158	ornamentMordent											
20	18	71	71	0.0	1/4	1/4	StaffText	4/4	1	1	0						)										
20	18	71	71	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	159												
20	18	71	71	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	160												
20	18	72	72	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	161												
20	18	145/2	145/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	162												
20	18	73	73	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	163												
20	18	147/2	147/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	164												
20	18	70	70	0.0	0	0	FiguredBass	4/4	2	1	0												1/2	b3_			
20	18	70	70	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	165												
20	18	71	71	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	166												
21	19	74	74	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	167	ornamentShortTrill											
21	19	75	75	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	168												
21	19	76	76	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	169												
21	19	155/2	155/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	170												
21	19	75	75	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	_			
21	19	75	75	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	171												
21	19	151/2	151/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	172												
21	19	76	76	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/2	5/_			
21	19	76	76	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	173												
21	19	153/2	153/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	174												
21	19	77	77	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	175												
21	19	155/2	155/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	176												
22	20	78	78	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	177												
22	20	78	78	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	178	ornamentMordent											
22	20	79	79	0.0	1/4	1/4	StaffText	4/4	1	1	0						)										
22	20	79	79	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	179												
22	20	79	79	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	180												
22	20	80	80	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	181												
22	20	161/2	161/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	182												
22	20	81	81	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	183												
22	20	163/2	163/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	184												
22	20	78	78	0.0	0	0	FiguredBass	4/4	2	1	0												1/2	_			
22	20	78	78	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	185												
22	20	79	79	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	186												
23	21	82	82	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	187												
23	21	83	83	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	188	ornamentShortTrill											
23	21	84	84	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	189												3
23	21	169/2	169/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	190												
23	21	85	85	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	191												4
23	21	171/2	171/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	192												
23	21	82	82	0.0	0	0	FiguredBass	4/4	2	1	0												1/2	h5_			
23	21	82	82	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	193												
23	21	165/2	165/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	194												
23	21	83	83	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	195												
23	21	167/2	167/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	196												
23	21	84	84	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/2	5/			
23	21	84	84	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	197												
23	21	85	85	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	7	#3		
23	21	85	85	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	198												
24	22	86	86	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	199	ornamentShortTrill											
24	22	87	87	0.0	1/4	1/4	StaffText	4/4	1	1	0						)										
24	22	87	87	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	200												
24	22	88	88	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	201												
24	22	177/2	177/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	202												
24	22	89	89	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	203												
24	22	179/2	179/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	204												
24	22	86	86	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	205												
24	22	87	87	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	#3			
24	22	87	87	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	206												
25	23	90	90	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	207												
25	23	91	91	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	208												
25	23	92	92	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	209												5
25	23	93	93	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	210	ornamentShortTrill											
25	23	187/2	187/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	211												
26	24	94	94	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	212												
26	24	95	95	0.0	1/4	1/4	StaffText	4/4	1	1	0						)										
26	24	95	95	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	213												
26	24	96	96	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	214	ornamentMordent											
26	24	96	96	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/2	_			
26	24	96	96	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	215												
26	24	193/2	193/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	216												
26	24	97	97	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	217												
26	24	195/2	195/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	218												
27	25	98	98	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	219	ornamentShortTrill											6
27	25	395/4	395/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	220												6
27	25	791/8	791/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	221												6
27	25	99	99	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	222												
27	25	399/4	399/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	223												
27	25	100	100	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	224												7
27	25	101	101	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	225	ornamentMordent											
27	25	407/4	407/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	226												
27	25	98	98	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	#3			
27	25	98	98	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	227												
27	25	99	99	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	228												
27	25	100	100	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	229												8
27	25	101	101	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	230												
27	25	407/4	407/4	0.0	15/16	15/16	FiguredBass	4/4	2	1	0												1/16	6	5	b3	
27	25	407/4	407/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	231												
28	26	102	102	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	232	ornamentShortTrill											9
28	26	411/4	411/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	233												9
28	26	823/8	823/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	234												9
28	26	103	103	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	235												
28	26	207/2	207/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	236												
28	26	104	104	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	237												
28	26	209/2	209/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	238												
28	26	105	105	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	239												
28	26	211/2	211/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	240												
28	26	102	102	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	#3_			
28	26	102	102	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	241												
28	26	205/2	205/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	242												
28	26	103	103	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	6_			
28	26	103	103	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	243												
28	26	207/2	207/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	244												
28	26	104	104	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/4	b3_			
28	26	104	104	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	245												
28	26	209/2	209/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	246												
28	26	105	105	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	8	5/_		
