mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur	TextLine
58	56	84	84	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	466													
58	56	169/2	169/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	5/				
58	56	169/2	169/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	467													
59	57	85	85	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	468													
59	57	85	85	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	469													
59	57	171/2	171/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	470													
59	57	343/4	343/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	471													
59	57	86	86	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	472	ornamentShortTrill												
59	57	345/4	345/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	473													
59	57	85	85	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	474													
59	57	171/2	171/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	475													
59	57	86	86	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6				
59	57	86	86	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	476													
60	58	173/2	173/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	477													
60	58	87	87	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	478													
60	58	175/2	175/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	479	ornamentMordent												
60	58	173/2	173/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	480													
60	58	87	87	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
60	58	87	87	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	481													
60	58	175/2	175/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6				
60	58	175/2	175/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	482													
61	59	88	88	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	483	ornamentShortTrill												
61	59	353/4	353/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	484													
61	59	177/2	177/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	485	ornamentShortTrill												
61	59	357/4	357/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	486													
61	59	88	88	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	487													
61	59	177/2	177/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	488													
61	59	89	89	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	489													
62	60	179/2	179/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	490													
62	60	90	90	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	491													
62	60	181/2	181/2	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	492													
62	60	181/2	181/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	493													
62	60	179/2	179/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	494													
62	60	359/4	359/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	495													
62	60	90	90	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	5/_				
62	60	90	90	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	496													
62	60	361/4	361/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	497													
62	60	181/2	181/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	498													
62	60	363/4	363/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	499													
63	61	91	91	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	500													
63	61	91	91	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	501													
63	61	183/2	183/2	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	502													
63	61	183/2	183/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	503													
63	61	92	92	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	504													
63	61	92	92	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	505													
63	61	91	91	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	506													
63	61	365/4	365/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	507													
63	61	183/2	183/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	7	5/_			
63	61	183/2	183/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	508													
63	61	367/4	367/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	509													
63	61	92	92	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	510													
63	61	369/4	369/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	511													
64	62	185/2	185/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	512	ornamentShortTrill												
64	62	93	93	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	513													
64	62	187/2	187/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	514													
64	62	185/2	185/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#3				
64	62	185/2	185/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	515													
64	62	371/4	371/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	516													
64	62	93	93	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
64	62	93	93	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	517													
64	62	187/2	187/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6				
64	62	187/2	187/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	518													
65	63	94	94	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	519													
65	63	189/2	189/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	520	ornamentShortTrill												
65	63	381/4	381/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	521													
65	63	94	94	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	522													
65	63	189/2	189/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
65	63	189/2	189/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	523													
65	63	95	95	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	524													
66	64	191/2	191/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	525													
66	64	96	96	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>doux"											
66	64	96	96	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	526													
66	64	193/2	193/2	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	527													
66	64	193/2	193/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	528													
66	64	191/2	191/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	529													
66	64	383/4	383/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	530													
66	64	96	96	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	5/				
66	64	96	96	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	531													
66	64	385/4	385/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	532													
66	64	193/2	193/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	533													
66	64	387/4	387/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	534													
67	65	97	97	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	535													
67	65	97	97	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	536													
67	65	195/2	195/2	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	537													
67	65	195/2	195/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	538													
67	65	98	98	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	539													
67	65	98	98	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	540													
67	65	97	97	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	541													
67	65	389/4	389/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	542													
67	65	195/2	195/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	7	5/			
67	65	195/2	195/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	543													
67	65	391/4	391/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	544													
67	65	98	98	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	545													
67	65	393/4	393/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	546													
68	66	197/2	197/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	547	ornamentShortTrill												
68	66	99	99	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	548													
68	66	199/2	199/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	549													
68	66	197/2	197/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#3				
68	66	197/2	197/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	550													
68	66	395/4	395/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	551													
68	66	99	99	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
68	66	99	99	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	552													
68	66	199/2	199/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6				
68	66	199/2	199/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	553													
69	67	100	100	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	554													
69	67	201/2	201/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	555	ornamentShortTrill												
69	67	405/4	405/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	556													
69	67	100	100	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	557													
69	67	201/2	201/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	#3_				
69	67	201/2	201/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	558													
69	67	101	101	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	559													
70	68	203/2	203/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	560													
70	68	203/2	203/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	561													
71	68	102	102	0.0	0	1/8	StaffText	3/8	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Majeur"											
71	68	102	102	0.0	0	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>( fort)"											
71	68	102	102	0.5	0	1/8	Chord	3/8	1	1	1/8		1/8	1	562													
71	68	205/2	205/2	0.5	1/8	1/4	Chord	3/8	1	1	1/8		1/8	1	563													
71	68	102	102	0.0	0	1/8	FiguredBass	3/8	2	1	0												1/4	_				
71	68	102	102	0.5	0	1/8	Chord	3/8	2	1	1/8		1/8	1	564													
71	68	205/2	205/2	0.5	1/8	1/4	Chord	3/8	2	1	1/8		1/8	1	565													
72	69	103	103	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	566												10	
72	69	207/2	207/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	567	ornamentShortTrill												
72	69	104	104	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	568													
72	69	103	103	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	5				
72	69	103	103	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	569												11	
72	69	207/2	207/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	570												11	
72	69	104	104	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	571													
73	70	209/2	209/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	572													
73	70	105	105	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	573													
73	70	421/4	421/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	574													
73	70	211/2	211/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	575													
73	70	209/2	209/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	6				
73	70	209/2	209/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	576												12	
73	70	419/4	419/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	577												12	
73	70	105	105	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	578												12	
73	70	421/4	421/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	579												12	
73	70	211/2	211/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	580													
74	71	106	106	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	581													
74	71	213/2	213/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	582	ornamentMordent												
74	71	106	106	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	5	4			
74	71	106	106	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	583													
74	71	213/2	213/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	3				
74	71	213/2	213/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	584													
75	72	215/2	215/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	585	ornamentShortTrill												
75	72	108	108	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	586													
75	72	433/4	433/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	587													
75	72	217/2	217/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	588													
75	72	215/2	215/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	589													
75	72	108	108	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	590													
75	72	217/2	217/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	591													
76	73	109	109	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	592												13	
76	73	219/2	219/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	593	ornamentShortTrill												
76	73	110	110	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	594													
76	73	109	109	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	5				
76	73	109	109	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	595												14	
76	73	219/2	219/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	596												14	
76	73	110	110	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	597													
77	74	221/2	221/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	598													
77	74	111	111	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	599													
77	74	445/4	445/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	600													
77	74	223/2	223/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	601													
77	74	221/2	221/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	6				
77	74	221/2	221/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	602												15	
77	74	443/4	443/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	603												15	
77	74	111	111	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	604												15	
77	74	445/4	445/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	605												15	
77	74	223/2	223/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	606													
78	75	112	112	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	607													
78	75	225/2	225/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	608	ornamentMordent												
78	75	112	112	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	5	4			
78	75	112	112	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	609													
78	75	225/2	225/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	3				
78	75	225/2	225/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	610													
79	76	227/2	227/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	611	ornamentShortTrill												
79	76	114	114	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	612													
79	76	457/4	457/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	613													
79	76	229/2	229/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	614													
79	76	227/2	227/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	615													
79	76	455/4	455/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	616													
79	76	114	114	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	617													
79	76	457/4	457/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	618													
79	76	229/2	229/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	619													
79	76	459/4	459/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	620													
80	77	115	115	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	621													
80	77	231/2	231/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	622	ornamentShortTrill											16	
80	77	465/4	465/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	623												16	
80	77	931/8	931/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	624													
80	77	115	115	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	625													
80	77	461/4	461/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	626													
80	77	231/2	231/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	6_				
80	77	231/2	231/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	627													
80	77	463/4	463/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	628													
80	77	116	116	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	629													
80	77	465/4	465/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	630													
81	78	233/2	233/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	631													
81	78	117	117	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	632	ornamentShortTrill											17	
81	78	471/4	471/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	633												17	
81	78	943/8	943/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	634													
81	78	233/2	233/2	0.0	0	0	FiguredBass	3/8	2	1	0												3/8	6_				
81	78	233/2	233/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	635													
81	78	467/4	467/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	636													
81	78	117	117	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	637													
81	78	469/4	469/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	638													
81	78	235/2	235/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	639													
81	78	471/4	471/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	640													
82	79	118	118	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	641													
82	79	237/2	237/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	642	ornamentShortTrill											18	
82	79	477/4	477/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	643												18	
82	79	955/8	955/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	644													
82	79	118	118	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6_				
82	79	118	118	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	645													
82	79	473/4	473/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	646													
82	79	237/2	237/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	5/				
82	79	237/2	237/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	647													
82	79	475/4	475/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	648													
82	79	119	119	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	649													
82	79	477/4	477/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	650													
83	80	239/2	239/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	651													
83	80	479/4	479/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	652													
83	80	120	120	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	653													
83	80	481/4	481/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	654													
83	80	241/2	241/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	655													
83	80	483/4	483/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	656													
83	80	239/2	239/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	657													
83	80	479/4	479/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	658													
83	80	120	120	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	659													
83	80	481/4	481/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	660													
83	80	241/2	241/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	661													
83	80	483/4	483/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	662													
84	81	121	121	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	663													
84	81	243/2	243/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	664	ornamentShortTrill											19	
84	81	489/4	489/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	665												19	
84	81	979/8	979/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	666													
84	81	121	121	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	667													
84	81	485/4	485/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	668													
84	81	243/2	243/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	6_				
84	81	243/2	243/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	669													
84	81	487/4	487/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	670													
84	81	122	122	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	671													
84	81	489/4	489/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	672													
85	82	245/2	245/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	673													
85	82	491/4	491/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	674													
85	82	123	123	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	675													
85	82	493/4	493/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	676													
85	82	247/2	247/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	677													
85	82	495/4	495/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	678													
85	82	245/2	245/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	6				
85	82	245/2	245/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	679													
85	82	491/4	491/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	680													
85	82	123	123	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	681													
85	82	493/4	493/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	682													
85	82	247/2	247/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	683													
85	82	495/4	495/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	684													
86	83	124	124	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	685													
86	83	249/2	249/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	686	ornamentShortTrill											20	
86	83	501/4	501/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	687												20	
86	83	1003/8	1003/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	688													
86	83	124	124	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	6				
86	83	124	124	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	689													
86	83	497/4	497/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	690													
86	83	249/2	249/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	5/				
86	83	249/2	249/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	691													
86	83	499/4	499/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	692													
86	83	125	125	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	693													
86	83	501/4	501/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	694													
87	84	251/2	251/2	0.0	0	0	StaffText	3/8	1	1	0						83											
87	84	251/2	251/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	695													
87	84	503/4	503/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	696													
87	84	126	126	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	697													
87	84	505/4	505/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	698													
87	84	253/2	253/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	699													
87	84	507/4	507/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	700													
87	84	251/2	251/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	701													
87	84	503/4	503/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	702													
87	84	126	126	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	703													
87	84	505/4	505/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	704													
87	84	253/2	253/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	705													
87	84	507/4	507/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	706													
88	85	127	127	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	707													
88	85	255/2	255/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	708													
88	85	511/4	511/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	709													
88	85	128	128	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	710													
88	85	513/4	513/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	711													
88	85	127	127	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	712													
88	85	509/4	509/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	713													
88	85	255/2	255/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	5_				
88	85	255/2	255/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	714													
88	85	511/4	511/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	715													
88	85	128	128	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	716													
